track_id,culture,audio_path,source_dataset,source_split,source_index,label,instrument,mood_theme,duration
vtsouval_mtg_jamendo_autotagging_00000034,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000034.mp3,vtsouval/mtg_jamendo_autotagging,train,34,"['groove', 'pop']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000035,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000035.mp3,vtsouval/mtg_jamendo_autotagging,train,35,"['groove', 'easylistening', 'pop', 'lounge']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000036,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000036.mp3,vtsouval/mtg_jamendo_autotagging,train,36,"['groove', 'pop']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000037,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000037.mp3,vtsouval/mtg_jamendo_autotagging,train,37,"['groove', 'pop']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000038,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000038.mp3,vtsouval/mtg_jamendo_autotagging,train,38,"['groove', 'pop']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000039,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000039.mp3,vtsouval/mtg_jamendo_autotagging,train,39,"['groove', 'pop']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000040,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000040.mp3,vtsouval/mtg_jamendo_autotagging,train,40,"['groove', 'pop']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000041,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000041.mp3,vtsouval/mtg_jamendo_autotagging,train,41,"['chanson', 'pop', 'electronic']","['synthesizer', 'computer', 'drummachine', 'guitar', 'electricguitar', 'bass', 'voice', 'keyboard', 'drums', 'sampler']",['emotional'],30
vtsouval_mtg_jamendo_autotagging_00000042,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000042.mp3,vtsouval/mtg_jamendo_autotagging,train,42,"['downtempo', 'soundtrack', 'easylistening', 'synthpop', 'pop', 'electronic']","['strings', 'synthesizer', 'computer', 'drummachine', 'piano', 'guitar', 'bass', 'keyboard', 'drums', 'acousticguitar', 'sampler']",['melancholic'],30
vtsouval_mtg_jamendo_autotagging_00000043,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000043.mp3,vtsouval/mtg_jamendo_autotagging,train,43,"['synthpop', 'pop', 'rock', 'electronic', 'poprock']","['drums', 'synthesizer', 'computer', 'drummachine', 'guitar', 'bass', 'voice']",['love'],30
vtsouval_mtg_jamendo_autotagging_00000045,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000045.mp3,vtsouval/mtg_jamendo_autotagging,train,45,"['soundtrack', 'easylistening', 'pop', 'electronic']","['drums', 'guitar', 'computer', 'drummachine', 'acousticguitar', 'bass', 'sampler']",['adventure'],30
vtsouval_mtg_jamendo_autotagging_00000046,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000046.mp3,vtsouval/mtg_jamendo_autotagging,train,46,"['downtempo', 'soundtrack', 'choir', 'orchestral', 'easylistening', 'pop', 'electronic']","['drums', 'strings', 'computer', 'drummachine', 'keyboard', 'sampler', 'bass', 'cello']",['drama'],30
vtsouval_mtg_jamendo_autotagging_00000047,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000047.mp3,vtsouval/mtg_jamendo_autotagging,train,47,"['soundtrack', 'orchestral', 'easylistening', 'pop', 'electronic']","['drums', 'strings', 'computer', 'drummachine', 'keyboard', 'sampler', 'bass', 'cello']",['drama'],30
vtsouval_mtg_jamendo_autotagging_00000048,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000048.mp3,vtsouval/mtg_jamendo_autotagging,train,48,"['pop', 'indie', 'alternative']","['drums', 'synthesizer', 'piano', 'acousticguitar', 'electricguitar', 'bass']",['melodic'],30
vtsouval_mtg_jamendo_autotagging_00000072,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000072.mp3,vtsouval/mtg_jamendo_autotagging,train,72,"['instrumentalpop', 'classical']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000079,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000079.mp3,vtsouval/mtg_jamendo_autotagging,train,79,"['instrumentalpop', 'classical']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000083,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000083.mp3,vtsouval/mtg_jamendo_autotagging,train,83,"['progressive', 'pop', 'rock']","['electricguitar', 'bass']","['ballad', 'advertising']",30
vtsouval_mtg_jamendo_autotagging_00000084,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000084.mp3,vtsouval/mtg_jamendo_autotagging,train,84,"['pop', 'rock', 'instrumentalpop']","['drums', 'synthesizer', 'pipeorgan', 'electricguitar', 'bass']","['emotional', 'ballad']",30
vtsouval_mtg_jamendo_autotagging_00000086,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000086.mp3,vtsouval/mtg_jamendo_autotagging,train,86,"['techno', 'soundtrack', 'pop', 'dance', 'electronic']","['synthesizer', 'bass', 'drummachine']",['emotional'],30
vtsouval_mtg_jamendo_autotagging_00000087,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000087.mp3,vtsouval/mtg_jamendo_autotagging,train,87,"['easylistening', 'instrumentalpop', 'chillout', 'electronic', 'pop']","['synthesizer', 'trumpet', 'drummachine', 'violin', 'bass']",['emotional'],30
vtsouval_mtg_jamendo_autotagging_00000088,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000088.mp3,vtsouval/mtg_jamendo_autotagging,train,88,"['soundtrack', 'pop', 'instrumentalpop', 'electronic']","['drums', 'pipeorgan', 'electricguitar', 'bass']",['emotional'],30
vtsouval_mtg_jamendo_autotagging_00000089,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000089.mp3,vtsouval/mtg_jamendo_autotagging,train,89,"['soundtrack', 'triphop', 'pop', 'electronic']","['pipeorgan', 'bass', 'drummachine', 'synthesizer']",['emotional'],30
vtsouval_mtg_jamendo_autotagging_00000102,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000102.mp3,vtsouval/mtg_jamendo_autotagging,train,102,"['jazzfunk', 'ambient', 'pop', 'rock', 'instrumentalpop']","['acousticguitar', 'electricguitar', 'drummachine', 'synthesizer']","['meditative', 'space']",30
vtsouval_mtg_jamendo_autotagging_00000103,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000103.mp3,vtsouval/mtg_jamendo_autotagging,train,103,"['jazzfunk', 'ambient', 'pop', 'rock', 'instrumentalpop']","['acousticguitar', 'electricguitar', 'drummachine', 'synthesizer']","['meditative', 'space']",30
vtsouval_mtg_jamendo_autotagging_00000104,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000104.mp3,vtsouval/mtg_jamendo_autotagging,train,104,"['jazzfunk', 'ambient', 'easylistening', 'rock', 'instrumentalpop', 'pop']","['acousticguitar', 'electricguitar', 'drummachine', 'synthesizer']","['meditative', 'space']",30
vtsouval_mtg_jamendo_autotagging_00000105,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000105.mp3,vtsouval/mtg_jamendo_autotagging,train,105,"['jazzfunk', 'ambient', 'pop', 'rock', 'instrumentalpop']","['acousticguitar', 'electricguitar', 'drummachine', 'synthesizer']","['meditative', 'space']",30
vtsouval_mtg_jamendo_autotagging_00000107,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000107.mp3,vtsouval/mtg_jamendo_autotagging,train,107,"['soundtrack', 'easylistening', 'pop', 'poprock']","['piano', 'acousticbassguitar', 'violin']","['nature', 'adventure']",30
vtsouval_mtg_jamendo_autotagging_00000110,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000110.mp3,vtsouval/mtg_jamendo_autotagging,train,110,"['pop', 'alternative']","['drummachine', 'voice', 'electricguitar', 'bass', 'cello']",['melancholic'],30
vtsouval_mtg_jamendo_autotagging_00000124,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000124.mp3,vtsouval/mtg_jamendo_autotagging,train,124,"['soundtrack', 'easylistening', 'synthpop', 'pop', 'electronic']","['drums', 'synthesizer', 'computer', 'drummachine', 'sampler', 'acousticguitar', 'guitar', 'keyboard']",['adventure'],30
vtsouval_mtg_jamendo_autotagging_00000125,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000125.mp3,vtsouval/mtg_jamendo_autotagging,train,125,"['easylistening', 'synthpop', 'pop', 'electronic']","['guitar', 'synthesizer', 'computer', 'drummachine', 'sampler', 'acousticguitar', 'bass', 'keyboard']",['adventure'],30
vtsouval_mtg_jamendo_autotagging_00000142,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000142.mp3,vtsouval/mtg_jamendo_autotagging,train,142,"['newage', 'contemporary', 'easylistening', 'instrumentalpop', 'pop']",['guitar'],"['emotional', 'drama']",30
vtsouval_mtg_jamendo_autotagging_00000144,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000144.mp3,vtsouval/mtg_jamendo_autotagging,train,144,"['pop', 'electronic']",['synthesizer'],"['romantic', 'slow']",30
vtsouval_mtg_jamendo_autotagging_00000145,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000145.mp3,vtsouval/mtg_jamendo_autotagging,train,145,"['easylistening', 'newage', 'pop', 'postrock']",['guitar'],['inspiring'],30
vtsouval_mtg_jamendo_autotagging_00000146,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000146.mp3,vtsouval/mtg_jamendo_autotagging,train,146,"['easylistening', 'newage', 'pop']",['guitar'],"['documentary', 'romantic', 'emotional']",30
vtsouval_mtg_jamendo_autotagging_00000149,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000149.mp3,vtsouval/mtg_jamendo_autotagging,train,149,"['soundtrack', 'pop', 'instrumentalpop', 'lounge']","['piano', 'bass', 'violin']","['emotional', 'soft']",30
vtsouval_mtg_jamendo_autotagging_00000150,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000150.mp3,vtsouval/mtg_jamendo_autotagging,train,150,"['pop', 'rock', 'electronic']","['guitar', 'synthesizer']","['calm', 'motivational', 'happy']",30
vtsouval_mtg_jamendo_autotagging_00000152,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000152.mp3,vtsouval/mtg_jamendo_autotagging,train,152,"['triphop', 'pop', 'electronic']",['synthesizer'],['soft'],30
vtsouval_mtg_jamendo_autotagging_00000162,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000162.mp3,vtsouval/mtg_jamendo_autotagging,train,162,"['triphop', 'pop', 'electronic']","['drums', 'synthesizer', 'electricguitar', 'bass']",['ballad'],30
vtsouval_mtg_jamendo_autotagging_00000163,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000163.mp3,vtsouval/mtg_jamendo_autotagging,train,163,"['triphop', 'pop', 'electronic']","['drums', 'synthesizer', 'bass']",['ballad'],30
vtsouval_mtg_jamendo_autotagging_00000164,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000164.mp3,vtsouval/mtg_jamendo_autotagging,train,164,"['pop', 'electronic']","['drums', 'pipeorgan', 'bass', 'synthesizer']",['ballad'],30
vtsouval_mtg_jamendo_autotagging_00000165,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000165.mp3,vtsouval/mtg_jamendo_autotagging,train,165,"['triphop', 'pop', 'electronic']","['drums', 'synthesizer', 'bass']",['ballad'],30
vtsouval_mtg_jamendo_autotagging_00000169,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000169.mp3,vtsouval/mtg_jamendo_autotagging,train,169,"['pop', 'rock', 'instrumentalpop']",['guitar'],"['ballad', 'slow']",30
vtsouval_mtg_jamendo_autotagging_00000185,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000185.mp3,vtsouval/mtg_jamendo_autotagging,train,185,"['soundtrack', 'pop', 'electronic']","['drums', 'synthesizer']","['dramatic', 'epic']",30
vtsouval_mtg_jamendo_autotagging_00000197,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000197.mp3,vtsouval/mtg_jamendo_autotagging,train,197,"['pop', 'indie', 'alternative', 'rock']","['drums', 'synthesizer', 'voice', 'electricguitar', 'bass']",['ballad'],30
vtsouval_mtg_jamendo_autotagging_00000199,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000199.mp3,vtsouval/mtg_jamendo_autotagging,train,199,"['easylistening', 'rock', 'pop', 'ambient']","['piano', 'electricguitar']",['film'],30
vtsouval_mtg_jamendo_autotagging_00000204,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000204.mp3,vtsouval/mtg_jamendo_autotagging,train,204,"['blues', 'pop', 'rock']",['guitar'],['sexy'],30
vtsouval_mtg_jamendo_autotagging_00000237,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000237.mp3,vtsouval/mtg_jamendo_autotagging,train,237,"['folk', 'easylistening', 'pop']","['acousticguitar', 'bass']",['commercial'],30
vtsouval_mtg_jamendo_autotagging_00000238,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000238.mp3,vtsouval/mtg_jamendo_autotagging,train,238,"['folk', 'easylistening', 'pop']","['acousticguitar', 'bass']",['commercial'],30
vtsouval_mtg_jamendo_autotagging_00000239,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000239.mp3,vtsouval/mtg_jamendo_autotagging,train,239,"['soundtrack', 'folk', 'easylistening', 'pop']","['acousticguitar', 'bass']",['drama'],30
vtsouval_mtg_jamendo_autotagging_00000240,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000240.mp3,vtsouval/mtg_jamendo_autotagging,train,240,"['folk', 'easylistening', 'pop']","['acousticguitar', 'bass']",['commercial'],30
vtsouval_mtg_jamendo_autotagging_00000241,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000241.mp3,vtsouval/mtg_jamendo_autotagging,train,241,"['folk', 'pop', 'rock']","['acousticguitar', 'bass']",['commercial'],30
vtsouval_mtg_jamendo_autotagging_00000242,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000242.mp3,vtsouval/mtg_jamendo_autotagging,train,242,"['folk', 'easylistening', 'pop']","['acousticguitar', 'bass']",['commercial'],30
vtsouval_mtg_jamendo_autotagging_00000243,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000243.mp3,vtsouval/mtg_jamendo_autotagging,train,243,"['folk', 'easylistening', 'pop']","['acousticguitar', 'bass']","['emotional', 'drama']",30
vtsouval_mtg_jamendo_autotagging_00000244,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000244.mp3,vtsouval/mtg_jamendo_autotagging,train,244,"['folk', 'easylistening', 'pop']","['acousticguitar', 'bass']",['commercial'],30
vtsouval_mtg_jamendo_autotagging_00000245,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000245.mp3,vtsouval/mtg_jamendo_autotagging,train,245,"['folk', 'easylistening', 'pop']","['acousticguitar', 'bass']",['commercial'],30
vtsouval_mtg_jamendo_autotagging_00000246,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000246.mp3,vtsouval/mtg_jamendo_autotagging,train,246,"['folk', 'easylistening', 'pop']","['acousticguitar', 'bass']","['emotional', 'drama']",30
vtsouval_mtg_jamendo_autotagging_00000247,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000247.mp3,vtsouval/mtg_jamendo_autotagging,train,247,"['pop', 'instrumentalpop']","['electricguitar', 'drummachine']",['dream'],30
vtsouval_mtg_jamendo_autotagging_00000250,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000250.mp3,vtsouval/mtg_jamendo_autotagging,train,250,"['blues', 'pop', 'chanson']",['voice'],['cool'],30
vtsouval_mtg_jamendo_autotagging_00000251,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000251.mp3,vtsouval/mtg_jamendo_autotagging,train,251,"['blues', 'pop', 'chanson']",['voice'],['cool'],30
vtsouval_mtg_jamendo_autotagging_00000252,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000252.mp3,vtsouval/mtg_jamendo_autotagging,train,252,"['blues', 'pop', 'chanson']",['voice'],['cool'],30
vtsouval_mtg_jamendo_autotagging_00000253,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000253.mp3,vtsouval/mtg_jamendo_autotagging,train,253,"['blues', 'pop', 'chanson']",['voice'],['cool'],30
vtsouval_mtg_jamendo_autotagging_00000254,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000254.mp3,vtsouval/mtg_jamendo_autotagging,train,254,"['blues', 'pop', 'chanson']",['voice'],['cool'],30
vtsouval_mtg_jamendo_autotagging_00000255,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000255.mp3,vtsouval/mtg_jamendo_autotagging,train,255,"['chanson', 'folk', 'pop']",['voice'],['cool'],30
vtsouval_mtg_jamendo_autotagging_00000256,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000256.mp3,vtsouval/mtg_jamendo_autotagging,train,256,"['blues', 'pop', 'chanson']",['voice'],['cool'],30
vtsouval_mtg_jamendo_autotagging_00000257,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000257.mp3,vtsouval/mtg_jamendo_autotagging,train,257,"['blues', 'pop', 'chanson']",['voice'],['cool'],30
vtsouval_mtg_jamendo_autotagging_00000259,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000259.mp3,vtsouval/mtg_jamendo_autotagging,train,259,"['blues', 'pop', 'chanson']",['voice'],['cool'],30
vtsouval_mtg_jamendo_autotagging_00000260,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000260.mp3,vtsouval/mtg_jamendo_autotagging,train,260,"['blues', 'pop', 'country', 'chanson']",['voice'],['cool'],30
vtsouval_mtg_jamendo_autotagging_00000261,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000261.mp3,vtsouval/mtg_jamendo_autotagging,train,261,"['electropop', 'electronic']",['synthesizer'],['space'],30
vtsouval_mtg_jamendo_autotagging_00000262,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000262.mp3,vtsouval/mtg_jamendo_autotagging,train,262,"['electropop', 'electronic']",['synthesizer'],['space'],30
vtsouval_mtg_jamendo_autotagging_00000263,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000263.mp3,vtsouval/mtg_jamendo_autotagging,train,263,"['electropop', 'electronic']",['synthesizer'],['space'],30
vtsouval_mtg_jamendo_autotagging_00000264,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000264.mp3,vtsouval/mtg_jamendo_autotagging,train,264,"['electropop', 'electronic']",['synthesizer'],['space'],30
vtsouval_mtg_jamendo_autotagging_00000266,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000266.mp3,vtsouval/mtg_jamendo_autotagging,train,266,"['easylistening', 'rock', 'pop', 'poprock']","['synthesizer', 'electricguitar', 'bass']",['commercial'],30
vtsouval_mtg_jamendo_autotagging_00000267,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000267.mp3,vtsouval/mtg_jamendo_autotagging,train,267,"['pop', 'electronic']","['drums', 'synthesizer', 'bass']",['commercial'],30
vtsouval_mtg_jamendo_autotagging_00000268,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000268.mp3,vtsouval/mtg_jamendo_autotagging,train,268,"['pop', 'rock', 'electronic', 'poprock']","['drums', 'synthesizer', 'electricguitar', 'bass']",['commercial'],30
vtsouval_mtg_jamendo_autotagging_00000269,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000269.mp3,vtsouval/mtg_jamendo_autotagging,train,269,"['pop', 'rock', 'industrial', 'poprock']","['drums', 'synthesizer', 'electricguitar', 'bass']","['sport', 'energetic']",30
vtsouval_mtg_jamendo_autotagging_00000270,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000270.mp3,vtsouval/mtg_jamendo_autotagging,train,270,"['pop', 'rock', 'poprock']","['drums', 'electricguitar', 'bass']",['commercial'],30
vtsouval_mtg_jamendo_autotagging_00000271,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000271.mp3,vtsouval/mtg_jamendo_autotagging,train,271,"['pop', 'rock', 'industrial']","['drums', 'synthesizer', 'electricguitar', 'bass']","['sport', 'energetic']",30
vtsouval_mtg_jamendo_autotagging_00000272,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000272.mp3,vtsouval/mtg_jamendo_autotagging,train,272,"['pop', 'rock', 'industrial']","['drums', 'synthesizer', 'electricguitar', 'bass']",['sport'],30
vtsouval_mtg_jamendo_autotagging_00000273,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000273.mp3,vtsouval/mtg_jamendo_autotagging,train,273,"['pop', 'rock', 'industrial']","['synthesizer', 'electricguitar', 'bass']",['sport'],30
vtsouval_mtg_jamendo_autotagging_00000275,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000275.mp3,vtsouval/mtg_jamendo_autotagging,train,275,"['pop', 'electronic']",['synthesizer'],['romantic'],30
vtsouval_mtg_jamendo_autotagging_00000276,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000276.mp3,vtsouval/mtg_jamendo_autotagging,train,276,"['pop', 'electronic']",['synthesizer'],['romantic'],30
vtsouval_mtg_jamendo_autotagging_00000277,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000277.mp3,vtsouval/mtg_jamendo_autotagging,train,277,"['folk', 'instrumentalpop']",['guitar'],['calm'],30
vtsouval_mtg_jamendo_autotagging_00000278,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000278.mp3,vtsouval/mtg_jamendo_autotagging,train,278,"['folk', 'instrumentalpop']",['guitar'],['calm'],30
vtsouval_mtg_jamendo_autotagging_00000279,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000279.mp3,vtsouval/mtg_jamendo_autotagging,train,279,"['folk', 'instrumentalpop']",['guitar'],['calm'],30
vtsouval_mtg_jamendo_autotagging_00000280,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000280.mp3,vtsouval/mtg_jamendo_autotagging,train,280,"['folk', 'instrumentalpop']",['guitar'],['calm'],30
vtsouval_mtg_jamendo_autotagging_00000281,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000281.mp3,vtsouval/mtg_jamendo_autotagging,train,281,"['folk', 'alternative', 'hard', 'indie', 'pop', 'rock']","['drums', 'guitar', 'bass']","['emotional', 'horror', 'drama', 'melodic']",30
vtsouval_mtg_jamendo_autotagging_00000282,anglo_pop,audio\vtsouval_mtg_jamendo_autotagging_00000282.mp3,vtsouval/mtg_jamendo_autotagging,train,282,"['latin', 'rock', 'pop', 'indie', 'electronic', 'jazz']","['drums', 'guitar', 'bass', 'synthesizer']","['emotional', 'adventure', 'drama']",30
