track_id,culture,audio_path,source_dataset,source_split,source_index,label,title,artist
bilal63_turkish_music_emotion_dataset_00000015,turkey,audio/bilal63_turkish_music_emotion_dataset_00000015.mp3,bilal63/turkish_music_emotion_dataset,train,15,,,
bilal63_turkish_music_emotion_dataset_00000016,turkey,audio/bilal63_turkish_music_emotion_dataset_00000016.mp3,bilal63/turkish_music_emotion_dataset,train,16,,,
bilal63_turkish_music_emotion_dataset_00000017,turkey,audio/bilal63_turkish_music_emotion_dataset_00000017.mp3,bilal63/turkish_music_emotion_dataset,train,17,,,
bilal63_turkish_music_emotion_dataset_00000018,turkey,audio/bilal63_turkish_music_emotion_dataset_00000018.mp3,bilal63/turkish_music_emotion_dataset,train,18,,,
bilal63_turkish_music_emotion_dataset_00000019,turkey,audio/bilal63_turkish_music_emotion_dataset_00000019.mp3,bilal63/turkish_music_emotion_dataset,train,19,,,
bilal63_turkish_music_emotion_dataset_00000020,turkey,audio/bilal63_turkish_music_emotion_dataset_00000020.mp3,bilal63/turkish_music_emotion_dataset,train,20,,,
bilal63_turkish_music_emotion_dataset_00000021,turkey,audio/bilal63_turkish_music_emotion_dataset_00000021.mp3,bilal63/turkish_music_emotion_dataset,train,21,,,
bilal63_turkish_music_emotion_dataset_00000022,turkey,audio/bilal63_turkish_music_emotion_dataset_00000022.mp3,bilal63/turkish_music_emotion_dataset,train,22,,,
bilal63_turkish_music_emotion_dataset_00000023,turkey,audio/bilal63_turkish_music_emotion_dataset_00000023.mp3,bilal63/turkish_music_emotion_dataset,train,23,,,
bilal63_turkish_music_emotion_dataset_00000024,turkey,audio/bilal63_turkish_music_emotion_dataset_00000024.mp3,bilal63/turkish_music_emotion_dataset,train,24,,,
bilal63_turkish_music_emotion_dataset_00000025,turkey,audio/bilal63_turkish_music_emotion_dataset_00000025.mp3,bilal63/turkish_music_emotion_dataset,train,25,,,
bilal63_turkish_music_emotion_dataset_00000026,turkey,audio/bilal63_turkish_music_emotion_dataset_00000026.mp3,bilal63/turkish_music_emotion_dataset,train,26,,,
bilal63_turkish_music_emotion_dataset_00000027,turkey,audio/bilal63_turkish_music_emotion_dataset_00000027.mp3,bilal63/turkish_music_emotion_dataset,train,27,,,
bilal63_turkish_music_emotion_dataset_00000028,turkey,audio/bilal63_turkish_music_emotion_dataset_00000028.mp3,bilal63/turkish_music_emotion_dataset,train,28,,,
bilal63_turkish_music_emotion_dataset_00000029,turkey,audio/bilal63_turkish_music_emotion_dataset_00000029.mp3,bilal63/turkish_music_emotion_dataset,train,29,,,
bilal63_turkish_music_emotion_dataset_00000030,turkey,audio/bilal63_turkish_music_emotion_dataset_00000030.mp3,bilal63/turkish_music_emotion_dataset,train,30,,,
bilal63_turkish_music_emotion_dataset_00000031,turkey,audio/bilal63_turkish_music_emotion_dataset_00000031.mp3,bilal63/turkish_music_emotion_dataset,train,31,,,
bilal63_turkish_music_emotion_dataset_00000032,turkey,audio/bilal63_turkish_music_emotion_dataset_00000032.mp3,bilal63/turkish_music_emotion_dataset,train,32,,,
bilal63_turkish_music_emotion_dataset_00000033,turkey,audio/bilal63_turkish_music_emotion_dataset_00000033.mp3,bilal63/turkish_music_emotion_dataset,train,33,,,
bilal63_turkish_music_emotion_dataset_00000034,turkey,audio/bilal63_turkish_music_emotion_dataset_00000034.mp3,bilal63/turkish_music_emotion_dataset,train,34,,,
bilal63_turkish_music_emotion_dataset_00000035,turkey,audio/bilal63_turkish_music_emotion_dataset_00000035.mp3,bilal63/turkish_music_emotion_dataset,train,35,,,
bilal63_turkish_music_emotion_dataset_00000036,turkey,audio/bilal63_turkish_music_emotion_dataset_00000036.mp3,bilal63/turkish_music_emotion_dataset,train,36,,,
bilal63_turkish_music_emotion_dataset_00000037,turkey,audio/bilal63_turkish_music_emotion_dataset_00000037.mp3,bilal63/turkish_music_emotion_dataset,train,37,,,
bilal63_turkish_music_emotion_dataset_00000038,turkey,audio/bilal63_turkish_music_emotion_dataset_00000038.mp3,bilal63/turkish_music_emotion_dataset,train,38,,,
bilal63_turkish_music_emotion_dataset_00000039,turkey,audio/bilal63_turkish_music_emotion_dataset_00000039.mp3,bilal63/turkish_music_emotion_dataset,train,39,,,
bilal63_turkish_music_emotion_dataset_00000040,turkey,audio/bilal63_turkish_music_emotion_dataset_00000040.mp3,bilal63/turkish_music_emotion_dataset,train,40,,,
bilal63_turkish_music_emotion_dataset_00000041,turkey,audio/bilal63_turkish_music_emotion_dataset_00000041.mp3,bilal63/turkish_music_emotion_dataset,train,41,,,
bilal63_turkish_music_emotion_dataset_00000042,turkey,audio/bilal63_turkish_music_emotion_dataset_00000042.mp3,bilal63/turkish_music_emotion_dataset,train,42,,,
bilal63_turkish_music_emotion_dataset_00000043,turkey,audio/bilal63_turkish_music_emotion_dataset_00000043.mp3,bilal63/turkish_music_emotion_dataset,train,43,,,
bilal63_turkish_music_emotion_dataset_00000044,turkey,audio/bilal63_turkish_music_emotion_dataset_00000044.mp3,bilal63/turkish_music_emotion_dataset,train,44,,,
bilal63_turkish_music_emotion_dataset_00000045,turkey,audio/bilal63_turkish_music_emotion_dataset_00000045.mp3,bilal63/turkish_music_emotion_dataset,train,45,,,
bilal63_turkish_music_emotion_dataset_00000046,turkey,audio/bilal63_turkish_music_emotion_dataset_00000046.mp3,bilal63/turkish_music_emotion_dataset,train,46,,,
bilal63_turkish_music_emotion_dataset_00000047,turkey,audio/bilal63_turkish_music_emotion_dataset_00000047.mp3,bilal63/turkish_music_emotion_dataset,train,47,,,
bilal63_turkish_music_emotion_dataset_00000048,turkey,audio/bilal63_turkish_music_emotion_dataset_00000048.mp3,bilal63/turkish_music_emotion_dataset,train,48,,,
bilal63_turkish_music_emotion_dataset_00000049,turkey,audio/bilal63_turkish_music_emotion_dataset_00000049.mp3,bilal63/turkish_music_emotion_dataset,train,49,,,
bilal63_turkish_music_emotion_dataset_00000050,turkey,audio/bilal63_turkish_music_emotion_dataset_00000050.mp3,bilal63/turkish_music_emotion_dataset,train,50,,,
bilal63_turkish_music_emotion_dataset_00000051,turkey,audio/bilal63_turkish_music_emotion_dataset_00000051.mp3,bilal63/turkish_music_emotion_dataset,train,51,,,
bilal63_turkish_music_emotion_dataset_00000052,turkey,audio/bilal63_turkish_music_emotion_dataset_00000052.mp3,bilal63/turkish_music_emotion_dataset,train,52,,,
bilal63_turkish_music_emotion_dataset_00000053,turkey,audio/bilal63_turkish_music_emotion_dataset_00000053.mp3,bilal63/turkish_music_emotion_dataset,train,53,,,
bilal63_turkish_music_emotion_dataset_00000054,turkey,audio/bilal63_turkish_music_emotion_dataset_00000054.mp3,bilal63/turkish_music_emotion_dataset,train,54,,,
bilal63_turkish_music_emotion_dataset_00000055,turkey,audio/bilal63_turkish_music_emotion_dataset_00000055.mp3,bilal63/turkish_music_emotion_dataset,train,55,,,
bilal63_turkish_music_emotion_dataset_00000056,turkey,audio/bilal63_turkish_music_emotion_dataset_00000056.mp3,bilal63/turkish_music_emotion_dataset,train,56,,,
bilal63_turkish_music_emotion_dataset_00000057,turkey,audio/bilal63_turkish_music_emotion_dataset_00000057.mp3,bilal63/turkish_music_emotion_dataset,train,57,,,
bilal63_turkish_music_emotion_dataset_00000058,turkey,audio/bilal63_turkish_music_emotion_dataset_00000058.mp3,bilal63/turkish_music_emotion_dataset,train,58,,,
bilal63_turkish_music_emotion_dataset_00000059,turkey,audio/bilal63_turkish_music_emotion_dataset_00000059.mp3,bilal63/turkish_music_emotion_dataset,train,59,,,
bilal63_turkish_music_emotion_dataset_00000060,turkey,audio/bilal63_turkish_music_emotion_dataset_00000060.mp3,bilal63/turkish_music_emotion_dataset,train,60,,,
bilal63_turkish_music_emotion_dataset_00000061,turkey,audio/bilal63_turkish_music_emotion_dataset_00000061.mp3,bilal63/turkish_music_emotion_dataset,train,61,,,
bilal63_turkish_music_emotion_dataset_00000062,turkey,audio/bilal63_turkish_music_emotion_dataset_00000062.mp3,bilal63/turkish_music_emotion_dataset,train,62,,,
bilal63_turkish_music_emotion_dataset_00000063,turkey,audio/bilal63_turkish_music_emotion_dataset_00000063.mp3,bilal63/turkish_music_emotion_dataset,train,63,,,
bilal63_turkish_music_emotion_dataset_00000064,turkey,audio/bilal63_turkish_music_emotion_dataset_00000064.mp3,bilal63/turkish_music_emotion_dataset,train,64,,,
bilal63_turkish_music_emotion_dataset_00000065,turkey,audio/bilal63_turkish_music_emotion_dataset_00000065.mp3,bilal63/turkish_music_emotion_dataset,train,65,,,
bilal63_turkish_music_emotion_dataset_00000066,turkey,audio/bilal63_turkish_music_emotion_dataset_00000066.mp3,bilal63/turkish_music_emotion_dataset,train,66,,,
bilal63_turkish_music_emotion_dataset_00000067,turkey,audio/bilal63_turkish_music_emotion_dataset_00000067.mp3,bilal63/turkish_music_emotion_dataset,train,67,,,
bilal63_turkish_music_emotion_dataset_00000068,turkey,audio/bilal63_turkish_music_emotion_dataset_00000068.mp3,bilal63/turkish_music_emotion_dataset,train,68,,,
bilal63_turkish_music_emotion_dataset_00000069,turkey,audio/bilal63_turkish_music_emotion_dataset_00000069.mp3,bilal63/turkish_music_emotion_dataset,train,69,,,
bilal63_turkish_music_emotion_dataset_00000070,turkey,audio/bilal63_turkish_music_emotion_dataset_00000070.mp3,bilal63/turkish_music_emotion_dataset,train,70,,,
bilal63_turkish_music_emotion_dataset_00000071,turkey,audio/bilal63_turkish_music_emotion_dataset_00000071.mp3,bilal63/turkish_music_emotion_dataset,train,71,,,
bilal63_turkish_music_emotion_dataset_00000072,turkey,audio/bilal63_turkish_music_emotion_dataset_00000072.mp3,bilal63/turkish_music_emotion_dataset,train,72,,,
bilal63_turkish_music_emotion_dataset_00000073,turkey,audio/bilal63_turkish_music_emotion_dataset_00000073.mp3,bilal63/turkish_music_emotion_dataset,train,73,,,
bilal63_turkish_music_emotion_dataset_00000074,turkey,audio/bilal63_turkish_music_emotion_dataset_00000074.mp3,bilal63/turkish_music_emotion_dataset,train,74,,,
bilal63_turkish_music_emotion_dataset_00000075,turkey,audio/bilal63_turkish_music_emotion_dataset_00000075.mp3,bilal63/turkish_music_emotion_dataset,train,75,,,
bilal63_turkish_music_emotion_dataset_00000076,turkey,audio/bilal63_turkish_music_emotion_dataset_00000076.mp3,bilal63/turkish_music_emotion_dataset,train,76,,,
bilal63_turkish_music_emotion_dataset_00000077,turkey,audio/bilal63_turkish_music_emotion_dataset_00000077.mp3,bilal63/turkish_music_emotion_dataset,train,77,,,
bilal63_turkish_music_emotion_dataset_00000078,turkey,audio/bilal63_turkish_music_emotion_dataset_00000078.mp3,bilal63/turkish_music_emotion_dataset,train,78,,,
bilal63_turkish_music_emotion_dataset_00000079,turkey,audio/bilal63_turkish_music_emotion_dataset_00000079.mp3,bilal63/turkish_music_emotion_dataset,train,79,,,
bilal63_turkish_music_emotion_dataset_00000080,turkey,audio/bilal63_turkish_music_emotion_dataset_00000080.mp3,bilal63/turkish_music_emotion_dataset,train,80,,,
bilal63_turkish_music_emotion_dataset_00000081,turkey,audio/bilal63_turkish_music_emotion_dataset_00000081.mp3,bilal63/turkish_music_emotion_dataset,train,81,,,
bilal63_turkish_music_emotion_dataset_00000082,turkey,audio/bilal63_turkish_music_emotion_dataset_00000082.mp3,bilal63/turkish_music_emotion_dataset,train,82,,,
bilal63_turkish_music_emotion_dataset_00000083,turkey,audio/bilal63_turkish_music_emotion_dataset_00000083.mp3,bilal63/turkish_music_emotion_dataset,train,83,,,
bilal63_turkish_music_emotion_dataset_00000084,turkey,audio/bilal63_turkish_music_emotion_dataset_00000084.mp3,bilal63/turkish_music_emotion_dataset,train,84,,,
bilal63_turkish_music_emotion_dataset_00000085,turkey,audio/bilal63_turkish_music_emotion_dataset_00000085.mp3,bilal63/turkish_music_emotion_dataset,train,85,,,
bilal63_turkish_music_emotion_dataset_00000086,turkey,audio/bilal63_turkish_music_emotion_dataset_00000086.mp3,bilal63/turkish_music_emotion_dataset,train,86,,,
bilal63_turkish_music_emotion_dataset_00000087,turkey,audio/bilal63_turkish_music_emotion_dataset_00000087.mp3,bilal63/turkish_music_emotion_dataset,train,87,,,
bilal63_turkish_music_emotion_dataset_00000088,turkey,audio/bilal63_turkish_music_emotion_dataset_00000088.mp3,bilal63/turkish_music_emotion_dataset,train,88,,,
bilal63_turkish_music_emotion_dataset_00000089,turkey,audio/bilal63_turkish_music_emotion_dataset_00000089.mp3,bilal63/turkish_music_emotion_dataset,train,89,,,
bilal63_turkish_music_emotion_dataset_00000090,turkey,audio/bilal63_turkish_music_emotion_dataset_00000090.mp3,bilal63/turkish_music_emotion_dataset,train,90,,,
bilal63_turkish_music_emotion_dataset_00000091,turkey,audio/bilal63_turkish_music_emotion_dataset_00000091.mp3,bilal63/turkish_music_emotion_dataset,train,91,,,
bilal63_turkish_music_emotion_dataset_00000092,turkey,audio/bilal63_turkish_music_emotion_dataset_00000092.mp3,bilal63/turkish_music_emotion_dataset,train,92,,,
bilal63_turkish_music_emotion_dataset_00000093,turkey,audio/bilal63_turkish_music_emotion_dataset_00000093.mp3,bilal63/turkish_music_emotion_dataset,train,93,,,
bilal63_turkish_music_emotion_dataset_00000094,turkey,audio/bilal63_turkish_music_emotion_dataset_00000094.mp3,bilal63/turkish_music_emotion_dataset,train,94,,,
bilal63_turkish_music_emotion_dataset_00000095,turkey,audio/bilal63_turkish_music_emotion_dataset_00000095.mp3,bilal63/turkish_music_emotion_dataset,train,95,,,
bilal63_turkish_music_emotion_dataset_00000096,turkey,audio/bilal63_turkish_music_emotion_dataset_00000096.mp3,bilal63/turkish_music_emotion_dataset,train,96,,,
bilal63_turkish_music_emotion_dataset_00000097,turkey,audio/bilal63_turkish_music_emotion_dataset_00000097.mp3,bilal63/turkish_music_emotion_dataset,train,97,,,
bilal63_turkish_music_emotion_dataset_00000098,turkey,audio/bilal63_turkish_music_emotion_dataset_00000098.mp3,bilal63/turkish_music_emotion_dataset,train,98,,,
bilal63_turkish_music_emotion_dataset_00000099,turkey,audio/bilal63_turkish_music_emotion_dataset_00000099.mp3,bilal63/turkish_music_emotion_dataset,train,99,,,
bilal63_turkish_music_emotion_dataset_00000100,turkey,audio/bilal63_turkish_music_emotion_dataset_00000100.mp3,bilal63/turkish_music_emotion_dataset,train,100,,,
bilal63_turkish_music_emotion_dataset_00000101,turkey,audio/bilal63_turkish_music_emotion_dataset_00000101.mp3,bilal63/turkish_music_emotion_dataset,train,101,,,
bilal63_turkish_music_emotion_dataset_00000102,turkey,audio/bilal63_turkish_music_emotion_dataset_00000102.mp3,bilal63/turkish_music_emotion_dataset,train,102,,,
bilal63_turkish_music_emotion_dataset_00000103,turkey,audio/bilal63_turkish_music_emotion_dataset_00000103.mp3,bilal63/turkish_music_emotion_dataset,train,103,,,
bilal63_turkish_music_emotion_dataset_00000104,turkey,audio/bilal63_turkish_music_emotion_dataset_00000104.mp3,bilal63/turkish_music_emotion_dataset,train,104,,,
bilal63_turkish_music_emotion_dataset_00000105,turkey,audio/bilal63_turkish_music_emotion_dataset_00000105.mp3,bilal63/turkish_music_emotion_dataset,train,105,,,
bilal63_turkish_music_emotion_dataset_00000106,turkey,audio/bilal63_turkish_music_emotion_dataset_00000106.mp3,bilal63/turkish_music_emotion_dataset,train,106,,,
bilal63_turkish_music_emotion_dataset_00000107,turkey,audio/bilal63_turkish_music_emotion_dataset_00000107.mp3,bilal63/turkish_music_emotion_dataset,train,107,,,
bilal63_turkish_music_emotion_dataset_00000108,turkey,audio/bilal63_turkish_music_emotion_dataset_00000108.mp3,bilal63/turkish_music_emotion_dataset,train,108,,,
bilal63_turkish_music_emotion_dataset_00000109,turkey,audio/bilal63_turkish_music_emotion_dataset_00000109.mp3,bilal63/turkish_music_emotion_dataset,train,109,,,
bilal63_turkish_music_emotion_dataset_00000110,turkey,audio/bilal63_turkish_music_emotion_dataset_00000110.mp3,bilal63/turkish_music_emotion_dataset,train,110,,,
bilal63_turkish_music_emotion_dataset_00000111,turkey,audio/bilal63_turkish_music_emotion_dataset_00000111.mp3,bilal63/turkish_music_emotion_dataset,train,111,,,
bilal63_turkish_music_emotion_dataset_00000112,turkey,audio/bilal63_turkish_music_emotion_dataset_00000112.mp3,bilal63/turkish_music_emotion_dataset,train,112,,,
bilal63_turkish_music_emotion_dataset_00000113,turkey,audio/bilal63_turkish_music_emotion_dataset_00000113.mp3,bilal63/turkish_music_emotion_dataset,train,113,,,
bilal63_turkish_music_emotion_dataset_00000114,turkey,audio/bilal63_turkish_music_emotion_dataset_00000114.mp3,bilal63/turkish_music_emotion_dataset,train,114,,,
bilal63_turkish_music_emotion_dataset_00000115,turkey,audio/bilal63_turkish_music_emotion_dataset_00000115.mp3,bilal63/turkish_music_emotion_dataset,train,115,,,
bilal63_turkish_music_emotion_dataset_00000116,turkey,audio/bilal63_turkish_music_emotion_dataset_00000116.mp3,bilal63/turkish_music_emotion_dataset,train,116,,,
bilal63_turkish_music_emotion_dataset_00000117,turkey,audio/bilal63_turkish_music_emotion_dataset_00000117.mp3,bilal63/turkish_music_emotion_dataset,train,117,,,
bilal63_turkish_music_emotion_dataset_00000118,turkey,audio/bilal63_turkish_music_emotion_dataset_00000118.mp3,bilal63/turkish_music_emotion_dataset,train,118,,,
bilal63_turkish_music_emotion_dataset_00000119,turkey,audio/bilal63_turkish_music_emotion_dataset_00000119.mp3,bilal63/turkish_music_emotion_dataset,train,119,,,
bilal63_turkish_music_emotion_dataset_00000120,turkey,audio/bilal63_turkish_music_emotion_dataset_00000120.mp3,bilal63/turkish_music_emotion_dataset,train,120,,,
bilal63_turkish_music_emotion_dataset_00000121,turkey,audio/bilal63_turkish_music_emotion_dataset_00000121.mp3,bilal63/turkish_music_emotion_dataset,train,121,,,
bilal63_turkish_music_emotion_dataset_00000122,turkey,audio/bilal63_turkish_music_emotion_dataset_00000122.mp3,bilal63/turkish_music_emotion_dataset,train,122,,,
bilal63_turkish_music_emotion_dataset_00000123,turkey,audio/bilal63_turkish_music_emotion_dataset_00000123.mp3,bilal63/turkish_music_emotion_dataset,train,123,,,
bilal63_turkish_music_emotion_dataset_00000124,turkey,audio/bilal63_turkish_music_emotion_dataset_00000124.mp3,bilal63/turkish_music_emotion_dataset,train,124,,,
bilal63_turkish_music_emotion_dataset_00000125,turkey,audio/bilal63_turkish_music_emotion_dataset_00000125.mp3,bilal63/turkish_music_emotion_dataset,train,125,,,
bilal63_turkish_music_emotion_dataset_00000126,turkey,audio/bilal63_turkish_music_emotion_dataset_00000126.mp3,bilal63/turkish_music_emotion_dataset,train,126,,,
bilal63_turkish_music_emotion_dataset_00000127,turkey,audio/bilal63_turkish_music_emotion_dataset_00000127.mp3,bilal63/turkish_music_emotion_dataset,train,127,,,
bilal63_turkish_music_emotion_dataset_00000128,turkey,audio/bilal63_turkish_music_emotion_dataset_00000128.mp3,bilal63/turkish_music_emotion_dataset,train,128,,,
bilal63_turkish_music_emotion_dataset_00000129,turkey,audio/bilal63_turkish_music_emotion_dataset_00000129.mp3,bilal63/turkish_music_emotion_dataset,train,129,,,
bilal63_turkish_music_emotion_dataset_00000130,turkey,audio/bilal63_turkish_music_emotion_dataset_00000130.mp3,bilal63/turkish_music_emotion_dataset,train,130,,,
bilal63_turkish_music_emotion_dataset_00000131,turkey,audio/bilal63_turkish_music_emotion_dataset_00000131.mp3,bilal63/turkish_music_emotion_dataset,train,131,,,
bilal63_turkish_music_emotion_dataset_00000132,turkey,audio/bilal63_turkish_music_emotion_dataset_00000132.mp3,bilal63/turkish_music_emotion_dataset,train,132,,,
bilal63_turkish_music_emotion_dataset_00000133,turkey,audio/bilal63_turkish_music_emotion_dataset_00000133.mp3,bilal63/turkish_music_emotion_dataset,train,133,,,
bilal63_turkish_music_emotion_dataset_00000134,turkey,audio/bilal63_turkish_music_emotion_dataset_00000134.mp3,bilal63/turkish_music_emotion_dataset,train,134,,,
bilal63_turkish_music_emotion_dataset_00000135,turkey,audio/bilal63_turkish_music_emotion_dataset_00000135.mp3,bilal63/turkish_music_emotion_dataset,train,135,,,
bilal63_turkish_music_emotion_dataset_00000136,turkey,audio/bilal63_turkish_music_emotion_dataset_00000136.mp3,bilal63/turkish_music_emotion_dataset,train,136,,,
bilal63_turkish_music_emotion_dataset_00000137,turkey,audio/bilal63_turkish_music_emotion_dataset_00000137.mp3,bilal63/turkish_music_emotion_dataset,train,137,,,
bilal63_turkish_music_emotion_dataset_00000138,turkey,audio/bilal63_turkish_music_emotion_dataset_00000138.mp3,bilal63/turkish_music_emotion_dataset,train,138,,,
bilal63_turkish_music_emotion_dataset_00000139,turkey,audio/bilal63_turkish_music_emotion_dataset_00000139.mp3,bilal63/turkish_music_emotion_dataset,train,139,,,
bilal63_turkish_music_emotion_dataset_00000140,turkey,audio/bilal63_turkish_music_emotion_dataset_00000140.mp3,bilal63/turkish_music_emotion_dataset,train,140,,,
bilal63_turkish_music_emotion_dataset_00000141,turkey,audio/bilal63_turkish_music_emotion_dataset_00000141.mp3,bilal63/turkish_music_emotion_dataset,train,141,,,
bilal63_turkish_music_emotion_dataset_00000142,turkey,audio/bilal63_turkish_music_emotion_dataset_00000142.mp3,bilal63/turkish_music_emotion_dataset,train,142,,,
bilal63_turkish_music_emotion_dataset_00000143,turkey,audio/bilal63_turkish_music_emotion_dataset_00000143.mp3,bilal63/turkish_music_emotion_dataset,train,143,,,
bilal63_turkish_music_emotion_dataset_00000144,turkey,audio/bilal63_turkish_music_emotion_dataset_00000144.mp3,bilal63/turkish_music_emotion_dataset,train,144,,,
bilal63_turkish_music_emotion_dataset_00000145,turkey,audio/bilal63_turkish_music_emotion_dataset_00000145.mp3,bilal63/turkish_music_emotion_dataset,train,145,,,
bilal63_turkish_music_emotion_dataset_00000146,turkey,audio/bilal63_turkish_music_emotion_dataset_00000146.mp3,bilal63/turkish_music_emotion_dataset,train,146,,,
bilal63_turkish_music_emotion_dataset_00000147,turkey,audio/bilal63_turkish_music_emotion_dataset_00000147.mp3,bilal63/turkish_music_emotion_dataset,train,147,,,
bilal63_turkish_music_emotion_dataset_00000148,turkey,audio/bilal63_turkish_music_emotion_dataset_00000148.mp3,bilal63/turkish_music_emotion_dataset,train,148,,,
bilal63_turkish_music_emotion_dataset_00000149,turkey,audio/bilal63_turkish_music_emotion_dataset_00000149.mp3,bilal63/turkish_music_emotion_dataset,train,149,,,
bilal63_turkish_music_emotion_dataset_00000150,turkey,audio/bilal63_turkish_music_emotion_dataset_00000150.mp3,bilal63/turkish_music_emotion_dataset,train,150,,,
bilal63_turkish_music_emotion_dataset_00000151,turkey,audio/bilal63_turkish_music_emotion_dataset_00000151.mp3,bilal63/turkish_music_emotion_dataset,train,151,,,
bilal63_turkish_music_emotion_dataset_00000152,turkey,audio/bilal63_turkish_music_emotion_dataset_00000152.mp3,bilal63/turkish_music_emotion_dataset,train,152,,,
bilal63_turkish_music_emotion_dataset_00000153,turkey,audio/bilal63_turkish_music_emotion_dataset_00000153.mp3,bilal63/turkish_music_emotion_dataset,train,153,,,
bilal63_turkish_music_emotion_dataset_00000154,turkey,audio/bilal63_turkish_music_emotion_dataset_00000154.mp3,bilal63/turkish_music_emotion_dataset,train,154,,,
bilal63_turkish_music_emotion_dataset_00000155,turkey,audio/bilal63_turkish_music_emotion_dataset_00000155.mp3,bilal63/turkish_music_emotion_dataset,train,155,,,
bilal63_turkish_music_emotion_dataset_00000156,turkey,audio/bilal63_turkish_music_emotion_dataset_00000156.mp3,bilal63/turkish_music_emotion_dataset,train,156,,,
bilal63_turkish_music_emotion_dataset_00000157,turkey,audio/bilal63_turkish_music_emotion_dataset_00000157.mp3,bilal63/turkish_music_emotion_dataset,train,157,,,
bilal63_turkish_music_emotion_dataset_00000158,turkey,audio/bilal63_turkish_music_emotion_dataset_00000158.mp3,bilal63/turkish_music_emotion_dataset,train,158,,,
bilal63_turkish_music_emotion_dataset_00000159,turkey,audio/bilal63_turkish_music_emotion_dataset_00000159.mp3,bilal63/turkish_music_emotion_dataset,train,159,,,
bilal63_turkish_music_emotion_dataset_00000160,turkey,audio/bilal63_turkish_music_emotion_dataset_00000160.mp3,bilal63/turkish_music_emotion_dataset,train,160,,,
bilal63_turkish_music_emotion_dataset_00000161,turkey,audio/bilal63_turkish_music_emotion_dataset_00000161.mp3,bilal63/turkish_music_emotion_dataset,train,161,,,
bilal63_turkish_music_emotion_dataset_00000162,turkey,audio/bilal63_turkish_music_emotion_dataset_00000162.mp3,bilal63/turkish_music_emotion_dataset,train,162,,,
bilal63_turkish_music_emotion_dataset_00000163,turkey,audio/bilal63_turkish_music_emotion_dataset_00000163.mp3,bilal63/turkish_music_emotion_dataset,train,163,,,
bilal63_turkish_music_emotion_dataset_00000164,turkey,audio/bilal63_turkish_music_emotion_dataset_00000164.mp3,bilal63/turkish_music_emotion_dataset,train,164,,,
bilal63_turkish_music_emotion_dataset_00000165,turkey,audio/bilal63_turkish_music_emotion_dataset_00000165.mp3,bilal63/turkish_music_emotion_dataset,train,165,,,
bilal63_turkish_music_emotion_dataset_00000166,turkey,audio/bilal63_turkish_music_emotion_dataset_00000166.mp3,bilal63/turkish_music_emotion_dataset,train,166,,,
