track_id,culture,audio_path,source_dataset,source_split,source_index,label
neerajaabhyankar_hindustani-raag-small_00000052,india,audio/neerajaabhyankar_hindustani-raag-small_00000052.mp3,neerajaabhyankar/hindustani-raag-small,train,52,AlhaiyaBilawal
neerajaabhyankar_hindustani-raag-small_00000053,india,audio/neerajaabhyankar_hindustani-raag-small_00000053.mp3,neerajaabhyankar/hindustani-raag-small,train,53,AlhaiyaBilawal
neerajaabhyankar_hindustani-raag-small_00000054,india,audio/neerajaabhyankar_hindustani-raag-small_00000054.mp3,neerajaabhyankar/hindustani-raag-small,train,54,AlhaiyaBilawal
neerajaabhyankar_hindustani-raag-small_00000055,india,audio/neerajaabhyankar_hindustani-raag-small_00000055.mp3,neerajaabhyankar/hindustani-raag-small,train,55,AlhaiyaBilawal
neerajaabhyankar_hindustani-raag-small_00000056,india,audio/neerajaabhyankar_hindustani-raag-small_00000056.mp3,neerajaabhyankar/hindustani-raag-small,train,56,AlhaiyaBilawal
neerajaabhyankar_hindustani-raag-small_00000057,india,audio/neerajaabhyankar_hindustani-raag-small_00000057.mp3,neerajaabhyankar/hindustani-raag-small,train,57,AlhaiyaBilawal
neerajaabhyankar_hindustani-raag-small_00000058,india,audio/neerajaabhyankar_hindustani-raag-small_00000058.mp3,neerajaabhyankar/hindustani-raag-small,train,58,AlhaiyaBilawal
neerajaabhyankar_hindustani-raag-small_00000059,india,audio/neerajaabhyankar_hindustani-raag-small_00000059.mp3,neerajaabhyankar/hindustani-raag-small,train,59,AlhaiyaBilawal
neerajaabhyankar_hindustani-raag-small_00000060,india,audio/neerajaabhyankar_hindustani-raag-small_00000060.mp3,neerajaabhyankar/hindustani-raag-small,train,60,AlhaiyaBilawal
neerajaabhyankar_hindustani-raag-small_00000061,india,audio/neerajaabhyankar_hindustani-raag-small_00000061.mp3,neerajaabhyankar/hindustani-raag-small,train,61,AlhaiyaBilawal
neerajaabhyankar_hindustani-raag-small_00000062,india,audio/neerajaabhyankar_hindustani-raag-small_00000062.mp3,neerajaabhyankar/hindustani-raag-small,train,62,AlhaiyaBilawal
neerajaabhyankar_hindustani-raag-small_00000063,india,audio/neerajaabhyankar_hindustani-raag-small_00000063.mp3,neerajaabhyankar/hindustani-raag-small,train,63,Bageshree
neerajaabhyankar_hindustani-raag-small_00000064,india,audio/neerajaabhyankar_hindustani-raag-small_00000064.mp3,neerajaabhyankar/hindustani-raag-small,train,64,Bageshree
neerajaabhyankar_hindustani-raag-small_00000065,india,audio/neerajaabhyankar_hindustani-raag-small_00000065.mp3,neerajaabhyankar/hindustani-raag-small,train,65,Bageshree
neerajaabhyankar_hindustani-raag-small_00000066,india,audio/neerajaabhyankar_hindustani-raag-small_00000066.mp3,neerajaabhyankar/hindustani-raag-small,train,66,Bageshree
neerajaabhyankar_hindustani-raag-small_00000067,india,audio/neerajaabhyankar_hindustani-raag-small_00000067.mp3,neerajaabhyankar/hindustani-raag-small,train,67,Bageshree
neerajaabhyankar_hindustani-raag-small_00000068,india,audio/neerajaabhyankar_hindustani-raag-small_00000068.mp3,neerajaabhyankar/hindustani-raag-small,train,68,Bageshree
neerajaabhyankar_hindustani-raag-small_00000069,india,audio/neerajaabhyankar_hindustani-raag-small_00000069.mp3,neerajaabhyankar/hindustani-raag-small,train,69,Bageshree
neerajaabhyankar_hindustani-raag-small_00000070,india,audio/neerajaabhyankar_hindustani-raag-small_00000070.mp3,neerajaabhyankar/hindustani-raag-small,train,70,Bageshree
neerajaabhyankar_hindustani-raag-small_00000071,india,audio/neerajaabhyankar_hindustani-raag-small_00000071.mp3,neerajaabhyankar/hindustani-raag-small,train,71,Bageshree
neerajaabhyankar_hindustani-raag-small_00000072,india,audio/neerajaabhyankar_hindustani-raag-small_00000072.mp3,neerajaabhyankar/hindustani-raag-small,train,72,Bageshree
neerajaabhyankar_hindustani-raag-small_00000073,india,audio/neerajaabhyankar_hindustani-raag-small_00000073.mp3,neerajaabhyankar/hindustani-raag-small,train,73,Bageshree
neerajaabhyankar_hindustani-raag-small_00000074,india,audio/neerajaabhyankar_hindustani-raag-small_00000074.mp3,neerajaabhyankar/hindustani-raag-small,train,74,Bageshree
neerajaabhyankar_hindustani-raag-small_00000075,india,audio/neerajaabhyankar_hindustani-raag-small_00000075.mp3,neerajaabhyankar/hindustani-raag-small,train,75,Bageshree
neerajaabhyankar_hindustani-raag-small_00000076,india,audio/neerajaabhyankar_hindustani-raag-small_00000076.mp3,neerajaabhyankar/hindustani-raag-small,train,76,Bageshree
neerajaabhyankar_hindustani-raag-small_00000077,india,audio/neerajaabhyankar_hindustani-raag-small_00000077.mp3,neerajaabhyankar/hindustani-raag-small,train,77,Bageshree
neerajaabhyankar_hindustani-raag-small_00000078,india,audio/neerajaabhyankar_hindustani-raag-small_00000078.mp3,neerajaabhyankar/hindustani-raag-small,train,78,Bageshree
neerajaabhyankar_hindustani-raag-small_00000079,india,audio/neerajaabhyankar_hindustani-raag-small_00000079.mp3,neerajaabhyankar/hindustani-raag-small,train,79,Bageshree
neerajaabhyankar_hindustani-raag-small_00000080,india,audio/neerajaabhyankar_hindustani-raag-small_00000080.mp3,neerajaabhyankar/hindustani-raag-small,train,80,Bageshree
neerajaabhyankar_hindustani-raag-small_00000081,india,audio/neerajaabhyankar_hindustani-raag-small_00000081.mp3,neerajaabhyankar/hindustani-raag-small,train,81,Bageshree
neerajaabhyankar_hindustani-raag-small_00000082,india,audio/neerajaabhyankar_hindustani-raag-small_00000082.mp3,neerajaabhyankar/hindustani-raag-small,train,82,Bageshree
neerajaabhyankar_hindustani-raag-small_00000083,india,audio/neerajaabhyankar_hindustani-raag-small_00000083.mp3,neerajaabhyankar/hindustani-raag-small,train,83,Bageshree
neerajaabhyankar_hindustani-raag-small_00000084,india,audio/neerajaabhyankar_hindustani-raag-small_00000084.mp3,neerajaabhyankar/hindustani-raag-small,train,84,Bageshree
neerajaabhyankar_hindustani-raag-small_00000085,india,audio/neerajaabhyankar_hindustani-raag-small_00000085.mp3,neerajaabhyankar/hindustani-raag-small,train,85,Bageshree
neerajaabhyankar_hindustani-raag-small_00000086,india,audio/neerajaabhyankar_hindustani-raag-small_00000086.mp3,neerajaabhyankar/hindustani-raag-small,train,86,Bageshree
neerajaabhyankar_hindustani-raag-small_00000087,india,audio/neerajaabhyankar_hindustani-raag-small_00000087.mp3,neerajaabhyankar/hindustani-raag-small,train,87,Bahar
neerajaabhyankar_hindustani-raag-small_00000088,india,audio/neerajaabhyankar_hindustani-raag-small_00000088.mp3,neerajaabhyankar/hindustani-raag-small,train,88,Bahar
neerajaabhyankar_hindustani-raag-small_00000089,india,audio/neerajaabhyankar_hindustani-raag-small_00000089.mp3,neerajaabhyankar/hindustani-raag-small,train,89,Bahar
neerajaabhyankar_hindustani-raag-small_00000090,india,audio/neerajaabhyankar_hindustani-raag-small_00000090.mp3,neerajaabhyankar/hindustani-raag-small,train,90,Bahar
neerajaabhyankar_hindustani-raag-small_00000091,india,audio/neerajaabhyankar_hindustani-raag-small_00000091.mp3,neerajaabhyankar/hindustani-raag-small,train,91,Bahar
neerajaabhyankar_hindustani-raag-small_00000092,india,audio/neerajaabhyankar_hindustani-raag-small_00000092.mp3,neerajaabhyankar/hindustani-raag-small,train,92,Bahar
neerajaabhyankar_hindustani-raag-small_00000093,india,audio/neerajaabhyankar_hindustani-raag-small_00000093.mp3,neerajaabhyankar/hindustani-raag-small,train,93,Bahar
neerajaabhyankar_hindustani-raag-small_00000094,india,audio/neerajaabhyankar_hindustani-raag-small_00000094.mp3,neerajaabhyankar/hindustani-raag-small,train,94,Bahar
neerajaabhyankar_hindustani-raag-small_00000095,india,audio/neerajaabhyankar_hindustani-raag-small_00000095.mp3,neerajaabhyankar/hindustani-raag-small,train,95,Bahar
neerajaabhyankar_hindustani-raag-small_00000096,india,audio/neerajaabhyankar_hindustani-raag-small_00000096.mp3,neerajaabhyankar/hindustani-raag-small,train,96,Bahar
neerajaabhyankar_hindustani-raag-small_00000097,india,audio/neerajaabhyankar_hindustani-raag-small_00000097.mp3,neerajaabhyankar/hindustani-raag-small,train,97,Bahar
neerajaabhyankar_hindustani-raag-small_00000098,india,audio/neerajaabhyankar_hindustani-raag-small_00000098.mp3,neerajaabhyankar/hindustani-raag-small,train,98,Bahar
neerajaabhyankar_hindustani-raag-small_00000099,india,audio/neerajaabhyankar_hindustani-raag-small_00000099.mp3,neerajaabhyankar/hindustani-raag-small,train,99,Bairagi
neerajaabhyankar_hindustani-raag-small_00000100,india,audio/neerajaabhyankar_hindustani-raag-small_00000100.mp3,neerajaabhyankar/hindustani-raag-small,train,100,Bairagi
neerajaabhyankar_hindustani-raag-small_00000101,india,audio/neerajaabhyankar_hindustani-raag-small_00000101.mp3,neerajaabhyankar/hindustani-raag-small,train,101,Bairagi
neerajaabhyankar_hindustani-raag-small_00000102,india,audio/neerajaabhyankar_hindustani-raag-small_00000102.mp3,neerajaabhyankar/hindustani-raag-small,train,102,Bairagi
neerajaabhyankar_hindustani-raag-small_00000103,india,audio/neerajaabhyankar_hindustani-raag-small_00000103.mp3,neerajaabhyankar/hindustani-raag-small,train,103,Bairagi
neerajaabhyankar_hindustani-raag-small_00000104,india,audio/neerajaabhyankar_hindustani-raag-small_00000104.mp3,neerajaabhyankar/hindustani-raag-small,train,104,Bairagi
neerajaabhyankar_hindustani-raag-small_00000105,india,audio/neerajaabhyankar_hindustani-raag-small_00000105.mp3,neerajaabhyankar/hindustani-raag-small,train,105,Bairagi
neerajaabhyankar_hindustani-raag-small_00000106,india,audio/neerajaabhyankar_hindustani-raag-small_00000106.mp3,neerajaabhyankar/hindustani-raag-small,train,106,Bairagi
neerajaabhyankar_hindustani-raag-small_00000107,india,audio/neerajaabhyankar_hindustani-raag-small_00000107.mp3,neerajaabhyankar/hindustani-raag-small,train,107,Bairagi
neerajaabhyankar_hindustani-raag-small_00000108,india,audio/neerajaabhyankar_hindustani-raag-small_00000108.mp3,neerajaabhyankar/hindustani-raag-small,train,108,Bairagi
neerajaabhyankar_hindustani-raag-small_00000109,india,audio/neerajaabhyankar_hindustani-raag-small_00000109.mp3,neerajaabhyankar/hindustani-raag-small,train,109,Bairagi
neerajaabhyankar_hindustani-raag-small_00000110,india,audio/neerajaabhyankar_hindustani-raag-small_00000110.mp3,neerajaabhyankar/hindustani-raag-small,train,110,Bairagi
neerajaabhyankar_hindustani-raag-small_00000111,india,audio/neerajaabhyankar_hindustani-raag-small_00000111.mp3,neerajaabhyankar/hindustani-raag-small,train,111,Bairagi
neerajaabhyankar_hindustani-raag-small_00000112,india,audio/neerajaabhyankar_hindustani-raag-small_00000112.mp3,neerajaabhyankar/hindustani-raag-small,train,112,Bairagi
neerajaabhyankar_hindustani-raag-small_00000113,india,audio/neerajaabhyankar_hindustani-raag-small_00000113.mp3,neerajaabhyankar/hindustani-raag-small,train,113,Bairagi
neerajaabhyankar_hindustani-raag-small_00000114,india,audio/neerajaabhyankar_hindustani-raag-small_00000114.mp3,neerajaabhyankar/hindustani-raag-small,train,114,Bairagi
neerajaabhyankar_hindustani-raag-small_00000115,india,audio/neerajaabhyankar_hindustani-raag-small_00000115.mp3,neerajaabhyankar/hindustani-raag-small,train,115,Bairagi
neerajaabhyankar_hindustani-raag-small_00000116,india,audio/neerajaabhyankar_hindustani-raag-small_00000116.mp3,neerajaabhyankar/hindustani-raag-small,train,116,Bairagi
neerajaabhyankar_hindustani-raag-small_00000117,india,audio/neerajaabhyankar_hindustani-raag-small_00000117.mp3,neerajaabhyankar/hindustani-raag-small,train,117,Bairagi
neerajaabhyankar_hindustani-raag-small_00000118,india,audio/neerajaabhyankar_hindustani-raag-small_00000118.mp3,neerajaabhyankar/hindustani-raag-small,train,118,Bairagi
neerajaabhyankar_hindustani-raag-small_00000119,india,audio/neerajaabhyankar_hindustani-raag-small_00000119.mp3,neerajaabhyankar/hindustani-raag-small,train,119,Bairagi
neerajaabhyankar_hindustani-raag-small_00000120,india,audio/neerajaabhyankar_hindustani-raag-small_00000120.mp3,neerajaabhyankar/hindustani-raag-small,train,120,Bairagi
neerajaabhyankar_hindustani-raag-small_00000121,india,audio/neerajaabhyankar_hindustani-raag-small_00000121.mp3,neerajaabhyankar/hindustani-raag-small,train,121,Bairagi
neerajaabhyankar_hindustani-raag-small_00000122,india,audio/neerajaabhyankar_hindustani-raag-small_00000122.mp3,neerajaabhyankar/hindustani-raag-small,train,122,Bairagi
neerajaabhyankar_hindustani-raag-small_00000123,india,audio/neerajaabhyankar_hindustani-raag-small_00000123.mp3,neerajaabhyankar/hindustani-raag-small,train,123,Basant
neerajaabhyankar_hindustani-raag-small_00000124,india,audio/neerajaabhyankar_hindustani-raag-small_00000124.mp3,neerajaabhyankar/hindustani-raag-small,train,124,Basant
neerajaabhyankar_hindustani-raag-small_00000125,india,audio/neerajaabhyankar_hindustani-raag-small_00000125.mp3,neerajaabhyankar/hindustani-raag-small,train,125,Basant
neerajaabhyankar_hindustani-raag-small_00000126,india,audio/neerajaabhyankar_hindustani-raag-small_00000126.mp3,neerajaabhyankar/hindustani-raag-small,train,126,Basant
neerajaabhyankar_hindustani-raag-small_00000127,india,audio/neerajaabhyankar_hindustani-raag-small_00000127.mp3,neerajaabhyankar/hindustani-raag-small,train,127,Basant
neerajaabhyankar_hindustani-raag-small_00000128,india,audio/neerajaabhyankar_hindustani-raag-small_00000128.mp3,neerajaabhyankar/hindustani-raag-small,train,128,Basant
neerajaabhyankar_hindustani-raag-small_00000129,india,audio/neerajaabhyankar_hindustani-raag-small_00000129.mp3,neerajaabhyankar/hindustani-raag-small,train,129,Basant
neerajaabhyankar_hindustani-raag-small_00000130,india,audio/neerajaabhyankar_hindustani-raag-small_00000130.mp3,neerajaabhyankar/hindustani-raag-small,train,130,Basant
neerajaabhyankar_hindustani-raag-small_00000131,india,audio/neerajaabhyankar_hindustani-raag-small_00000131.mp3,neerajaabhyankar/hindustani-raag-small,train,131,Basant
neerajaabhyankar_hindustani-raag-small_00000132,india,audio/neerajaabhyankar_hindustani-raag-small_00000132.mp3,neerajaabhyankar/hindustani-raag-small,train,132,Basant
neerajaabhyankar_hindustani-raag-small_00000133,india,audio/neerajaabhyankar_hindustani-raag-small_00000133.mp3,neerajaabhyankar/hindustani-raag-small,train,133,Basant
neerajaabhyankar_hindustani-raag-small_00000134,india,audio/neerajaabhyankar_hindustani-raag-small_00000134.mp3,neerajaabhyankar/hindustani-raag-small,train,134,Basant
neerajaabhyankar_hindustani-raag-small_00000135,india,audio/neerajaabhyankar_hindustani-raag-small_00000135.mp3,neerajaabhyankar/hindustani-raag-small,train,135,Basant
neerajaabhyankar_hindustani-raag-small_00000136,india,audio/neerajaabhyankar_hindustani-raag-small_00000136.mp3,neerajaabhyankar/hindustani-raag-small,train,136,Basant
neerajaabhyankar_hindustani-raag-small_00000137,india,audio/neerajaabhyankar_hindustani-raag-small_00000137.mp3,neerajaabhyankar/hindustani-raag-small,train,137,Basant
neerajaabhyankar_hindustani-raag-small_00000138,india,audio/neerajaabhyankar_hindustani-raag-small_00000138.mp3,neerajaabhyankar/hindustani-raag-small,train,138,Bhairav
neerajaabhyankar_hindustani-raag-small_00000139,india,audio/neerajaabhyankar_hindustani-raag-small_00000139.mp3,neerajaabhyankar/hindustani-raag-small,train,139,Bhairav
neerajaabhyankar_hindustani-raag-small_00000140,india,audio/neerajaabhyankar_hindustani-raag-small_00000140.mp3,neerajaabhyankar/hindustani-raag-small,train,140,Bhairav
neerajaabhyankar_hindustani-raag-small_00000141,india,audio/neerajaabhyankar_hindustani-raag-small_00000141.mp3,neerajaabhyankar/hindustani-raag-small,train,141,Bhairav
neerajaabhyankar_hindustani-raag-small_00000142,india,audio/neerajaabhyankar_hindustani-raag-small_00000142.mp3,neerajaabhyankar/hindustani-raag-small,train,142,Bhairav
neerajaabhyankar_hindustani-raag-small_00000143,india,audio/neerajaabhyankar_hindustani-raag-small_00000143.mp3,neerajaabhyankar/hindustani-raag-small,train,143,Bhairav
neerajaabhyankar_hindustani-raag-small_00000144,india,audio/neerajaabhyankar_hindustani-raag-small_00000144.mp3,neerajaabhyankar/hindustani-raag-small,train,144,Bhairav
neerajaabhyankar_hindustani-raag-small_00000145,india,audio/neerajaabhyankar_hindustani-raag-small_00000145.mp3,neerajaabhyankar/hindustani-raag-small,train,145,Bhairav
neerajaabhyankar_hindustani-raag-small_00000146,india,audio/neerajaabhyankar_hindustani-raag-small_00000146.mp3,neerajaabhyankar/hindustani-raag-small,train,146,Bhairav
neerajaabhyankar_hindustani-raag-small_00000147,india,audio/neerajaabhyankar_hindustani-raag-small_00000147.mp3,neerajaabhyankar/hindustani-raag-small,train,147,Bhairav
neerajaabhyankar_hindustani-raag-small_00000148,india,audio/neerajaabhyankar_hindustani-raag-small_00000148.mp3,neerajaabhyankar/hindustani-raag-small,train,148,Bhairav
neerajaabhyankar_hindustani-raag-small_00000149,india,audio/neerajaabhyankar_hindustani-raag-small_00000149.mp3,neerajaabhyankar/hindustani-raag-small,train,149,Bhairav
neerajaabhyankar_hindustani-raag-small_00000150,india,audio/neerajaabhyankar_hindustani-raag-small_00000150.mp3,neerajaabhyankar/hindustani-raag-small,train,150,Bhairav
neerajaabhyankar_hindustani-raag-small_00000151,india,audio/neerajaabhyankar_hindustani-raag-small_00000151.mp3,neerajaabhyankar/hindustani-raag-small,train,151,Bhairav
neerajaabhyankar_hindustani-raag-small_00000152,india,audio/neerajaabhyankar_hindustani-raag-small_00000152.mp3,neerajaabhyankar/hindustani-raag-small,train,152,Bhairav
neerajaabhyankar_hindustani-raag-small_00000153,india,audio/neerajaabhyankar_hindustani-raag-small_00000153.mp3,neerajaabhyankar/hindustani-raag-small,train,153,Bhairav
neerajaabhyankar_hindustani-raag-small_00000154,india,audio/neerajaabhyankar_hindustani-raag-small_00000154.mp3,neerajaabhyankar/hindustani-raag-small,train,154,Bhairav
neerajaabhyankar_hindustani-raag-small_00000155,india,audio/neerajaabhyankar_hindustani-raag-small_00000155.mp3,neerajaabhyankar/hindustani-raag-small,train,155,Bhairav
neerajaabhyankar_hindustani-raag-small_00000156,india,audio/neerajaabhyankar_hindustani-raag-small_00000156.mp3,neerajaabhyankar/hindustani-raag-small,train,156,Bhairav
