track_id,culture,audio_path,source_dataset,source_split,source_index,label,cname,pinyin,instrument,mood_theme,duration,title,language,rights,source_url
ccmusic-database_CTIS_00000014,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000014.wav,ccmusic-database/CTIS,train,14,L0313,佤族独弦琴,wa3_zu2_du2_xian2_qin2,,,,,,,
ccmusic-database_CTIS_00000015,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000015.wav,ccmusic-database/CTIS,train,15,L0044,锡剧主胡,xi1_ju4_zhu3_hu2,,,,,,,
ccmusic-database_CTIS_00000016,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000016.wav,ccmusic-database/CTIS,train,16,L0266,二胡,er4_hu2,,,,,,,
ccmusic-database_CTIS_00000017,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000017.wav,ccmusic-database/CTIS,train,17,C0124,大吹,da4_chui1,,,,,,,
ccmusic-database_CTIS_00000018,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000018.wav,ccmusic-database/CTIS,train,18,D0241,编钟,bian1_zhong1,,,,,,,
ccmusic-database_CTIS_00000019,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000019.wav,ccmusic-database/CTIS,train,19,T0318,弹拨尔,dan4_bo1_er3,,,,,,,
ccmusic-database_CTIS_00000020,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000020.wav,ccmusic-database/CTIS,train,20,L0085,奚琴(改良),xi1_qin2_(reformed),,,,,,,
ccmusic-database_CTIS_00000021,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000021.wav,ccmusic-database/CTIS,train,21,C0281,G调新笛,xin1_di2_in_G,,,,,,,
ccmusic-database_CTIS_00000022,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000022.wav,ccmusic-database/CTIS,train,22,C0259,中音加键唢呐,Alto_jia1_jian4_suo3_na,,,,,,,
ccmusic-database_CTIS_00000023,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000023.wav,ccmusic-database/CTIS,train,23,L0122,壳仔弦,ke2_zai3_xian2,,,,,,,
ccmusic-database_CTIS_00000024,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000024.wav,ccmusic-database/CTIS,train,24,D0069,蛮锣,man2_luo2,,,,,,,
ccmusic-database_CTIS_00000025,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000025.wav,ccmusic-database/CTIS,train,25,D0143,双铃,shuang1_ling2,,,,,,,
ccmusic-database_CTIS_00000026,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000026.wav,ccmusic-database/CTIS,train,26,C0303,小闷笛,xiao3_men1_di2,,,,,,,
ccmusic-database_CTIS_00000027,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000027.wav,ccmusic-database/CTIS,train,27,T0260,中阮,zhong1_ruan3,,,,,,,
ccmusic-database_CTIS_00000028,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000028.wav,ccmusic-database/CTIS,train,28,L0055,牛腿琴,niu2_tui3_qin2,,,,,,,
ccmusic-database_CTIS_00000029,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000029.wav,ccmusic-database/CTIS,train,29,T0111,三弦,san1_xian2,,,,,,,
ccmusic-database_CTIS_00000030,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000030.wav,ccmusic-database/CTIS,train,30,C0259,中音加键唢呐,Alto_jia1_jian4_suo3_na,,,,,,,
ccmusic-database_CTIS_00000031,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000031.wav,ccmusic-database/CTIS,train,31,T0301,玎,ding1,,,,,,,
ccmusic-database_CTIS_00000032,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000032.wav,ccmusic-database/CTIS,train,32,T0116,八角月琴,ba1_jiao3_yue4_qin2,,,,,,,
ccmusic-database_CTIS_00000033,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000033.wav,ccmusic-database/CTIS,train,33,C0096,小筚篥,Treble_bi4_li,,,,,,,
ccmusic-database_CTIS_00000034,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000034.wav,ccmusic-database/CTIS,train,34,L0136,渔胡,yu2_hu2,,,,,,,
ccmusic-database_CTIS_00000035,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000035.wav,ccmusic-database/CTIS,train,35,D0248,中国大鼓,Chinese_da4_gu3,,,,,,,
ccmusic-database_CTIS_00000036,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000036.wav,ccmusic-database/CTIS,train,36,T0254,箜篌,kong1_hou2,,,,,,,
ccmusic-database_CTIS_00000037,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000037.wav,ccmusic-database/CTIS,train,37,D0180,宜春三星鼓禄鼓老鼓,yi2_chun1_san1_xing1_gu3_lu4_gu3_(traditional),,,,,,,
ccmusic-database_CTIS_00000038,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000038.wav,ccmusic-database/CTIS,train,38,T0289,三弦2,san1_xian2_2,,,,,,,
ccmusic-database_CTIS_00000039,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000039.wav,ccmusic-database/CTIS,train,39,L0134,陇剧陇胡(改良)D调,long3_ju4_long3_hu2_(reformed)_in_D,,,,,,,
ccmusic-database_CTIS_00000040,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000040.wav,ccmusic-database/CTIS,train,40,D0146,四宝,si4_bao3,,,,,,,
ccmusic-database_CTIS_00000041,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000041.wav,ccmusic-database/CTIS,train,41,L0167,黔胡,qian2_hu2,,,,,,,
ccmusic-database_CTIS_00000042,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000042.wav,ccmusic-database/CTIS,train,42,L0170,二股弦,er4_gu3_xian2,,,,,,,
ccmusic-database_CTIS_00000043,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000043.wav,ccmusic-database/CTIS,train,43,C0296,唢呐2,suo3_na_2,,,,,,,
ccmusic-database_CTIS_00000044,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000044.wav,ccmusic-database/CTIS,train,44,C0259,中音加键唢呐,Alto_jia1_jian4_suo3_na,,,,,,,
ccmusic-database_CTIS_00000045,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000045.wav,ccmusic-database/CTIS,train,45,C0264,低音笙,Bass_sheng1,,,,,,,
ccmusic-database_CTIS_00000046,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000046.wav,ccmusic-database/CTIS,train,46,D0071,引鼓,yin3_gu3,,,,,,,
ccmusic-database_CTIS_00000047,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000047.wav,ccmusic-database/CTIS,train,47,T0238,大阮,da4_ruan3,,,,,,,
ccmusic-database_CTIS_00000048,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000048.wav,ccmusic-database/CTIS,train,48,L0148,板胡,ban3_hu2,,,,,,,
ccmusic-database_CTIS_00000049,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000049.wav,ccmusic-database/CTIS,train,49,L0154,仕胡,shi4_hu2,,,,,,,
ccmusic-database_CTIS_00000050,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000050.wav,ccmusic-database/CTIS,train,50,C0280,A调曲笛,qu3_di2_in_A,,,,,,,
ccmusic-database_CTIS_00000051,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000051.wav,ccmusic-database/CTIS,train,51,D0269,铙,nao2,,,,,,,
ccmusic-database_CTIS_00000052,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000052.wav,ccmusic-database/CTIS,train,52,L0134,陇剧陇胡(改良)D调,long3_ju4_long3_hu2_(reformed)_in_D,,,,,,,
ccmusic-database_CTIS_00000053,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000053.wav,ccmusic-database/CTIS,train,53,D0276,马锣,ma3_luo2,,,,,,,
ccmusic-database_CTIS_00000054,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000054.wav,ccmusic-database/CTIS,train,54,L0150,宛梆子梆胡,yuan1_bang1_zi_bang1_hu2,,,,,,,
ccmusic-database_CTIS_00000055,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000055.wav,ccmusic-database/CTIS,train,55,L0150,宛梆子梆胡,yuan1_bang1_zi_bang1_hu2,,,,,,,
ccmusic-database_CTIS_00000056,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000056.wav,ccmusic-database/CTIS,train,56,L0164,赣胡,gan4_hu2,,,,,,,
ccmusic-database_CTIS_00000057,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000057.wav,ccmusic-database/CTIS,train,57,L0077,晋剧二股弦,jin4_ju4_er4_gu3_xian2,,,,,,,
ccmusic-database_CTIS_00000058,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000058.wav,ccmusic-database/CTIS,train,58,L0122,壳仔弦,ke2_zai3_xian2,,,,,,,
ccmusic-database_CTIS_00000059,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000059.wav,ccmusic-database/CTIS,train,59,L0266,二胡,er4_hu2,,,,,,,
ccmusic-database_CTIS_00000060,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000060.wav,ccmusic-database/CTIS,train,60,L0297,中胡,zhong1_hu2,,,,,,,
ccmusic-database_CTIS_00000061,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000061.wav,ccmusic-database/CTIS,train,61,L0047,扬剧主胡(小西皮),yang2_ju4_zhu3_hu2_(xiao3_xi1_pi2),,,,,,,
ccmusic-database_CTIS_00000062,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000062.wav,ccmusic-database/CTIS,train,62,L0133,陇剧陇胡(传统),long3_ju4_long3_hu2_(traditional),,,,,,,
ccmusic-database_CTIS_00000063,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000063.wav,ccmusic-database/CTIS,train,63,C0182,长号,chang2_hao4,,,,,,,
ccmusic-database_CTIS_00000064,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000064.wav,ccmusic-database/CTIS,train,64,D0064,川大钵,chuan1_da4_bo1,,,,,,,
ccmusic-database_CTIS_00000065,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000065.wav,ccmusic-database/CTIS,train,65,D0270,铙钹,nao2_bo1,,,,,,,
ccmusic-database_CTIS_00000066,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000066.wav,ccmusic-database/CTIS,train,66,L0134,陇剧陇胡(改良)D调,long3_ju4_long3_hu2_(reformed)_in_D,,,,,,,
ccmusic-database_CTIS_00000067,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000067.wav,ccmusic-database/CTIS,train,67,D0276,马锣,ma3_luo2,,,,,,,
ccmusic-database_CTIS_00000068,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000068.wav,ccmusic-database/CTIS,train,68,D0269,铙,nao2,,,,,,,
ccmusic-database_CTIS_00000069,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000069.wav,ccmusic-database/CTIS,train,69,T0078,四股弦,si4_gu3_xian2,,,,,,,
ccmusic-database_CTIS_00000070,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000070.wav,ccmusic-database/CTIS,train,70,L0053,广西彩调主胡,guang3_xi1_cai3_diao4_zhu3_hu2,,,,,,,
ccmusic-database_CTIS_00000071,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000071.wav,ccmusic-database/CTIS,train,71,D0125,南鼓,nan2_gu3,,,,,,,
ccmusic-database_CTIS_00000072,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000072.wav,ccmusic-database/CTIS,train,72,L0167,黔胡,qian2_hu2,,,,,,,
ccmusic-database_CTIS_00000073,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000073.wav,ccmusic-database/CTIS,train,73,C0187,高音唢呐,Treble_suo3_na,,,,,,,
ccmusic-database_CTIS_00000074,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000074.wav,ccmusic-database/CTIS,train,74,L0312,牛角胡,niu2_jiao3_hu2,,,,,,,
ccmusic-database_CTIS_00000075,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000075.wav,ccmusic-database/CTIS,train,75,D0245,南梆子,nan2_bang1_zi,,,,,,,
ccmusic-database_CTIS_00000076,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000076.wav,ccmusic-database/CTIS,train,76,L0149,绍剧板胡,shao4_ju4_ban3_hu2,,,,,,,
ccmusic-database_CTIS_00000077,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000077.wav,ccmusic-database/CTIS,train,77,D0327,萨巴依,sa4_ba1_yi1,,,,,,,
ccmusic-database_CTIS_00000078,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000078.wav,ccmusic-database/CTIS,train,78,C0309,葫芦丝,hu2_lu2_si1,,,,,,,
ccmusic-database_CTIS_00000079,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000079.wav,ccmusic-database/CTIS,train,79,D0184,宜春三星鼓双铛,yi2_chun1_san1_xing1_gu3_shuang1_ding1,,,,,,,
ccmusic-database_CTIS_00000080,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000080.wav,ccmusic-database/CTIS,train,80,T0267,扬琴4,yang2_qin2_4,,,,,,,
ccmusic-database_CTIS_00000081,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000081.wav,ccmusic-database/CTIS,train,81,L0239,高音板胡,Treble_ban3_hu2,,,,,,,
ccmusic-database_CTIS_00000082,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000082.wav,ccmusic-database/CTIS,train,82,L0141,越胡,yue4_hu2,,,,,,,
ccmusic-database_CTIS_00000083,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000083.wav,ccmusic-database/CTIS,train,83,C0099,短箫,duan3_xiao1,,,,,,,
ccmusic-database_CTIS_00000084,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000084.wav,ccmusic-database/CTIS,train,84,C0090,大笒,da4_cen2,,,,,,,
ccmusic-database_CTIS_00000085,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000085.wav,ccmusic-database/CTIS,train,85,C0259,中音加键唢呐,Alto_jia1_jian4_suo3_na,,,,,,,
ccmusic-database_CTIS_00000086,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000086.wav,ccmusic-database/CTIS,train,86,L0239,高音板胡,Treble_ban3_hu2,,,,,,,
ccmusic-database_CTIS_00000087,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000087.wav,ccmusic-database/CTIS,train,87,C0101,洞箫,dong4_xiao1,,,,,,,
ccmusic-database_CTIS_00000088,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000088.wav,ccmusic-database/CTIS,train,88,L0166,高腔赣胡第2代,gao1_qiang1_gan4_hu2_2nd_generation,,,,,,,
ccmusic-database_CTIS_00000089,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000089.wav,ccmusic-database/CTIS,train,89,L0156,工胡,gong1_hu2,,,,,,,
ccmusic-database_CTIS_00000090,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000090.wav,ccmusic-database/CTIS,train,90,L0076,壮剧土胡2,zhuang4_ju4_tu3_hu2_2,,,,,,,
ccmusic-database_CTIS_00000091,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000091.wav,ccmusic-database/CTIS,train,91,L0045,扬剧主胡,yang2_ju4_zhu3_hu2,,,,,,,
ccmusic-database_CTIS_00000092,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000092.wav,ccmusic-database/CTIS,train,92,T0081,玄琴,xuan2_qin2,,,,,,,
ccmusic-database_CTIS_00000093,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000093.wav,ccmusic-database/CTIS,train,93,C0309,葫芦丝,hu2_lu2_si1,,,,,,,
ccmusic-database_CTIS_00000094,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000094.wav,ccmusic-database/CTIS,train,94,L0122,壳仔弦,ke2_zai3_xian2,,,,,,,
ccmusic-database_CTIS_00000095,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000095.wav,ccmusic-database/CTIS,train,95,L0073,盖板(传统),gai4_ban3_(traditional),,,,,,,
ccmusic-database_CTIS_00000096,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000096.wav,ccmusic-database/CTIS,train,96,C0095,长唢呐,chang2_suo3_na,,,,,,,
ccmusic-database_CTIS_00000097,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000097.wav,ccmusic-database/CTIS,train,97,L0165,高腔赣胡,gao1_qiang1_gan4_hu2,,,,,,,
ccmusic-database_CTIS_00000098,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000098.wav,ccmusic-database/CTIS,train,98,T0255,古筝,gu3_zheng1,,,,,,,
ccmusic-database_CTIS_00000099,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000099.wav,ccmusic-database/CTIS,train,99,L0162,襄阳专用胡琴,xiang1_yang2_zhuan1_yong4_hu2_qin2,,,,,,,
ccmusic-database_CTIS_00000100,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000100.wav,ccmusic-database/CTIS,train,100,L0056,壮剧马骨胡D调,zhuang4_ju4_ma3_gu3_hu2_in_D,,,,,,,
ccmusic-database_CTIS_00000101,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000101.wav,ccmusic-database/CTIS,train,101,C0098,低音筚篥,Bass_bi4_li,,,,,,,
ccmusic-database_CTIS_00000102,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000102.wav,ccmusic-database/CTIS,train,102,T0082,伽倻琴(改良),jia1_ye2_qin2_(reformed),,,,,,,
ccmusic-database_CTIS_00000103,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000103.wav,ccmusic-database/CTIS,train,103,L0141,越胡,yue4_hu2,,,,,,,
ccmusic-database_CTIS_00000104,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000104.wav,ccmusic-database/CTIS,train,104,L0314,葫芦琴,hu2_lu2_qin2,,,,,,,
ccmusic-database_CTIS_00000105,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000105.wav,ccmusic-database/CTIS,train,105,L0136,渔胡,yu2_hu2,,,,,,,
ccmusic-database_CTIS_00000106,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000106.wav,ccmusic-database/CTIS,train,106,L0073,盖板(传统),gai4_ban3_(traditional),,,,,,,
ccmusic-database_CTIS_00000107,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000107.wav,ccmusic-database/CTIS,train,107,L0045,扬剧主胡,yang2_ju4_zhu3_hu2,,,,,,,
ccmusic-database_CTIS_00000108,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000108.wav,ccmusic-database/CTIS,train,108,T0267,扬琴4,yang2_qin2_4,,,,,,,
ccmusic-database_CTIS_00000109,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000109.wav,ccmusic-database/CTIS,train,109,L0239,高音板胡,Treble_ban3_hu2,,,,,,,
ccmusic-database_CTIS_00000110,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000110.wav,ccmusic-database/CTIS,train,110,T0301,玎,ding1,,,,,,,
ccmusic-database_CTIS_00000111,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000111.wav,ccmusic-database/CTIS,train,111,L0122,壳仔弦,ke2_zai3_xian2,,,,,,,
ccmusic-database_CTIS_00000112,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000112.wav,ccmusic-database/CTIS,train,112,T0159,双清,shuang1_qing1,,,,,,,
ccmusic-database_CTIS_00000113,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000113.wav,ccmusic-database/CTIS,train,113,L0053,广西彩调主胡,guang3_xi1_cai3_diao4_zhu3_hu2,,,,,,,
ccmusic-database_CTIS_00000114,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000114.wav,ccmusic-database/CTIS,train,114,L0170,二股弦,er4_gu3_xian2,,,,,,,
ccmusic-database_CTIS_00000115,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000115.wav,ccmusic-database/CTIS,train,115,D0328,手鼓,shou3_gu3,,,,,,,
ccmusic-database_CTIS_00000116,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000116.wav,ccmusic-database/CTIS,train,116,L0046,扬剧主胡F调,yang2_ju4_zhu3_hu2_in_F,,,,,,,
ccmusic-database_CTIS_00000117,china,E:\Desktop\Echo\storage\public\research_dataset_v2\china\audio\ccmusic-database_CTIS_00000117.wav,ccmusic-database/CTIS,train,117,D0250,小堂鼓,xiao3_tang2_gu3,,,,,,,
