track_id,culture,audio_path,source_dataset,source_split,source_index,label,title,rights,source_url
2023846_medienarchiv_web_detailansicht_id_171212,germany,audio\2023846_medienarchiv_web_detailansicht_id_171212.mp3,europeana_search,search,24,,Zieh hinaus beim Morgengraun; Handschriftliches Liederbuch Nr. 65 - Lied Nr. 63,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171212?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_171209,germany,audio\2023846_medienarchiv_web_detailansicht_id_171209.mp3,europeana_search,search,28,,Wo's Dörflein dort zuende geht; Handschriftliches Liederbuch Nr. 65 - Lied Nr. 62,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171209?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_169319,germany,audio\2023846_medienarchiv_web_detailansicht_id_169319.mp3,europeana_search,search,33,,"Am Bache saß ein wunderschönes Mädchen; Handschriftliches Liederbuch Nr. 08 - Lieder und Gedichte, Lied Nr. 09",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_169319?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_171213,germany,audio\2023846_medienarchiv_web_detailansicht_id_171213.mp3,europeana_search,search,34,,"Ach, ich liebte, war so glücklich; Handschriftliches Liederbuch Nr. 65 - Lied Nr. 01",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171213?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_171180,germany,audio\2023846_medienarchiv_web_detailansicht_id_171180.mp3,europeana_search,search,35,,Es ging bei hellem Mondenschein; Handschriftliches Liederbuch Nr. 65 - Lied Nr. 70,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171180?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178037,germany,audio\2023846_medienarchiv_web_detailansicht_id_178037.mp3,europeana_search,search,36,,"Zwischen Weserbergen und Steinhuder Meer; Handschriftliches Liederbuch Nr. 23 - Lieder, gesungen von Anna Dreier, Hülshagen, Lied Nr. 35",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178037?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_171195,germany,audio\2023846_medienarchiv_web_detailansicht_id_171195.mp3,europeana_search,search,37,,"Herz, mein Herz, warum so traurig; Handschriftliches Liederbuch Nr. 65 - Lied Nr. 29",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171195?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_171216,germany,audio\2023846_medienarchiv_web_detailansicht_id_171216.mp3,europeana_search,search,40,,"All Abend, bevor ich zur Ruh mich begeb; Handschriftliches Liederbuch Nr. 65 - Lied Nr. 03",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171216?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_171179,germany,audio\2023846_medienarchiv_web_detailansicht_id_171179.mp3,europeana_search,search,43,,Und will mich einst ein guter Freund besuchen; Handschriftliches Liederbuch Nr. 65 - Lied Nr. 56,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171179?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_169300,germany,audio\2023846_medienarchiv_web_detailansicht_id_169300.mp3,europeana_search,search,44,,"Einst war ich so glücklich; Handschriftliches Liederbuch Nr. 08 - Lieder und Gedichte, Lied Nr. 31",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_169300?utm_source=api&utm_medium=api&utm_campaign=api2demo
