track_id,culture,audio_path,source_dataset,source_split,source_index,label,cname,pinyin,instrument,mood_theme,duration,title,language,rights,source_url
2023846_medienarchiv_web_detailansicht_id_171309,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_171309.mp3,europeana_search,search,46,,,,,,,Wedding song “I have one thing to mention”; dances and songs played by the peasant bands in Veitsand Elllewick.,,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171309?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_175492,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_175492.mp3,europeana_search,search,47,,,,,,,"Happiness on, happiness on, the Steiger coming; tape letter and songs// sound examples, played and sung by the manufacturer of the devil’s violin Antonius BGlück",,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_175492?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178037,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_178037.mp3,europeana_search,search,52,,,,,,,"Zwischen Weserbergen und Steinhuder Meer; Handschriftliches Liederbuch Nr. 23 - Lieder, gesungen von Anna Dreier, Hülshagen, Lied Nr. 35",,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178037?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_169319,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_169319.mp3,europeana_search,search,55,,,,,,,"Am Bache saß ein wunderschönes Mädchen; Handschriftliches Liederbuch Nr. 08 - Lieder und Gedichte, Lied Nr. 09",,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_169319?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_179467,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_179467.mp3,europeana_search,search,56,,,,,,,"Die Träne; Liedertexte, gesprochen von Paula Holzapfel, Plettenberg - Oesterau",,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_179467?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_181738,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_181738.mp3,europeana_search,search,64,,,,,,,Organ play “Der alte Zimmermann”; “anthology” of the song “Der alte Zimmermann” in Olpe,,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_181738?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_171175,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_171175.mp3,europeana_search,search,66,,,,,,,Returning from the Hiking; handwritten songbook No. 65 - song No. 57,,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171175?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178052,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_178052.mp3,europeana_search,search,67,,,,,,,"Loved one time and was so happy; handwritten songbook No. 23 - songs sung by Anna Dreier, Hülshagen, song No. 53",,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178052?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_180720,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_180720.mp3,europeana_search,search,77,,,,,,,Vivat es lebe Braut und Bräutigam; Lieder und Bräuche im Jahreslauf,,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_180720?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_171223,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_171223.mp3,europeana_search,search,83,,,,,,,"Still ruht der See, die Vöglein schlafen; Handschriftliches Liederbuch Nr. 65 - Glasmacherlieder",,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171223?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_172660,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_172660.mp3,europeana_search,search,8,,,,,,,"Hl. Walpurgis-Lied; ""Pingstebrut"" in Ramsdorf",,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_172660?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_167104,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_167104.mp3,europeana_search,search,16,,,,,,,Masurisches Lied vom Hund; Lieder der Flüchtlinge in Espelkamp,,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_167104?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_171167,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_171167.mp3,europeana_search,search,19,,,,,,,Ein schwarzbraunes Mädchen; Handschriftliches Liederbuch Nr. 65 - Lied Nr. 18,,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171167?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_169302,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_169302.mp3,europeana_search,search,20,,,,,,,"Gemsgewehr; Handschriftliche Liederbuch Nr. 08 - Lieder und Gedichte, Lied Nr. 45",,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_169302?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_171169,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_171169.mp3,europeana_search,search,22,,,,,,,Zu Augsburg steht ein hohes Haus; Handschriftliches Liederbuch Nr. 65 - Lied Nr. 64,,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171169?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_180319,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_180319.mp3,europeana_search,search,23,,,,,,,Kenn ey all dat neye Lied; Volkstümliche Lieder des Westmünsterlandes,,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_180319?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_171212,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_171212.mp3,europeana_search,search,24,,,,,,,Zieh hinaus beim Morgengraun; Handschriftliches Liederbuch Nr. 65 - Lied Nr. 63,,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171212?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_171209,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_171209.mp3,europeana_search,search,28,,,,,,,Wo's Dörflein dort zuende geht; Handschriftliches Liederbuch Nr. 65 - Lied Nr. 62,,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171209?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_171213,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_171213.mp3,europeana_search,search,34,,,,,,,"Ach, ich liebte, war so glücklich; Handschriftliches Liederbuch Nr. 65 - Lied Nr. 01",,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171213?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_171180,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_171180.mp3,europeana_search,search,35,,,,,,,Es ging bei hellem Mondenschein; Handschriftliches Liederbuch Nr. 65 - Lied Nr. 70,,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171180?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_171195,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_171195.mp3,europeana_search,search,37,,,,,,,"Herz, mein Herz, warum so traurig; Handschriftliches Liederbuch Nr. 65 - Lied Nr. 29",,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171195?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_171216,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_171216.mp3,europeana_search,search,40,,,,,,,"All Abend, bevor ich zur Ruh mich begeb; Handschriftliches Liederbuch Nr. 65 - Lied Nr. 03",,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171216?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_171179,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_171179.mp3,europeana_search,search,43,,,,,,,Und will mich einst ein guter Freund besuchen; Handschriftliches Liederbuch Nr. 65 - Lied Nr. 56,,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171179?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_169300,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_169300.mp3,europeana_search,search,44,,,,,,,"Einst war ich so glücklich; Handschriftliches Liederbuch Nr. 08 - Lieder und Gedichte, Lied Nr. 31",,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_169300?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_169317,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_169317.mp3,europeana_search,search,17,,,,,,,"Was ist wohl das Ideal... (Das Bett); Handschriftliches Liederbuch Nr. 08 - Lieder und Gedichte, Lied Nr. 19",,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_169317?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_171913,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_171913.mp3,europeana_search,search,6,,,,,,,Wurstsammeln der Gänsereiter am Dienstag; Höntroper Gänsereiten 1966,,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171913?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_168955,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_168955.mp3,europeana_search,search,28,,,,,,,"Savior, Burlinghew’s Savior; customs, songs and reports from everyday life",,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_168955?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_174910,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_174910.mp3,europeana_search,search,29,,,,,,,"""Als ich noch jung war"", ""Alte-Weiber-Miserere""; Tonbandbrief von Karl Berkenkopf, Meschede",,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_174910?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_170840,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_170840.mp3,europeana_search,search,32,,,,,,,Lasset auf den Bergen; Handschriftliches Liederbuch Nr. 35 - Kinderlieder aus Lauenförde,,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_170840?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_176342,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_176342.mp3,europeana_search,search,34,,,,,,,"Das Lieben bringt groß Freud; Handschriftliches Liederbuch Nr. 24 - Theodor Große-Venhaus, Lieder und Gespräche (Gesamtaufnahme)",,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_176342?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178208,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_178208.mp3,europeana_search,search,36,,,,,,,Oben im Duorpe; Brauchbeschreibungen und Lieder von W. Arndts,,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178208?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_176344,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_176344.mp3,europeana_search,search,42,,,,,,,"Ich habe mir eines erwählet; Handschriftliches Liederbuch Nr. 24 - Theodor Große-Venhaus, Lieder und Gespräche (Gesamtaufnahme)",,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_176344?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_174750,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_174750.mp3,europeana_search,search,50,,,,,,,"Schrumm, ein neues Damenlied; Gespräch über das Thema Fastnacht (auf Basis von Frageliste 11)",,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_174750?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_180270,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_180270.mp3,europeana_search,search,63,,,,,,,I mentioned one thing; Volkstümliche Songs of the West Münsterland,,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_180270?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_172614,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_172614.mp3,europeana_search,search,73,,,,,,,"Seht, man führt im weißen Schleier eine Jungfrau zum Altar; Moritaten, gesungen von Ernst Becker, Berlin",,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_172614?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_166852,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_166852.mp3,europeana_search,search,76,,,,,,,There was a linden in the deep valley; songs of the cigar workers - songs from the cigar factory Kirchlengern/Herford,,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_166852?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_171858,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_171858.mp3,europeana_search,search,7,,,,,,,Einbeiern des Pflichttages der Sebastianus-Gilde,,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171858?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_177039,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_177039.mp3,europeana_search,search,44,,,,,,,"Es waren zwei Königskinder; Handschriftliches Liederbuch Nr. 24 - Theodor Große-Venhaus, Lieder und Gespräche (Gesamtaufnahme)",,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_177039?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_193764,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_193764.mp3,europeana_search,search,0,,,,,,,"In the homeland, I want to keep quiet; songs in Feudinger dialect",,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_193764?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_193762,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_193762.mp3,europeana_search,search,1,,,,,,,"Horch, was nähert sich dem Tor; Lieder in Feudinger Mundart",,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_193762?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_193757,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_193757.mp3,europeana_search,search,2,,,,,,,Night spans her veil; songs in Feudinger dialect,,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_193757?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_193756,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_193756.mp3,europeana_search,search,3,,,,,,,O how it got cold; songs in Feudinger dialect,,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_193756?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_193754,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_193754.mp3,europeana_search,search,4,,,,,,,Von der Heimat weit entfernt; Lieder in Feudinger Mundart,,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_193754?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_193753,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_193753.mp3,europeana_search,search,5,,,,,,,Foreign Legionnaire; Songs in Feudinger dialect,,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_193753?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_193744,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_193744.mp3,europeana_search,search,6,,,,,,,Ich bin so gern daheim; Lieder in Feudinger Mundart,,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_193744?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_193440,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_193440.mp3,europeana_search,search,7,,,,,,,"Hidelitche, Speelmannsgrittche; Songs in Feudinger dialect",,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_193440?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_193438,germany,E:\Desktop\Echo\storage\public\research_dataset_v2\germany_final\audio\2023846_medienarchiv_web_detailansicht_id_193438.mp3,europeana_search,search,8,,,,,,,"Geije, geije, gonke; songs in Feudinger dialect",,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_193438?utm_source=api&utm_medium=api&utm_campaign=api2demo
