track_id,culture,audio_path,source_dataset,source_split,source_index,duration_sec,sample_rate,channels,era,region,coarse_label,is_instrumental,fine_label,label,substyle,instrument,instrument_family,language,title,artist,license,license_note,url,recording_condition,notes,schema_version,dataset_version,import_batch,dedup_group_id,dedup_keep,qc_status,qc_notes,embedding_status_culturemert,embedding_status_gemini,drop_reason,fma_track_id,fma_album_id,fma_artist_id,fma_album_title,fma_artist_location,fma_artist_latitude,fma_artist_longitude,fma_artist_website,fma_track_genre_top,fma_track_listens,fma_track_favorites,fma_track_language_code,fma_track_date_recorded,fma_track_url,fma_album_url,fma_artist_url,fma_match_method
china_jingju_0066,china,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_jingju_0066.wav,compmusic_jingju_acappella,wav_zip,67,62.5,44100,1,traditional,china,traditional_vocal,0,lsxp,lsxp,jingju_acappella,,voice,zh,Jiang_shen_er,1,cc-by-nc-4.0_mixed,UPF/lon recordings CC BY-NC 4.0; qm recordings follow Isophonics license note.,,,San_jia_dian01,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,china_jingju_0066,1,pending,,pending,pending,,,,,,,,,,,,,,,,,,
china_jingju_0068,china,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_jingju_0068.wav,compmusic_jingju_acappella,wav_zip,69,103.602063,44100,1,traditional,china,traditional_vocal,0,lsxp,lsxp,jingju_acappella,,voice,zh,Jiang_shen_er,qm,cc-by-nc-4.0_mixed,UPF/lon recordings CC BY-NC 4.0; qm recordings follow Isophonics license note.,,,San_jia_dian02,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,china_jingju_0068,1,pending,,pending,pending,,,,,,,,,,,,,,,,,,
china_jingju_0071,china,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_jingju_0071.wav,compmusic_jingju_acappella,wav_zip,72,99.679252,44100,1,traditional,china,traditional_vocal,0,lsxp,lsxp,jingju_acappella,,voice,zh,Qian_bai_wan,qm,cc-by-nc-4.0_mixed,UPF/lon recordings CC BY-NC 4.0; qm recordings follow Isophonics license note.,,,Si_lang_tang_mu02,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,china_jingju_0071,1,pending,,pending,pending,,,,,,,,,,,,,,,,,,
china_jingju_0074,china,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_jingju_0074.wav,compmusic_jingju_acappella,wav_zip,75,185.374104,44100,1,traditional,china,traditional_vocal,0,lsxp,lsxp,jingju_acappella,,voice,zh,Shi_ye_shuo,qm,cc-by-nc-4.0_mixed,UPF/lon recordings CC BY-NC 4.0; qm recordings follow Isophonics license note.,,,Ding_jun_shan,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,china_jingju_0074,1,pending,,pending,pending,,,,,,,,,,,,,,,,,,
china_jingju_0077,china,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_jingju_0077.wav,compmusic_jingju_acappella,wav_zip,78,184.803061,44100,1,traditional,china,traditional_vocal,0,lsxp,lsxp,jingju_acappella,,voice,zh,Wo_zheng_zai,qm,cc-by-nc-4.0_mixed,UPF/lon recordings CC BY-NC 4.0; qm recordings follow Isophonics license note.,,,Kong_cheng_ji02,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,china_jingju_0077,1,pending,,pending,pending,,,,,,,,,,,,,,,,,,
china_jingju_0080,china,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_jingju_0080.wav,compmusic_jingju_acappella,wav_zip,81,171.226621,44100,1,traditional,china,traditional_vocal,0,lsxp,lsxp,jingju_acappella,,voice,zh,Xi_ri_you,qm,cc-by-nc-4.0_mixed,UPF/lon recordings CC BY-NC 4.0; qm recordings follow Isophonics license note.,,,Zhu_lian_zhai,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,china_jingju_0080,1,pending,,pending,pending,,,,,,,,,,,,,,,,,,
china_ctis_0000,china,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_ctis_0000.wav,ccmusic-database/CTIS,train,4,41.612917,48000,2,traditional,china,traditional_instrumental,1,T0081,T0081,traditional_instrumental,玄琴,traditional_instrument,,玄琴,,,CTIS source-level licensing should be checked before redistribution.,,,xuan2_qin2,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,china_ctis_0000,1,pending,,pending,pending,,,,,,,,,,,,,,,,,,
china_ctis_0001,china,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_ctis_0001.wav,ccmusic-database/CTIS,train,5,48.704172,44100,1,traditional,china,traditional_instrumental,1,L0046,L0046,traditional_instrumental,扬剧主胡F调,traditional_instrument,,扬剧主胡F调,,,CTIS source-level licensing should be checked before redistribution.,,,yang2_ju4_zhu3_hu2_in_F,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,china_ctis_0001,1,pending,,pending,pending,,,,,,,,,,,,,,,,,,
china_ctis_0002,china,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_ctis_0002.wav,ccmusic-database/CTIS,train,9,49.94675,48000,2,traditional,china,traditional_instrumental,1,L0167,L0167,traditional_instrumental,黔胡,traditional_instrument,,黔胡,,,CTIS source-level licensing should be checked before redistribution.,,,qian2_hu2,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,china_ctis_0002,1,pending,,pending,pending,,,,,,,,,,,,,,,,,,
china_ctis_0003,china,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_ctis_0003.wav,ccmusic-database/CTIS,train,13,41.592667,48000,2,traditional,china,traditional_instrumental,1,L0167,L0167,traditional_instrumental,黔胡,traditional_instrument,,黔胡,,,CTIS source-level licensing should be checked before redistribution.,,,qian2_hu2,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,china_ctis_0003,1,pending,,pending,pending,,,,,,,,,,,,,,,,,,
china_ctis_0004,china,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_ctis_0004.wav,ccmusic-database/CTIS,train,14,34.387234,44100,1,traditional,china,traditional_instrumental,1,L0313,L0313,traditional_instrumental,佤族独弦琴,traditional_instrument,,佤族独弦琴,,,CTIS source-level licensing should be checked before redistribution.,,,wa3_zu2_du2_xian2_qin2,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,china_ctis_0004,1,pending,,pending,pending,,,,,,,,,,,,,,,,,,
china_ctis_0005,china,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_ctis_0005.wav,ccmusic-database/CTIS,train,17,55.615918,44100,1,traditional,china,traditional_instrumental,1,C0124,C0124,traditional_instrumental,大吹,traditional_instrument,,大吹,,,CTIS source-level licensing should be checked before redistribution.,,,da4_chui1,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,china_ctis_0005,1,pending,,pending,pending,,,,,,,,,,,,,,,,,,
china_ctis_0006,china,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_ctis_0006.wav,ccmusic-database/CTIS,train,18,63.780884,44100,1,traditional,china,traditional_instrumental,1,D0241,D0241,traditional_instrumental,编钟,traditional_instrument,,编钟,,,CTIS source-level licensing should be checked before redistribution.,,,bian1_zhong1,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,china_ctis_0006,1,pending,,pending,pending,,,,,,,,,,,,,,,,,,
china_ctis_0007,china,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_ctis_0007.wav,ccmusic-database/CTIS,train,20,39.894649,44100,1,traditional,china,traditional_instrumental,1,L0085,L0085,traditional_instrumental,奚琴(改良),traditional_instrument,,奚琴(改良),,,CTIS source-level licensing should be checked before redistribution.,,,xi1_qin2_(reformed),v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,china_ctis_0007,1,pending,,pending,pending,,,,,,,,,,,,,,,,,,
china_ctis_0008,china,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_ctis_0008.wav,ccmusic-database/CTIS,train,27,158.967583,48000,1,traditional,china,traditional_instrumental,1,T0260,T0260,traditional_instrumental,中阮,traditional_instrument,,中阮,,,CTIS source-level licensing should be checked before redistribution.,,,zhong1_ruan3,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,china_ctis_0008,1,pending,,pending,pending,,,,,,,,,,,,,,,,,,
china_ctis_0009,china,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_ctis_0009.wav,ccmusic-database/CTIS,train,31,36.137415,44100,1,traditional,china,traditional_instrumental,1,T0301,T0301,traditional_instrumental,玎,traditional_instrument,,玎,,,CTIS source-level licensing should be checked before redistribution.,,,ding1,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,china_ctis_0009,1,pending,,pending,pending,,,,,,,,,,,,,,,,,,
china_ctis_0010,china,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_ctis_0010.wav,ccmusic-database/CTIS,train,32,51.338167,48000,2,traditional,china,traditional_instrumental,1,T0116,T0116,traditional_instrumental,八角月琴,traditional_instrument,,八角月琴,,,CTIS source-level licensing should be checked before redistribution.,,,ba1_jiao3_yue4_qin2,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,china_ctis_0010,1,pending,,pending,pending,,,,,,,,,,,,,,,,,,
china_ctis_0011,china,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_ctis_0011.wav,ccmusic-database/CTIS,train,39,53.273628,44100,1,traditional,china,traditional_instrumental,1,L0134,L0134,traditional_instrumental,陇剧陇胡(改良)D调,traditional_instrument,,陇剧陇胡(改良)D调,,,CTIS source-level licensing should be checked before redistribution.,,,long3_ju4_long3_hu2_(reformed)_in_D,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,china_ctis_0011,1,pending,,pending,pending,,,,,,,,,,,,,,,,,,
china_ctis_0012,china,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_ctis_0012.wav,ccmusic-database/CTIS,train,41,52.968438,48000,2,traditional,china,traditional_instrumental,1,L0167,L0167,traditional_instrumental,黔胡,traditional_instrument,,黔胡,,,CTIS source-level licensing should be checked before redistribution.,,,qian2_hu2,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,china_ctis_0012,1,pending,,pending,pending,,,,,,,,,,,,,,,,,,
china_ctis_0013,china,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_ctis_0013.wav,ccmusic-database/CTIS,train,43,34.253729,48000,1,traditional,china,traditional_instrumental,1,C0296,C0296,traditional_instrumental,唢呐2,traditional_instrument,,唢呐2,,,CTIS source-level licensing should be checked before redistribution.,,,suo3_na_2,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,china_ctis_0013,1,pending,,pending,pending,,,,,,,,,,,,,,,,,,
china_ctis_0014,china,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_ctis_0014.wav,ccmusic-database/CTIS,train,45,32.396463,44100,1,traditional,china,traditional_instrumental,1,C0264,C0264,traditional_instrumental,低音笙,traditional_instrument,,低音笙,,,CTIS source-level licensing should be checked before redistribution.,,,Bass_sheng1,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,china_ctis_0014,1,pending,,pending,pending,,,,,,,,,,,,,,,,,,
china_ctis_0015,china,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_ctis_0015.wav,ccmusic-database/CTIS,train,48,41.816021,48000,2,traditional,china,traditional_instrumental,1,L0148,L0148,traditional_instrumental,板胡,traditional_instrument,,板胡,,,CTIS source-level licensing should be checked before redistribution.,,,ban3_hu2,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,china_ctis_0015,1,pending,,pending,pending,,,,,,,,,,,,,,,,,,
china_ctis_0016,china,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_ctis_0016.wav,ccmusic-database/CTIS,train,56,63.19875,48000,2,traditional,china,traditional_instrumental,1,L0164,L0164,traditional_instrumental,赣胡,traditional_instrument,,赣胡,,,CTIS source-level licensing should be checked before redistribution.,,,gan4_hu2,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,china_ctis_0016,1,pending,,pending,pending,,,,,,,,,,,,,,,,,,
china_ctis_0017,china,E:\Desktop\Echo\storage\public\research_dataset_v3\china\audio\china_ctis_0017.wav,ccmusic-database/CTIS,train,70,53.963243,44100,1,traditional,china,traditional_instrumental,1,L0053,L0053,traditional_instrumental,广西彩调主胡,traditional_instrument,,广西彩调主胡,,,CTIS source-level licensing should be checked before redistribution.,,,guang3_xi1_cai3_diao4_zhu3_hu2,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,china_ctis_0017,1,pending,,pending,pending,,,,,,,,,,,,,,,,,,
