track_id,culture,audio_path,source_dataset,source_split,source_index,label,instrument,mood_theme,duration
vtsouval_mtg_jamendo_autotagging_00000010,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000010.mp3,vtsouval/mtg_jamendo_autotagging,train,10,['soundtrack'],"['horn', 'keyboard', 'trumpet', 'violin', 'doublebass', 'clarinet', 'trombone', 'cello']","['documentary', 'relaxing', 'emotional']",30
vtsouval_mtg_jamendo_autotagging_00000011,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000011.mp3,vtsouval/mtg_jamendo_autotagging,train,11,['soundtrack'],"['horn', 'keyboard', 'trumpet', 'violin', 'doublebass', 'clarinet', 'trombone', 'cello']","['documentary', 'relaxing', 'emotional']",30
vtsouval_mtg_jamendo_autotagging_00000012,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000012.mp3,vtsouval/mtg_jamendo_autotagging,train,12,['soundtrack'],"['horn', 'keyboard', 'trumpet', 'violin', 'doublebass', 'clarinet', 'trombone', 'cello']","['documentary', 'relaxing', 'emotional']",30
vtsouval_mtg_jamendo_autotagging_00000013,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000013.mp3,vtsouval/mtg_jamendo_autotagging,train,13,['soundtrack'],"['horn', 'keyboard', 'trumpet', 'violin', 'doublebass', 'clarinet', 'trombone', 'cello']","['documentary', 'relaxing', 'emotional']",30
vtsouval_mtg_jamendo_autotagging_00000014,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000014.mp3,vtsouval/mtg_jamendo_autotagging,train,14,"['pop', 'dance', 'electronic']",['accordion'],['melodic'],30
vtsouval_mtg_jamendo_autotagging_00000015,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000015.mp3,vtsouval/mtg_jamendo_autotagging,train,15,"['pop', 'dance', 'electronic']",['accordion'],['melodic'],30
vtsouval_mtg_jamendo_autotagging_00000016,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000016.mp3,vtsouval/mtg_jamendo_autotagging,train,16,"['pop', 'dance', 'electronic']",['accordion'],['melodic'],30
vtsouval_mtg_jamendo_autotagging_00000017,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000017.mp3,vtsouval/mtg_jamendo_autotagging,train,17,"['pop', 'dance', 'electronic']",['accordion'],['melodic'],30
vtsouval_mtg_jamendo_autotagging_00000018,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000018.mp3,vtsouval/mtg_jamendo_autotagging,train,18,"['pop', 'dance', 'electronic']",['accordion'],['melodic'],30
vtsouval_mtg_jamendo_autotagging_00000019,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000019.mp3,vtsouval/mtg_jamendo_autotagging,train,19,"['pop', 'dance', 'electronic']",['accordion'],['melodic'],30
vtsouval_mtg_jamendo_autotagging_00000020,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000020.mp3,vtsouval/mtg_jamendo_autotagging,train,20,"['pop', 'rock', 'alternative']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000021,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000021.mp3,vtsouval/mtg_jamendo_autotagging,train,21,['pop'],['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000022,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000022.mp3,vtsouval/mtg_jamendo_autotagging,train,22,['pop'],['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000023,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000023.mp3,vtsouval/mtg_jamendo_autotagging,train,23,['pop'],['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000024,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000024.mp3,vtsouval/mtg_jamendo_autotagging,train,24,"['pop', 'minimal']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000025,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000025.mp3,vtsouval/mtg_jamendo_autotagging,train,25,['pop'],['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000026,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000026.mp3,vtsouval/mtg_jamendo_autotagging,train,26,"['folk', 'pop']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000027,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000027.mp3,vtsouval/mtg_jamendo_autotagging,train,27,"['pop', 'country', 'popfolk']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000028,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000028.mp3,vtsouval/mtg_jamendo_autotagging,train,28,"['pop', 'classical']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000029,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000029.mp3,vtsouval/mtg_jamendo_autotagging,train,29,['pop'],['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000030,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000030.mp3,vtsouval/mtg_jamendo_autotagging,train,30,"['pop', 'jazz']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000031,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000031.mp3,vtsouval/mtg_jamendo_autotagging,train,31,['pop'],['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000032,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000032.mp3,vtsouval/mtg_jamendo_autotagging,train,32,"['pop', 'minimal']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000033,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000033.mp3,vtsouval/mtg_jamendo_autotagging,train,33,"['pop', 'minimal']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000034,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000034.mp3,vtsouval/mtg_jamendo_autotagging,train,34,"['groove', 'pop']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000035,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000035.mp3,vtsouval/mtg_jamendo_autotagging,train,35,"['groove', 'easylistening', 'pop', 'lounge']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000036,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000036.mp3,vtsouval/mtg_jamendo_autotagging,train,36,"['groove', 'pop']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000037,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000037.mp3,vtsouval/mtg_jamendo_autotagging,train,37,"['groove', 'pop']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000038,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000038.mp3,vtsouval/mtg_jamendo_autotagging,train,38,"['groove', 'pop']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000039,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000039.mp3,vtsouval/mtg_jamendo_autotagging,train,39,"['groove', 'pop']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000040,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000040.mp3,vtsouval/mtg_jamendo_autotagging,train,40,"['groove', 'pop']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000041,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000041.mp3,vtsouval/mtg_jamendo_autotagging,train,41,"['chanson', 'pop', 'electronic']","['synthesizer', 'computer', 'drummachine', 'guitar', 'electricguitar', 'bass', 'voice', 'keyboard', 'drums', 'sampler']",['emotional'],30
vtsouval_mtg_jamendo_autotagging_00000042,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000042.mp3,vtsouval/mtg_jamendo_autotagging,train,42,"['downtempo', 'soundtrack', 'easylistening', 'synthpop', 'pop', 'electronic']","['strings', 'synthesizer', 'computer', 'drummachine', 'piano', 'guitar', 'bass', 'keyboard', 'drums', 'acousticguitar', 'sampler']",['melancholic'],30
vtsouval_mtg_jamendo_autotagging_00000043,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000043.mp3,vtsouval/mtg_jamendo_autotagging,train,43,"['synthpop', 'pop', 'rock', 'electronic', 'poprock']","['drums', 'synthesizer', 'computer', 'drummachine', 'guitar', 'bass', 'voice']",['love'],30
vtsouval_mtg_jamendo_autotagging_00000044,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000044.mp3,vtsouval/mtg_jamendo_autotagging,train,44,"['triphop', 'downtempo', 'choir', 'soundtrack', 'symphonic', 'easylistening', 'electronic']","['strings', 'synthesizer', 'computer', 'drummachine', 'violin', 'piano', 'electricguitar', 'keyboard', 'drums', 'cello', 'sampler']",['drama'],30
vtsouval_mtg_jamendo_autotagging_00000045,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000045.mp3,vtsouval/mtg_jamendo_autotagging,train,45,"['soundtrack', 'easylistening', 'pop', 'electronic']","['drums', 'guitar', 'computer', 'drummachine', 'acousticguitar', 'bass', 'sampler']",['adventure'],30
vtsouval_mtg_jamendo_autotagging_00000046,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000046.mp3,vtsouval/mtg_jamendo_autotagging,train,46,"['downtempo', 'soundtrack', 'choir', 'orchestral', 'easylistening', 'pop', 'electronic']","['drums', 'strings', 'computer', 'drummachine', 'keyboard', 'sampler', 'bass', 'cello']",['drama'],30
vtsouval_mtg_jamendo_autotagging_00000047,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000047.mp3,vtsouval/mtg_jamendo_autotagging,train,47,"['soundtrack', 'orchestral', 'easylistening', 'pop', 'electronic']","['drums', 'strings', 'computer', 'drummachine', 'keyboard', 'sampler', 'bass', 'cello']",['drama'],30
vtsouval_mtg_jamendo_autotagging_00000048,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000048.mp3,vtsouval/mtg_jamendo_autotagging,train,48,"['pop', 'indie', 'alternative']","['drums', 'synthesizer', 'piano', 'acousticguitar', 'electricguitar', 'bass']",['melodic'],30
vtsouval_mtg_jamendo_autotagging_00000049,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000049.mp3,vtsouval/mtg_jamendo_autotagging,train,49,"['blues', 'improvisation', 'jazz']",['guitar'],['cool'],30
vtsouval_mtg_jamendo_autotagging_00000050,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000050.mp3,vtsouval/mtg_jamendo_autotagging,train,50,"['blues', 'improvisation', 'jazz']",['guitar'],['cool'],30
vtsouval_mtg_jamendo_autotagging_00000051,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000051.mp3,vtsouval/mtg_jamendo_autotagging,train,51,"['blues', 'improvisation', 'jazz']",['guitar'],['cool'],30
vtsouval_mtg_jamendo_autotagging_00000052,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000052.mp3,vtsouval/mtg_jamendo_autotagging,train,52,"['blues', 'improvisation', 'jazz']",['guitar'],['cool'],30
vtsouval_mtg_jamendo_autotagging_00000053,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000053.mp3,vtsouval/mtg_jamendo_autotagging,train,53,"['blues', 'improvisation', 'jazz']",['guitar'],['cool'],30
vtsouval_mtg_jamendo_autotagging_00000054,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000054.mp3,vtsouval/mtg_jamendo_autotagging,train,54,"['blues', 'improvisation', 'jazz']",['guitar'],['cool'],30
vtsouval_mtg_jamendo_autotagging_00000055,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000055.mp3,vtsouval/mtg_jamendo_autotagging,train,55,"['blues', 'improvisation', 'jazz']",['guitar'],['cool'],30
vtsouval_mtg_jamendo_autotagging_00000056,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000056.mp3,vtsouval/mtg_jamendo_autotagging,train,56,"['blues', 'improvisation', 'jazz']",['guitar'],['cool'],30
vtsouval_mtg_jamendo_autotagging_00000057,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000057.mp3,vtsouval/mtg_jamendo_autotagging,train,57,"['blues', 'improvisation', 'jazz']",['guitar'],['cool'],30
vtsouval_mtg_jamendo_autotagging_00000058,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000058.mp3,vtsouval/mtg_jamendo_autotagging,train,58,"['blues', 'jazz', 'improvisation', 'bossanova']",['guitar'],['cool'],30
vtsouval_mtg_jamendo_autotagging_00000059,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000059.mp3,vtsouval/mtg_jamendo_autotagging,train,59,"['classical', 'contemporary']",['guitar'],"['calm', 'relaxing', 'soft', 'melodic']",30
vtsouval_mtg_jamendo_autotagging_00000060,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000060.mp3,vtsouval/mtg_jamendo_autotagging,train,60,"['classical', 'contemporary']",['guitar'],"['calm', 'relaxing', 'soft', 'melodic']",30
vtsouval_mtg_jamendo_autotagging_00000061,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000061.mp3,vtsouval/mtg_jamendo_autotagging,train,61,"['classical', 'contemporary']",['guitar'],"['calm', 'relaxing', 'soft', 'melodic']",30
vtsouval_mtg_jamendo_autotagging_00000062,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000062.mp3,vtsouval/mtg_jamendo_autotagging,train,62,"['classical', 'contemporary']",['guitar'],"['calm', 'relaxing', 'soft', 'melodic']",30
vtsouval_mtg_jamendo_autotagging_00000063,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000063.mp3,vtsouval/mtg_jamendo_autotagging,train,63,"['classical', 'contemporary']",['guitar'],"['calm', 'relaxing', 'soft', 'melodic']",30
vtsouval_mtg_jamendo_autotagging_00000064,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000064.mp3,vtsouval/mtg_jamendo_autotagging,train,64,"['classical', 'contemporary']",['guitar'],"['calm', 'relaxing', 'soft', 'melodic']",30
vtsouval_mtg_jamendo_autotagging_00000065,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000065.mp3,vtsouval/mtg_jamendo_autotagging,train,65,"['classical', 'contemporary']",['guitar'],"['calm', 'relaxing', 'soft', 'melodic']",30
vtsouval_mtg_jamendo_autotagging_00000066,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000066.mp3,vtsouval/mtg_jamendo_autotagging,train,66,['classical'],['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000067,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000067.mp3,vtsouval/mtg_jamendo_autotagging,train,67,['classical'],['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000068,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000068.mp3,vtsouval/mtg_jamendo_autotagging,train,68,['classical'],['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000069,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000069.mp3,vtsouval/mtg_jamendo_autotagging,train,69,['classical'],['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000070,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000070.mp3,vtsouval/mtg_jamendo_autotagging,train,70,['classical'],['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000071,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000071.mp3,vtsouval/mtg_jamendo_autotagging,train,71,['classical'],['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000072,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000072.mp3,vtsouval/mtg_jamendo_autotagging,train,72,"['instrumentalpop', 'classical']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000073,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000073.mp3,vtsouval/mtg_jamendo_autotagging,train,73,['classical'],['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000074,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000074.mp3,vtsouval/mtg_jamendo_autotagging,train,74,['classical'],['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000075,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000075.mp3,vtsouval/mtg_jamendo_autotagging,train,75,['classical'],['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000076,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000076.mp3,vtsouval/mtg_jamendo_autotagging,train,76,['classical'],['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000077,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000077.mp3,vtsouval/mtg_jamendo_autotagging,train,77,['classical'],['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000078,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000078.mp3,vtsouval/mtg_jamendo_autotagging,train,78,['classical'],['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000079,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000079.mp3,vtsouval/mtg_jamendo_autotagging,train,79,"['instrumentalpop', 'classical']",['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000080,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000080.mp3,vtsouval/mtg_jamendo_autotagging,train,80,['classical'],['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000081,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000081.mp3,vtsouval/mtg_jamendo_autotagging,train,81,['classical'],['piano'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000082,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000082.mp3,vtsouval/mtg_jamendo_autotagging,train,82,"['soundtrack', 'triphop', 'easylistening', 'electronic']","['piano', 'electricguitar', 'drummachine', 'violin']",['ballad'],30
vtsouval_mtg_jamendo_autotagging_00000083,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000083.mp3,vtsouval/mtg_jamendo_autotagging,train,83,"['progressive', 'pop', 'rock']","['electricguitar', 'bass']","['ballad', 'advertising']",30
vtsouval_mtg_jamendo_autotagging_00000084,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000084.mp3,vtsouval/mtg_jamendo_autotagging,train,84,"['pop', 'rock', 'instrumentalpop']","['drums', 'synthesizer', 'pipeorgan', 'electricguitar', 'bass']","['emotional', 'ballad']",30
vtsouval_mtg_jamendo_autotagging_00000085,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000085.mp3,vtsouval/mtg_jamendo_autotagging,train,85,"['soundtrack', 'easylistening', 'electronic']","['drums', 'synthesizer']",['epic'],30
vtsouval_mtg_jamendo_autotagging_00000086,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000086.mp3,vtsouval/mtg_jamendo_autotagging,train,86,"['techno', 'soundtrack', 'pop', 'dance', 'electronic']","['synthesizer', 'bass', 'drummachine']",['emotional'],30
vtsouval_mtg_jamendo_autotagging_00000087,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000087.mp3,vtsouval/mtg_jamendo_autotagging,train,87,"['easylistening', 'instrumentalpop', 'chillout', 'electronic', 'pop']","['synthesizer', 'trumpet', 'drummachine', 'violin', 'bass']",['emotional'],30
vtsouval_mtg_jamendo_autotagging_00000088,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000088.mp3,vtsouval/mtg_jamendo_autotagging,train,88,"['soundtrack', 'pop', 'instrumentalpop', 'electronic']","['drums', 'pipeorgan', 'electricguitar', 'bass']",['emotional'],30
vtsouval_mtg_jamendo_autotagging_00000089,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000089.mp3,vtsouval/mtg_jamendo_autotagging,train,89,"['soundtrack', 'triphop', 'pop', 'electronic']","['pipeorgan', 'bass', 'drummachine', 'synthesizer']",['emotional'],30
vtsouval_mtg_jamendo_autotagging_00000090,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000090.mp3,vtsouval/mtg_jamendo_autotagging,train,90,"['soundtrack', 'easylistening', 'electronic']",['cello'],['dark'],30
vtsouval_mtg_jamendo_autotagging_00000091,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000091.mp3,vtsouval/mtg_jamendo_autotagging,train,91,"['jazzfusion', 'jazz']","['drums', 'guitar', 'bass']",['energetic'],30
vtsouval_mtg_jamendo_autotagging_00000092,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000092.mp3,vtsouval/mtg_jamendo_autotagging,train,92,"['jazzfusion', 'fusion', 'jazz']","['drums', 'guitar', 'bass']",['energetic'],30
vtsouval_mtg_jamendo_autotagging_00000093,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000093.mp3,vtsouval/mtg_jamendo_autotagging,train,93,"['jazzfusion', 'jazz']","['drums', 'guitar', 'bass']",['energetic'],30
vtsouval_mtg_jamendo_autotagging_00000094,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000094.mp3,vtsouval/mtg_jamendo_autotagging,train,94,"['jazzfusion', 'fusion', 'jazz']","['drums', 'guitar', 'bass']",['energetic'],30
vtsouval_mtg_jamendo_autotagging_00000095,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000095.mp3,vtsouval/mtg_jamendo_autotagging,train,95,"['jazzfusion', 'fusion', 'jazz']","['drums', 'guitar', 'bass']",['energetic'],30
vtsouval_mtg_jamendo_autotagging_00000096,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000096.mp3,vtsouval/mtg_jamendo_autotagging,train,96,"['lounge', 'ambient', 'soundtrack', 'chillout', 'electronic']","['piano', 'violin']",['love'],30
vtsouval_mtg_jamendo_autotagging_00000097,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000097.mp3,vtsouval/mtg_jamendo_autotagging,train,97,"['chillout', 'electronic']",['synthesizer'],['soft'],30
vtsouval_mtg_jamendo_autotagging_00000098,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000098.mp3,vtsouval/mtg_jamendo_autotagging,train,98,"['ambient', 'electronic']",['synthesizer'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000099,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000099.mp3,vtsouval/mtg_jamendo_autotagging,train,99,"['easylistening', 'ambient']",['synthesizer'],"['soft', 'relaxing']",30
vtsouval_mtg_jamendo_autotagging_00000100,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000100.mp3,vtsouval/mtg_jamendo_autotagging,train,100,"['easylistening', 'newage']",['synthesizer'],['relaxing'],30
vtsouval_mtg_jamendo_autotagging_00000101,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000101.mp3,vtsouval/mtg_jamendo_autotagging,train,101,"['lounge', 'chillout']",['synthesizer'],"['soft', 'relaxing']",30
vtsouval_mtg_jamendo_autotagging_00000102,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000102.mp3,vtsouval/mtg_jamendo_autotagging,train,102,"['jazzfunk', 'ambient', 'pop', 'rock', 'instrumentalpop']","['acousticguitar', 'electricguitar', 'drummachine', 'synthesizer']","['meditative', 'space']",30
vtsouval_mtg_jamendo_autotagging_00000103,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000103.mp3,vtsouval/mtg_jamendo_autotagging,train,103,"['jazzfunk', 'ambient', 'pop', 'rock', 'instrumentalpop']","['acousticguitar', 'electricguitar', 'drummachine', 'synthesizer']","['meditative', 'space']",30
vtsouval_mtg_jamendo_autotagging_00000104,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000104.mp3,vtsouval/mtg_jamendo_autotagging,train,104,"['jazzfunk', 'ambient', 'easylistening', 'rock', 'instrumentalpop', 'pop']","['acousticguitar', 'electricguitar', 'drummachine', 'synthesizer']","['meditative', 'space']",30
vtsouval_mtg_jamendo_autotagging_00000105,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000105.mp3,vtsouval/mtg_jamendo_autotagging,train,105,"['jazzfunk', 'ambient', 'pop', 'rock', 'instrumentalpop']","['acousticguitar', 'electricguitar', 'drummachine', 'synthesizer']","['meditative', 'space']",30
vtsouval_mtg_jamendo_autotagging_00000106,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000106.mp3,vtsouval/mtg_jamendo_autotagging,train,106,"['soundtrack', 'jazz', 'electronic', 'experimental']","['piano', 'acousticbassguitar', 'trumpet', 'saxophone']","['horror', 'drama']",30
vtsouval_mtg_jamendo_autotagging_00000107,anglo_pop,audio/vtsouval_mtg_jamendo_autotagging_00000107.mp3,vtsouval/mtg_jamendo_autotagging,train,107,"['soundtrack', 'easylistening', 'pop', 'poprock']","['piano', 'acousticbassguitar', 'violin']","['nature', 'adventure']",30
