track_id,culture,audio_path,source_dataset,source_split,source_index,label,cname,pinyin,name
sanchit-gandhi_gtzan_00000040,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000040.wav,sanchit-gandhi/gtzan,train,40,blues,,,
sanchit-gandhi_gtzan_00000041,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000041.wav,sanchit-gandhi/gtzan,train,41,blues,,,
sanchit-gandhi_gtzan_00000042,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000042.wav,sanchit-gandhi/gtzan,train,42,blues,,,
sanchit-gandhi_gtzan_00000043,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000043.wav,sanchit-gandhi/gtzan,train,43,blues,,,
sanchit-gandhi_gtzan_00000044,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000044.wav,sanchit-gandhi/gtzan,train,44,blues,,,
sanchit-gandhi_gtzan_00000045,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000045.wav,sanchit-gandhi/gtzan,train,45,blues,,,
sanchit-gandhi_gtzan_00000046,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000046.wav,sanchit-gandhi/gtzan,train,46,blues,,,
sanchit-gandhi_gtzan_00000047,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000047.wav,sanchit-gandhi/gtzan,train,47,blues,,,
sanchit-gandhi_gtzan_00000048,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000048.wav,sanchit-gandhi/gtzan,train,48,blues,,,
sanchit-gandhi_gtzan_00000049,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000049.wav,sanchit-gandhi/gtzan,train,49,blues,,,
sanchit-gandhi_gtzan_00000050,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000050.wav,sanchit-gandhi/gtzan,train,50,blues,,,
sanchit-gandhi_gtzan_00000051,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000051.wav,sanchit-gandhi/gtzan,train,51,blues,,,
sanchit-gandhi_gtzan_00000052,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000052.wav,sanchit-gandhi/gtzan,train,52,blues,,,
sanchit-gandhi_gtzan_00000053,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000053.wav,sanchit-gandhi/gtzan,train,53,blues,,,
sanchit-gandhi_gtzan_00000054,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000054.wav,sanchit-gandhi/gtzan,train,54,blues,,,
sanchit-gandhi_gtzan_00000055,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000055.wav,sanchit-gandhi/gtzan,train,55,blues,,,
sanchit-gandhi_gtzan_00000056,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000056.wav,sanchit-gandhi/gtzan,train,56,blues,,,
sanchit-gandhi_gtzan_00000057,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000057.wav,sanchit-gandhi/gtzan,train,57,blues,,,
sanchit-gandhi_gtzan_00000058,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000058.wav,sanchit-gandhi/gtzan,train,58,blues,,,
sanchit-gandhi_gtzan_00000059,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000059.wav,sanchit-gandhi/gtzan,train,59,blues,,,
sanchit-gandhi_gtzan_00000060,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000060.wav,sanchit-gandhi/gtzan,train,60,blues,,,
sanchit-gandhi_gtzan_00000061,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000061.wav,sanchit-gandhi/gtzan,train,61,blues,,,
sanchit-gandhi_gtzan_00000062,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000062.wav,sanchit-gandhi/gtzan,train,62,blues,,,
sanchit-gandhi_gtzan_00000063,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000063.wav,sanchit-gandhi/gtzan,train,63,blues,,,
sanchit-gandhi_gtzan_00000064,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000064.wav,sanchit-gandhi/gtzan,train,64,blues,,,
sanchit-gandhi_gtzan_00000065,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000065.wav,sanchit-gandhi/gtzan,train,65,blues,,,
sanchit-gandhi_gtzan_00000066,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000066.wav,sanchit-gandhi/gtzan,train,66,blues,,,
sanchit-gandhi_gtzan_00000067,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000067.wav,sanchit-gandhi/gtzan,train,67,blues,,,
sanchit-gandhi_gtzan_00000068,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000068.wav,sanchit-gandhi/gtzan,train,68,blues,,,
sanchit-gandhi_gtzan_00000069,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000069.wav,sanchit-gandhi/gtzan,train,69,blues,,,
sanchit-gandhi_gtzan_00000070,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000070.wav,sanchit-gandhi/gtzan,train,70,blues,,,
sanchit-gandhi_gtzan_00000071,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000071.wav,sanchit-gandhi/gtzan,train,71,blues,,,
sanchit-gandhi_gtzan_00000072,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000072.wav,sanchit-gandhi/gtzan,train,72,blues,,,
sanchit-gandhi_gtzan_00000073,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000073.wav,sanchit-gandhi/gtzan,train,73,blues,,,
sanchit-gandhi_gtzan_00000074,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000074.wav,sanchit-gandhi/gtzan,train,74,blues,,,
sanchit-gandhi_gtzan_00000075,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000075.wav,sanchit-gandhi/gtzan,train,75,blues,,,
sanchit-gandhi_gtzan_00000076,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000076.wav,sanchit-gandhi/gtzan,train,76,blues,,,
sanchit-gandhi_gtzan_00000077,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000077.wav,sanchit-gandhi/gtzan,train,77,blues,,,
sanchit-gandhi_gtzan_00000078,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000078.wav,sanchit-gandhi/gtzan,train,78,blues,,,
sanchit-gandhi_gtzan_00000079,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000079.wav,sanchit-gandhi/gtzan,train,79,blues,,,
sanchit-gandhi_gtzan_00000080,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000080.wav,sanchit-gandhi/gtzan,train,80,blues,,,
sanchit-gandhi_gtzan_00000081,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000081.wav,sanchit-gandhi/gtzan,train,81,blues,,,
sanchit-gandhi_gtzan_00000082,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000082.wav,sanchit-gandhi/gtzan,train,82,blues,,,
sanchit-gandhi_gtzan_00000083,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000083.wav,sanchit-gandhi/gtzan,train,83,blues,,,
sanchit-gandhi_gtzan_00000084,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000084.wav,sanchit-gandhi/gtzan,train,84,blues,,,
sanchit-gandhi_gtzan_00000085,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000085.wav,sanchit-gandhi/gtzan,train,85,blues,,,
sanchit-gandhi_gtzan_00000086,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000086.wav,sanchit-gandhi/gtzan,train,86,blues,,,
sanchit-gandhi_gtzan_00000087,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000087.wav,sanchit-gandhi/gtzan,train,87,blues,,,
sanchit-gandhi_gtzan_00000088,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000088.wav,sanchit-gandhi/gtzan,train,88,blues,,,
sanchit-gandhi_gtzan_00000089,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000089.wav,sanchit-gandhi/gtzan,train,89,blues,,,
sanchit-gandhi_gtzan_00000090,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000090.wav,sanchit-gandhi/gtzan,train,90,blues,,,
sanchit-gandhi_gtzan_00000091,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000091.wav,sanchit-gandhi/gtzan,train,91,blues,,,
sanchit-gandhi_gtzan_00000092,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000092.wav,sanchit-gandhi/gtzan,train,92,blues,,,
sanchit-gandhi_gtzan_00000093,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000093.wav,sanchit-gandhi/gtzan,train,93,blues,,,
sanchit-gandhi_gtzan_00000094,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000094.wav,sanchit-gandhi/gtzan,train,94,blues,,,
sanchit-gandhi_gtzan_00000095,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000095.wav,sanchit-gandhi/gtzan,train,95,blues,,,
sanchit-gandhi_gtzan_00000096,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000096.wav,sanchit-gandhi/gtzan,train,96,blues,,,
sanchit-gandhi_gtzan_00000097,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000097.wav,sanchit-gandhi/gtzan,train,97,blues,,,
sanchit-gandhi_gtzan_00000098,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000098.wav,sanchit-gandhi/gtzan,train,98,blues,,,
sanchit-gandhi_gtzan_00000099,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000099.wav,sanchit-gandhi/gtzan,train,99,blues,,,
sanchit-gandhi_gtzan_00000100,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000100.wav,sanchit-gandhi/gtzan,train,100,classical,,,
sanchit-gandhi_gtzan_00000101,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000101.wav,sanchit-gandhi/gtzan,train,101,classical,,,
sanchit-gandhi_gtzan_00000102,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000102.wav,sanchit-gandhi/gtzan,train,102,classical,,,
sanchit-gandhi_gtzan_00000103,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000103.wav,sanchit-gandhi/gtzan,train,103,classical,,,
sanchit-gandhi_gtzan_00000104,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000104.wav,sanchit-gandhi/gtzan,train,104,classical,,,
sanchit-gandhi_gtzan_00000105,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000105.wav,sanchit-gandhi/gtzan,train,105,classical,,,
sanchit-gandhi_gtzan_00000106,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000106.wav,sanchit-gandhi/gtzan,train,106,classical,,,
sanchit-gandhi_gtzan_00000107,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000107.wav,sanchit-gandhi/gtzan,train,107,classical,,,
sanchit-gandhi_gtzan_00000108,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000108.wav,sanchit-gandhi/gtzan,train,108,classical,,,
sanchit-gandhi_gtzan_00000109,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000109.wav,sanchit-gandhi/gtzan,train,109,classical,,,
sanchit-gandhi_gtzan_00000110,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000110.wav,sanchit-gandhi/gtzan,train,110,classical,,,
sanchit-gandhi_gtzan_00000111,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000111.wav,sanchit-gandhi/gtzan,train,111,classical,,,
sanchit-gandhi_gtzan_00000112,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000112.wav,sanchit-gandhi/gtzan,train,112,classical,,,
sanchit-gandhi_gtzan_00000113,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000113.wav,sanchit-gandhi/gtzan,train,113,classical,,,
sanchit-gandhi_gtzan_00000114,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000114.wav,sanchit-gandhi/gtzan,train,114,classical,,,
sanchit-gandhi_gtzan_00000115,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000115.wav,sanchit-gandhi/gtzan,train,115,classical,,,
sanchit-gandhi_gtzan_00000116,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000116.wav,sanchit-gandhi/gtzan,train,116,classical,,,
sanchit-gandhi_gtzan_00000117,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000117.wav,sanchit-gandhi/gtzan,train,117,classical,,,
sanchit-gandhi_gtzan_00000118,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000118.wav,sanchit-gandhi/gtzan,train,118,classical,,,
sanchit-gandhi_gtzan_00000119,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000119.wav,sanchit-gandhi/gtzan,train,119,classical,,,
sanchit-gandhi_gtzan_00000120,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000120.wav,sanchit-gandhi/gtzan,train,120,classical,,,
sanchit-gandhi_gtzan_00000121,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000121.wav,sanchit-gandhi/gtzan,train,121,classical,,,
sanchit-gandhi_gtzan_00000122,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000122.wav,sanchit-gandhi/gtzan,train,122,classical,,,
sanchit-gandhi_gtzan_00000123,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000123.wav,sanchit-gandhi/gtzan,train,123,classical,,,
sanchit-gandhi_gtzan_00000124,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000124.wav,sanchit-gandhi/gtzan,train,124,classical,,,
sanchit-gandhi_gtzan_00000125,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000125.wav,sanchit-gandhi/gtzan,train,125,classical,,,
sanchit-gandhi_gtzan_00000126,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000126.wav,sanchit-gandhi/gtzan,train,126,classical,,,
sanchit-gandhi_gtzan_00000127,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000127.wav,sanchit-gandhi/gtzan,train,127,classical,,,
sanchit-gandhi_gtzan_00000128,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000128.wav,sanchit-gandhi/gtzan,train,128,classical,,,
sanchit-gandhi_gtzan_00000129,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000129.wav,sanchit-gandhi/gtzan,train,129,classical,,,
sanchit-gandhi_gtzan_00000130,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000130.wav,sanchit-gandhi/gtzan,train,130,classical,,,
sanchit-gandhi_gtzan_00000131,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000131.wav,sanchit-gandhi/gtzan,train,131,classical,,,
sanchit-gandhi_gtzan_00000132,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000132.wav,sanchit-gandhi/gtzan,train,132,classical,,,
sanchit-gandhi_gtzan_00000133,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000133.wav,sanchit-gandhi/gtzan,train,133,classical,,,
sanchit-gandhi_gtzan_00000134,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000134.wav,sanchit-gandhi/gtzan,train,134,classical,,,
sanchit-gandhi_gtzan_00000135,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000135.wav,sanchit-gandhi/gtzan,train,135,classical,,,
sanchit-gandhi_gtzan_00000136,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000136.wav,sanchit-gandhi/gtzan,train,136,classical,,,
