track_id,culture,audio_path,source_dataset,source_split,source_index,duration_sec,sample_rate,channels,era,region,coarse_label,is_instrumental,fine_label,label,substyle,instrument,instrument_family,language,title,artist,license,license_note,url,recording_condition,notes,schema_version,dataset_version,import_batch,dedup_group_id,dedup_keep,qc_status,qc_notes,embedding_status_culturemert,embedding_status_gemini,drop_reason,cname,pinyin,name
sanchit-gandhi_gtzan_00000010,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000010.wav,sanchit-gandhi/gtzan,train,10,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000010,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000011,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000011.wav,sanchit-gandhi/gtzan,train,11,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000011,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000012,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000012.wav,sanchit-gandhi/gtzan,train,12,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000012,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000013,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000013.wav,sanchit-gandhi/gtzan,train,13,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000013,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000014,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000014.wav,sanchit-gandhi/gtzan,train,14,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000014,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000015,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000015.wav,sanchit-gandhi/gtzan,train,15,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000015,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000016,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000016.wav,sanchit-gandhi/gtzan,train,16,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000016,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000017,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000017.wav,sanchit-gandhi/gtzan,train,17,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000017,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000018,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000018.wav,sanchit-gandhi/gtzan,train,18,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000018,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000019,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000019.wav,sanchit-gandhi/gtzan,train,19,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000019,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000020,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000020.wav,sanchit-gandhi/gtzan,train,20,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000020,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000021,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000021.wav,sanchit-gandhi/gtzan,train,21,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000021,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000022,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000022.wav,sanchit-gandhi/gtzan,train,22,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000022,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000023,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000023.wav,sanchit-gandhi/gtzan,train,23,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000023,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000024,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000024.wav,sanchit-gandhi/gtzan,train,24,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000024,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000025,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000025.wav,sanchit-gandhi/gtzan,train,25,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000025,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000026,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000026.wav,sanchit-gandhi/gtzan,train,26,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000026,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000027,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000027.wav,sanchit-gandhi/gtzan,train,27,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000027,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000028,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000028.wav,sanchit-gandhi/gtzan,train,28,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000028,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000029,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000029.wav,sanchit-gandhi/gtzan,train,29,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000029,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000030,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000030.wav,sanchit-gandhi/gtzan,train,30,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000030,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000031,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000031.wav,sanchit-gandhi/gtzan,train,31,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000031,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000032,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000032.wav,sanchit-gandhi/gtzan,train,32,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000032,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000033,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000033.wav,sanchit-gandhi/gtzan,train,33,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000033,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000034,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000034.wav,sanchit-gandhi/gtzan,train,34,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000034,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000035,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000035.wav,sanchit-gandhi/gtzan,train,35,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000035,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000036,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000036.wav,sanchit-gandhi/gtzan,train,36,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000036,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000037,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000037.wav,sanchit-gandhi/gtzan,train,37,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000037,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000038,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000038.wav,sanchit-gandhi/gtzan,train,38,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000038,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000039,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000039.wav,sanchit-gandhi/gtzan,train,39,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000039,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000040,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000040.wav,sanchit-gandhi/gtzan,train,40,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000040,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000041,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000041.wav,sanchit-gandhi/gtzan,train,41,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000041,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000042,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000042.wav,sanchit-gandhi/gtzan,train,42,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000042,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000043,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000043.wav,sanchit-gandhi/gtzan,train,43,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000043,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000044,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000044.wav,sanchit-gandhi/gtzan,train,44,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000044,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000045,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000045.wav,sanchit-gandhi/gtzan,train,45,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000045,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000046,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000046.wav,sanchit-gandhi/gtzan,train,46,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000046,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000047,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000047.wav,sanchit-gandhi/gtzan,train,47,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000047,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000048,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000048.wav,sanchit-gandhi/gtzan,train,48,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000048,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000049,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000049.wav,sanchit-gandhi/gtzan,train,49,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000049,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000050,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000050.wav,sanchit-gandhi/gtzan,train,50,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000050,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000051,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000051.wav,sanchit-gandhi/gtzan,train,51,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000051,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000052,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000052.wav,sanchit-gandhi/gtzan,train,52,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000052,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000053,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000053.wav,sanchit-gandhi/gtzan,train,53,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000053,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000054,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000054.wav,sanchit-gandhi/gtzan,train,54,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000054,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000055,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000055.wav,sanchit-gandhi/gtzan,train,55,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000055,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000056,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000056.wav,sanchit-gandhi/gtzan,train,56,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000056,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000057,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000057.wav,sanchit-gandhi/gtzan,train,57,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000057,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000058,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000058.wav,sanchit-gandhi/gtzan,train,58,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000058,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000059,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000059.wav,sanchit-gandhi/gtzan,train,59,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000059,1,pending,,pending,pending,,,,
sanchit-gandhi_gtzan_00000060,west,E:\Desktop\Echo\storage\public\routeA_phase2\gtzan\audio\sanchit-gandhi_gtzan_00000060.wav,sanchit-gandhi/gtzan,train,60,30.013333333333332,22050,1,,west,jazz_blues,0,blues,blues,,,,,,,,,,,,v4.0,v4_routeA_small_seed_from_public_2026-03-20,v4_routeA_small_seed_from_public_2026-03-20,sanchit-gandhi_gtzan_00000060,1,pending,,pending,pending,,,,
