id,guid,title,country,data_provider,type,shown_at,shown_by,rights,preview_no_distribute,has_audio_proxy,has_landing_page,open_rights_heuristic
/2023846/medienarchiv_web_detailansicht_id_178667,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178667?utm_source=api&utm_medium=api&utm_campaign=api2demo,Dance Song; Tanzlied,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=178667,http://www.lwl.org/medienarchiv_web/liederblaetter?id=178667,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_176095,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_176095?utm_source=api&utm_medium=api&utm_campaign=api2demo,It goes with subdued drum sound; Es geht bei gedämpfter Trommelklang,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=176095,http://www.lwl.org/medienarchiv_web/liederblaetter?id=176095,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_181199,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_181199?utm_source=api&utm_medium=api&utm_campaign=api2demo,"Festgesänge, Freudenklänge; Forty-song, sounds of joy",Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=181199,http://www.lwl.org/medienarchiv_web/liederblaetter?id=181199,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_179601,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_179601?utm_source=api&utm_medium=api&utm_campaign=api2demo,Round song with vine juice; Rundgesang mit Rebensaft,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=179601,http://www.lwl.org/medienarchiv_web/liederblaetter?id=179601,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_177103,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_177103?utm_source=api&utm_medium=api&utm_campaign=api2demo,Es geht bei gedämpfter Trommelklang; It goes with subdued drum sound,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=177103,http://www.lwl.org/medienarchiv_web/liederblaetter?id=177103,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_169232,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_169232?utm_source=api&utm_medium=api&utm_campaign=api2demo,Old beer song in Munich; Münstersches Altbierlied,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=169232,http://www.lwl.org/medienarchiv_web/liederblaetter?id=169232,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_171609,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171609?utm_source=api&utm_medium=api&utm_campaign=api2demo,"Schult “Ölinkhoff; ""Glocken”"" (song) and exaltation; Schult' Ölinkhoff; ""Glockensprache"" (Lied) und Erlärung dazu",Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=171609,http://www.lwl.org/330-download/daten/Tonaufnahmen/Tonbaender/Lieder/m052-2_W7759.mp3,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_174607,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_174607?utm_source=api&utm_medium=api&utm_campaign=api2demo,Schlußgesang zum Dreikönigslied; Closing song for the Epiphany,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=174607,http://www.lwl.org/medienarchiv_web/liederblaetter?id=174607,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_181350,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_181350?utm_source=api&utm_medium=api&utm_campaign=api2demo,A song to sing; Ein Liedchen zu singen,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=181350,http://www.lwl.org/medienarchiv_web/liederblaetter?id=181350,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_184337,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_184337?utm_source=api&utm_medium=api&utm_campaign=api2demo,Sternsingerlied aus Assinghausen; Starsing-song from Assinghausen,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=184337,http://www.lwl.org/330-download/daten/Tonaufnahmen/Tonbaender/Lieder/m163-1_2.mp3,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_178910,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178910?utm_source=api&utm_medium=api&utm_campaign=api2demo,"Ruhr song; “Ruhrlied,” sung by Josef Veit; Ruhrlied; ""Ruhrlied"", gesungen von Josef Veit",Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=178910,http://www.lwl.org/330-download/daten/Tonaufnahmen/Tonbaender/Teile/m086-1_2.mp3,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_169096,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_169096?utm_source=api&utm_medium=api&utm_campaign=api2demo,Christmas Song of the Poor Child; Weihnachtslied des armen Kindes,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=169096,http://www.lwl.org/medienarchiv_web/liederblaetter?id=169096,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_179929,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_179929?utm_source=api&utm_medium=api&utm_campaign=api2demo,Bochum boy’s song; Bochum Maiabendfest 1970; Bochumer Jungenlied; Bochumer Maiabendfest 1970,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=179929,http://www.lwl.org/330-download/daten/Tonaufnahmen/Tonbaender/Lieder/m090-1_jungenlied.mp3,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_184251,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_184251?utm_source=api&utm_medium=api&utm_campaign=api2demo,"With damped drum sound, how far still the site; Es geht bei gedämpfter Trommelklang wie weit noch die Stätte",Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=184251,http://www.lwl.org/medienarchiv_web/liederblaetter?id=184251,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_180732,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_180732?utm_source=api&utm_medium=api&utm_campaign=api2demo,"Sag an o Lied, was an den Staub; Handschriftliches Liederbuch Nr. 01 - Lied Nr. 16; Tell a song about the dust; handwritten songbook No. 01 - song No. 16.",Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=180732,http://www.lwl.org/medienarchiv_web/liederblaetter?id=180732,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_183385,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_183385?utm_source=api&utm_medium=api&utm_campaign=api2demo,I hear a bell sound through the quiet night; Ich hört ein Glöcklein klingen wohl durch die stille Nacht,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=183385,http://www.lwl.org/medienarchiv_web/liederblaetter?id=183385,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_175490,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_175490?utm_source=api&utm_medium=api&utm_campaign=api2demo,"In the Wesbach it’s chubby; tape letter and songs// sound samples, played and sung by the manufacturer of the devil’s violin Antonius Bder; In der Wesbach ist's mollig; Tonbandbrief u. Lieder // Tonbeispiele, gespielt u. gesungen vom Hersteller der Teufelsgeige Antonius Brieden",Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=175490,http://www.lwl.org/330-download/daten/Tonaufnahmen/Kassetten/Lieder/k020_002-3.mp3,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_180714,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_180714?utm_source=api&utm_medium=api&utm_campaign=api2demo,This song welcomes you to a new wedding party; songs and customs in the annual run; Zu euerm Hochzeitsfeste begrüßt euch dieses Lied; Lieder und Bräuche im Jahreslauf,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=180714,http://www.lwl.org/330-download/daten/Tonaufnahmen/Kassetten/Lieder/k049_3-15.mp3,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_181196,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_181196?utm_source=api&utm_medium=api&utm_campaign=api2demo,Like a proud eagle swings on the song; Wie ein stolzer Adler schwingt sich auf das Lied,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=181196,http://www.lwl.org/medienarchiv_web/liederblaetter?id=181196,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_177009,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_177009?utm_source=api&utm_medium=api&utm_campaign=api2demo,"Weserlied; Theodor Große-Venhaus, Lieder und Gespräche (Gesamtaufnahme) Lieder = HL 24; Weser song; Theodor Große-Venhaus, Songs and Talks (general recording) Songs = HL 24",Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=177009,http://www.lwl.org/330-download/daten/Tonaufnahmen/Tonbaender/Lieder/m071-1_052.mp3,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_183470,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_183470?utm_source=api&utm_medium=api&utm_campaign=api2demo,The first song about the “s happy hour”; Das erste Lied zur heit'ren frohen Stunde,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=183470,http://www.lwl.org/medienarchiv_web/liederblaetter?id=183470,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_175494,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_175494?utm_source=api&utm_medium=api&utm_campaign=api2demo,"Kommt her ihr Weiden; Tonbandbrief u. Lieder // Tonbeispiele, gespielt u. gesungen vom Hersteller der Teufelsgeige Antonius Brieden; Come here her pastures; audio tape letter and sound samples, played and sung by the manufacturer of the devil’s violin Antonius BKomm",Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=175494,http://www.lwl.org/330-download/daten/Tonaufnahmen/Kassetten/Lieder/k020_002-7.mp3,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_169659,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_169659?utm_source=api&utm_medium=api&utm_campaign=api2demo,"Und die rote, und die bunte, und die scheckete Kuh; And the red, and the multicolored, and the checkered cow",Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=169659,http://www.lwl.org/medienarchiv_web/liederblaetter?id=169659,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_177027,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_177027?utm_source=api&utm_medium=api&utm_campaign=api2demo,Laot us singing dat niee song; Laot us singen dat niee Lied,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=177027,http://www.lwl.org/medienarchiv_web/liederblaetter?id=177027,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_169052,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_169052?utm_source=api&utm_medium=api&utm_campaign=api2demo,Peter and Paul; Peter und Paul,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=169052,http://www.lwl.org/medienarchiv_web/liederblaetter?id=169052,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_177025,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_177025?utm_source=api&utm_medium=api&utm_campaign=api2demo,"Kommt, lasset uns singen das alte Lied; Come, let’s sing the old song",Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=177025,http://www.lwl.org/medienarchiv_web/liederblaetter?id=177025,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_166938,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_166938?utm_source=api&utm_medium=api&utm_campaign=api2demo,Eck and Oppa; Eck unde Oppa,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=166938,http://www.lwl.org/medienarchiv_web/liederblaetter?id=166938,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_169360,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_169360?utm_source=api&utm_medium=api&utm_campaign=api2demo,Round and flat; Rund und platt,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=169360,http://www.lwl.org/medienarchiv_web/liederblaetter?id=169360,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_169051,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_169051?utm_source=api&utm_medium=api&utm_campaign=api2demo,Peter and Paul; Peter und Paul,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=169051,http://www.lwl.org/medienarchiv_web/liederblaetter?id=169051,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_168292,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_168292?utm_source=api&utm_medium=api&utm_campaign=api2demo,Ich und du; Me and you,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=168292,http://www.lwl.org/medienarchiv_web/liederblaetter?id=168292,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_169053,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_169053?utm_source=api&utm_medium=api&utm_campaign=api2demo,Peter and Paul; Peter und Paul,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=169053,http://www.lwl.org/medienarchiv_web/liederblaetter?id=169053,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_171170,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171170?utm_source=api&utm_medium=api&utm_campaign=api2demo,O rural girls; handwritten songbook No. 65 - song No. 43; O Mädchen vom Lande; Handschriftliches Liederbuch Nr. 65 - Lied Nr. 43,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=171170,http://www.lwl.org/330-download/daten/Tonaufnahmen/Tonbaender/Lieder/m044-1_W7655.mp3,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_181135,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_181135?utm_source=api&utm_medium=api&utm_campaign=api2demo,Wir wollen vergnüget und einsam leben; We want to live amusement and lonely,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=181135,http://www.lwl.org/medienarchiv_web/liederblaetter?id=181135,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_180989,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_180989?utm_source=api&utm_medium=api&utm_campaign=api2demo,I and my female; Ich und mein Weibchen,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=180989,http://www.lwl.org/medienarchiv_web/liederblaetter?id=180989,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_167670,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_167670?utm_source=api&utm_medium=api&utm_campaign=api2demo,Hansel and Gretel; Hänsel und Gretel,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=167670,http://www.lwl.org/medienarchiv_web/liederblaetter?id=167670,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_168300,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_168300?utm_source=api&utm_medium=api&utm_campaign=api2demo,Ich und mein Weib; I and my wife,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=168300,http://www.lwl.org/medienarchiv_web/liederblaetter?id=168300,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_171309,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171309?utm_source=api&utm_medium=api&utm_campaign=api2demo,"Wedding song “I have one thing to mention”; dances and songs played by the peasant bands in Veitsand Elllewick.; Hochzeitslied ""Ich habe mir eines erwählet""; Tänze und Lieder gespielt von den Bauernkapellen in Vreden und Elllewick",Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=171309,http://www.lwl.org/330-download/daten/Tonaufnahmen/Tonbaender/Lieder/m048-1_Z0104.mp3,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_175492,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_175492?utm_source=api&utm_medium=api&utm_campaign=api2demo,"Happiness on, happiness on, the Steiger coming; tape letter and songs// sound examples, played and sung by the manufacturer of the devil’s violin Antonius BGlück; Glück auf, Glück auf, der Steiger kommt; Tonbandbrief u. Lieder // Tonbeispiele, gespielt u. gesungen vom Hersteller der Teufelsgeige Antonius Brieden",Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=175492,http://www.lwl.org/330-download/daten/Tonaufnahmen/Kassetten/Lieder/k020_002-5.mp3,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_177794,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_177794?utm_source=api&utm_medium=api&utm_campaign=api2demo,Wuirwuind un Liusemellen; Wuirwuind and Lius cells,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=177794,http://www.lwl.org/medienarchiv_web/liederblaetter?id=177794,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
/2023846/medienarchiv_web_detailansicht_id_168383,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_168383?utm_source=api&utm_medium=api&utm_campaign=api2demo,In Wessem und Wüllen; In Wessem and Wulls,Germany,Westphalian Folk Song and Sound Archive,SOUND,http://www.lwl.org/medienarchiv_web/detailansicht?id=168383,http://www.lwl.org/medienarchiv_web/liederblaetter?id=168383,http://creativecommons.org/licenses/by-nc-sa/3.0/,False,True,True,False
