track_id,culture,audio_path,source_dataset,source_split,source_index,label,title,emotion,has_emotional_variations
norway_hf2_0017,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0017.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,17,,Godvaersdagen,original,True
norway_hf2_0018,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0018.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,18,,Godvaersdagen,sad,True
norway_hf2_0019,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0019.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,19,,Godvaersdagen,tender,True
norway_hf2_0020,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0020.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,20,processed,Goffala,original,False
norway_hf2_0021,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0021.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,21,,GroHolto,angry,True
norway_hf2_0022,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0022.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,22,,GroHolto,happy,True
norway_hf2_0023,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0023.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,23,,GroHolto,original,True
norway_hf2_0024,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0024.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,24,,GroHolto,sad,True
norway_hf2_0025,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0025.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,25,,GroHolto,tender,True
norway_hf2_0026,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0026.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,26,,Haslebuskane,angry,True
norway_hf2_0027,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0027.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,27,,Haslebuskane,happy,True
norway_hf2_0028,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0028.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,28,,Haslebuskane,original,True
norway_hf2_0029,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0029.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,29,,Haslebuskane,sad,True
norway_hf2_0030,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0030.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,30,,Haslebuskane,tender,True
norway_hf2_0031,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0031.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,31,,Havbrusen,angry,True
norway_hf2_0032,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0032.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,32,,Havbrusen,happy,True
norway_hf2_0033,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0033.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,33,,Havbrusen,original,True
norway_hf2_0034,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0034.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,34,,Havbrusen,sad,True
norway_hf2_0035,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0035.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,35,,Havbrusen,tender,True
norway_hf2_0036,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0036.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,36,,IvarJorde,angry,True
norway_hf2_0037,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0037.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,37,,IvarJorde,happy,True
norway_hf2_0038,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0038.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,38,,IvarJorde,original,True
norway_hf2_0039,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0039.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,39,,IvarJorde,sad,True
norway_hf2_0040,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0040.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,40,,IvarJorde,tender,True
norway_hf2_0041,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0041.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,41,processed,Kaatereiar,original,False
norway_hf2_0042,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0042.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,42,,Klunkelatten,angry,True
norway_hf2_0043,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0043.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,43,,Klunkelatten,happy,True
norway_hf2_0044,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0044.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,44,,Klunkelatten,original,True
norway_hf2_0045,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0045.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,45,,Klunkelatten,sad,True
norway_hf2_0046,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0046.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,46,,Klunkelatten,tender,True
norway_hf2_0047,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0047.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,47,,Kongelatten,angry,True
norway_hf2_0048,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0048.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,48,,Kongelatten,happy,True
norway_hf2_0049,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0049.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,49,,Kongelatten,original,True
norway_hf2_0050,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0050.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,50,,Kongelatten,sad,True
norway_hf2_0051,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0051.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,51,,Kongelatten,tender,True
norway_hf2_0052,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0052.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,52,,Langaakern,angry,True
norway_hf2_0053,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0053.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,53,,Langaakern,happy,True
norway_hf2_0054,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0054.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,54,,Langaakern,original,True
norway_hf2_0055,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0055.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,55,,Langaakern,sad,True
norway_hf2_0056,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0056.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,56,,Langaakern,tender,True
norway_hf2_0057,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0057.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,57,,LattenSomBedOmNoko,angry,True
norway_hf2_0058,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0058.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,58,,LattenSomBedOmNoko,happy,True
norway_hf2_0059,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0059.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,59,,LattenSomBedOmNoko,original,True
norway_hf2_0060,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0060.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,60,,LattenSomBedOmNoko,sad,True
norway_hf2_0061,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0061.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,61,,LattenSomBedOmNoko,tender,True
norway_hf2_0062,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0062.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,62,processed,Leinen,original,False
norway_hf2_0063,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0063.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,63,processed,Mandagsmorgon,original,False
norway_hf2_0064,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0064.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,64,processed,Myregutspringar,original,False
norway_hf2_0065,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0065.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,65,processed,Peisestugu,original,False
norway_hf2_0066,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0066.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,66,,Perigarden,angry,True
norway_hf2_0067,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0067.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,67,,Perigarden,happy,True
norway_hf2_0068,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0068.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,68,,Perigarden,original,True
norway_hf2_0069,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0069.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,69,,Perigarden,sad,True
norway_hf2_0070,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0070.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,70,,Perigarden,tender,True
norway_hf2_0071,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0071.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,71,processed,Rande-Ambjor2,original,False
norway_hf2_0072,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0072.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,72,,SigneUladalen,angry,True
norway_hf2_0073,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0073.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,73,,SigneUladalen,happy,True
norway_hf2_0074,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0074.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,74,,SigneUladalen,original,True
norway_hf2_0075,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0075.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,75,,SigneUladalen,sad,True
norway_hf2_0076,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0076.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,76,,SigneUladalen,tender,True
norway_hf2_0077,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0077.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,77,,Silkjegulen,angry,True
norway_hf2_0078,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0078.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,78,,Silkjegulen,happy,True
norway_hf2_0079,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0079.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,79,,Silkjegulen,original,True
norway_hf2_0080,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0080.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,80,,Silkjegulen,sad,True
norway_hf2_0081,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0081.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,81,,Silkjegulen,tender,True
norway_hf2_0082,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0082.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,82,,Solmoy,angry,True
norway_hf2_0083,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0083.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,83,,Solmoy,happy,True
norway_hf2_0084,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0084.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,84,,Solmoy,original,True
norway_hf2_0085,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0085.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,85,,Solmoy,sad,True
norway_hf2_0086,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0086.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,86,,Solmoy,tender,True
norway_hf2_0087,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0087.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,87,,Spretten,angry,True
norway_hf2_0088,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0088.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,88,,Spretten,happy,True
norway_hf2_0089,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0089.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,89,,Spretten,original,True
norway_hf2_0090,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0090.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,90,,Spretten,sad,True
norway_hf2_0091,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0091.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,91,,Spretten,tender,True
norway_hf2_0092,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0092.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,92,processed,StoreDekken,original,False
norway_hf2_0093,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0093.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,93,,Strandaspringar,angry,True
norway_hf2_0094,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0094.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,94,,Strandaspringar,happy,True
norway_hf2_0095,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0095.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,95,,Strandaspringar,original,True
norway_hf2_0096,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0096.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,96,,Strandaspringar,sad,True
norway_hf2_0097,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0097.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,97,,Strandaspringar,tender,True
norway_hf2_0098,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0098.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,98,,Tjednbalen,angry,True
norway_hf2_0099,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0099.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,99,,Tjednbalen,happy,True
norway_hf2_0100,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0100.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,100,,Tjednbalen,original,True
norway_hf2_0101,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0101.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,101,,Tjednbalen,sad,True
norway_hf2_0102,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0102.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,102,,Tjednbalen,tender,True
norway_hf2_0103,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0103.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,103,,Toingen,angry,True
norway_hf2_0104,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0104.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,104,,Toingen,happy,True
norway_hf2_0105,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0105.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,105,,Toingen,original,True
norway_hf2_0106,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0106.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,106,,Toingen,sad,True
norway_hf2_0107,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0107.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,107,,Toingen,tender,True
norway_hf2_0108,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0108.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,108,,Valdresspringar,angry,True
norway_hf2_0109,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0109.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,109,,Valdresspringar,happy,True
norway_hf2_0110,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0110.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,110,,Valdresspringar,original,True
norway_hf2_0111,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0111.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,111,,Valdresspringar,sad,True
norway_hf2_0112,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0112.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,112,,Valdresspringar,tender,True
norway_hf2_0113,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0113.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,113,,Vossarull,angry,True
norway_hf2_0114,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0114.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,114,,Vossarull,happy,True
norway_hf2_0115,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0115.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,115,,Vossarull,original,True
norway_hf2_0116,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0116.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,116,,Vossarull,sad,True
norway_hf2_0117,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0117.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,117,,Vossarull,tender,True
norway_hf2_0118,norway,E:\Desktop\Echo\storage\public\research_dataset_v2\norway\audio\norway_hf2_0118.wav,Bots4M/HF2-Hardanger-fiddle-dataset,train,118,processed,Vrengja,original,False
