track_id,culture,audio_path,source_dataset,source_split,source_index,label,title,rights,source_url
2023846_medienarchiv_web_detailansicht_id_171309,germany,audio\2023846_medienarchiv_web_detailansicht_id_171309.mp3,europeana_search,search,46,,Wedding song “I have one thing to mention”; dances and songs played by the peasant bands in Veitsand Elllewick.,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171309?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_175492,germany,audio\2023846_medienarchiv_web_detailansicht_id_175492.mp3,europeana_search,search,47,,"Happiness on, happiness on, the Steiger coming; tape letter and songs// sound examples, played and sung by the manufacturer of the devil’s violin Antonius BGlück",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_175492?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178037,germany,audio\2023846_medienarchiv_web_detailansicht_id_178037.mp3,europeana_search,search,52,,"Zwischen Weserbergen und Steinhuder Meer; Handschriftliches Liederbuch Nr. 23 - Lieder, gesungen von Anna Dreier, Hülshagen, Lied Nr. 35",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178037?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_169319,germany,audio\2023846_medienarchiv_web_detailansicht_id_169319.mp3,europeana_search,search,55,,"Am Bache saß ein wunderschönes Mädchen; Handschriftliches Liederbuch Nr. 08 - Lieder und Gedichte, Lied Nr. 09",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_169319?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_179467,germany,audio\2023846_medienarchiv_web_detailansicht_id_179467.mp3,europeana_search,search,56,,"Die Träne; Liedertexte, gesprochen von Paula Holzapfel, Plettenberg - Oesterau",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_179467?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_181738,germany,audio\2023846_medienarchiv_web_detailansicht_id_181738.mp3,europeana_search,search,64,,Organ play “Der alte Zimmermann”; “anthology” of the song “Der alte Zimmermann” in Olpe,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_181738?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_171175,germany,audio\2023846_medienarchiv_web_detailansicht_id_171175.mp3,europeana_search,search,66,,Returning from the Hiking; handwritten songbook No. 65 - song No. 57,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171175?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178052,germany,audio\2023846_medienarchiv_web_detailansicht_id_178052.mp3,europeana_search,search,67,,"Loved one time and was so happy; handwritten songbook No. 23 - songs sung by Anna Dreier, Hülshagen, song No. 53",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178052?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_180720,germany,audio\2023846_medienarchiv_web_detailansicht_id_180720.mp3,europeana_search,search,77,,Vivat es lebe Braut und Bräutigam; Lieder und Bräuche im Jahreslauf,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_180720?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_171223,germany,audio\2023846_medienarchiv_web_detailansicht_id_171223.mp3,europeana_search,search,83,,"Still ruht der See, die Vöglein schlafen; Handschriftliches Liederbuch Nr. 65 - Glasmacherlieder",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_171223?utm_source=api&utm_medium=api&utm_campaign=api2demo
