track_id,culture,audio_path,source_dataset,source_split,source_index,label,title,language,duration
rtrk_kazakh-traditional-audio_00000013,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000013.wav,rtrk/kazakh-traditional-audio,repo_archive,13,kui,Дүние-ғапыл,kk,201.3
rtrk_kazakh-traditional-audio_00000014,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000014.wav,rtrk/kazakh-traditional-audio,repo_archive,14,kui,Жайнаған,kk,200.1
rtrk_kazakh-traditional-audio_00000015,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000015.wav,rtrk/kazakh-traditional-audio,repo_archive,15,kui,Жалғызаяқ,kk,145.3
rtrk_kazakh-traditional-audio_00000016,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000016.wav,rtrk/kazakh-traditional-audio,repo_archive,16,kui,Жалғызаяқ,kk,158.9
rtrk_kazakh-traditional-audio_00000017,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000017.wav,rtrk/kazakh-traditional-audio,repo_archive,17,kui,Жезкиік (1-нұсқа),kk,175.4
rtrk_kazakh-traditional-audio_00000018,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000018.wav,rtrk/kazakh-traditional-audio,repo_archive,18,kui,Жезкиік (қобыз),kk,180.7
rtrk_kazakh-traditional-audio_00000019,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000019.wav,rtrk/kazakh-traditional-audio,repo_archive,19,kui,Жұман (1-нұсқа),kk,205.7
rtrk_kazakh-traditional-audio_00000020,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000020.wav,rtrk/kazakh-traditional-audio,repo_archive,20,kui,Кертолғау (Сүгір),kk,141.6
rtrk_kazakh-traditional-audio_00000021,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000021.wav,rtrk/kazakh-traditional-audio,repo_archive,21,kui,Еңбек ері,kk,114.1
rtrk_kazakh-traditional-audio_00000022,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000022.wav,rtrk/kazakh-traditional-audio,repo_archive,22,kui,Кертолғау (1-нұсқа),kk,156.0
rtrk_kazakh-traditional-audio_00000023,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000023.wav,rtrk/kazakh-traditional-audio,repo_archive,23,kui,Кертолғау (2-нұсқа),kk,174.4
rtrk_kazakh-traditional-audio_00000024,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000024.wav,rtrk/kazakh-traditional-audio,repo_archive,24,kui,Көкіл,kk,167.5
rtrk_kazakh-traditional-audio_00000025,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000025.wav,rtrk/kazakh-traditional-audio,repo_archive,25,kui,Кісен ашқан,kk,148.4
rtrk_kazakh-traditional-audio_00000026,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000026.wav,rtrk/kazakh-traditional-audio,repo_archive,26,kui,Кішкентай,kk,219.0
rtrk_kazakh-traditional-audio_00000027,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000027.wav,rtrk/kazakh-traditional-audio,repo_archive,27,kui,Қазан (қобыз) (1-нұсқа),kk,176.3
rtrk_kazakh-traditional-audio_00000028,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000028.wav,rtrk/kazakh-traditional-audio,repo_archive,28,kui,Қайғылы қара,kk,167.9
rtrk_kazakh-traditional-audio_00000029,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000029.wav,rtrk/kazakh-traditional-audio,repo_archive,29,kui,Қарқарау,kk,96.0
rtrk_kazakh-traditional-audio_00000030,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000030.wav,rtrk/kazakh-traditional-audio,repo_archive,30,kui,Қоңыр (қобыз),kk,180.3
rtrk_kazakh-traditional-audio_00000031,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000031.wav,rtrk/kazakh-traditional-audio,repo_archive,31,kui,Қосалқа (2-ші түрі),kk,128.9
rtrk_kazakh-traditional-audio_00000032,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000032.wav,rtrk/kazakh-traditional-audio,repo_archive,32,kui,Қайран шешем,kk,125.8
rtrk_kazakh-traditional-audio_00000033,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000033.wav,rtrk/kazakh-traditional-audio,repo_archive,33,kui,Қызыл қайың,kk,125.6
rtrk_kazakh-traditional-audio_00000034,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000034.wav,rtrk/kazakh-traditional-audio,repo_archive,34,kui,Мұңлық-Зарлық (қобыз),kk,135.4
rtrk_kazakh-traditional-audio_00000035,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000035.wav,rtrk/kazakh-traditional-audio,repo_archive,35,kui,Ноғайлының босқаны,kk,99.5
rtrk_kazakh-traditional-audio_00000036,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000036.wav,rtrk/kazakh-traditional-audio,repo_archive,36,kui,Нұрғазарын,kk,133.6
rtrk_kazakh-traditional-audio_00000037,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000037.wav,rtrk/kazakh-traditional-audio,repo_archive,37,kui,Салтанат,kk,246.2
rtrk_kazakh-traditional-audio_00000038,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000038.wav,rtrk/kazakh-traditional-audio,repo_archive,38,kui,Саранжап,kk,64.9
rtrk_kazakh-traditional-audio_00000039,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000039.wav,rtrk/kazakh-traditional-audio,repo_archive,39,kui,Секіртпе,kk,51.5
rtrk_kazakh-traditional-audio_00000040,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000040.wav,rtrk/kazakh-traditional-audio,repo_archive,40,kui,Соқыр Есжан,kk,123.0
rtrk_kazakh-traditional-audio_00000041,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000041.wav,rtrk/kazakh-traditional-audio,repo_archive,41,kui,Сылқылдақ,kk,134.8
rtrk_kazakh-traditional-audio_00000042,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000042.wav,rtrk/kazakh-traditional-audio,repo_archive,42,kui,Топан,kk,133.9
rtrk_kazakh-traditional-audio_00000043,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000043.wav,rtrk/kazakh-traditional-audio,repo_archive,43,kui,Қара қасқа ат,kk,212.8
rtrk_kazakh-traditional-audio_00000044,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000044.wav,rtrk/kazakh-traditional-audio,repo_archive,44,kui,Шалқыма (1-нұсқа),kk,131.4
rtrk_kazakh-traditional-audio_00000045,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000045.wav,rtrk/kazakh-traditional-audio,repo_archive,45,kui,Шалқыма (2-нұсқа),kk,212.6
rtrk_kazakh-traditional-audio_00000046,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000046.wav,rtrk/kazakh-traditional-audio,repo_archive,46,kui,Шыңырау (қобыз),kk,108.8
rtrk_kazakh-traditional-audio_00000047,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000047.wav,rtrk/kazakh-traditional-audio,repo_archive,47,kui,Шыңырау (қобыз),kk,155.5
rtrk_kazakh-traditional-audio_00000048,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000048.wav,rtrk/kazakh-traditional-audio,repo_archive,48,kui,Ыңғайтөк,kk,126.8
rtrk_kazakh-traditional-audio_00000049,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000049.wav,rtrk/kazakh-traditional-audio,repo_archive,49,kui,Ілме,kk,92.6
rtrk_kazakh-traditional-audio_00000050,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000050.wav,rtrk/kazakh-traditional-audio,repo_archive,50,kui,Өтті-кетті,kk,162.6
rtrk_kazakh-traditional-audio_00000051,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000051.wav,rtrk/kazakh-traditional-audio,repo_archive,51,kui,Домалатпай,kk,132.9
rtrk_kazakh-traditional-audio_00000052,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000052.wav,rtrk/kazakh-traditional-audio,repo_archive,52,kui,Торы ат,kk,141.2
rtrk_kazakh-traditional-audio_00000053,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000053.wav,rtrk/kazakh-traditional-audio,repo_archive,53,kui,Қара төс,kk,138.7
rtrk_kazakh-traditional-audio_00000054,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000054.wav,rtrk/kazakh-traditional-audio,repo_archive,54,kui,Әсемқоңыр,kk,173.7
rtrk_kazakh-traditional-audio_00000055,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000055.wav,rtrk/kazakh-traditional-audio,repo_archive,55,kui,Бірінші май,kk,128.0
rtrk_kazakh-traditional-audio_00000056,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000056.wav,rtrk/kazakh-traditional-audio,repo_archive,56,kui,Қоңыр,kk,144.2
rtrk_kazakh-traditional-audio_00000057,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000057.wav,rtrk/kazakh-traditional-audio,repo_archive,57,kui,Ел айырылған,kk,186.1
rtrk_kazakh-traditional-audio_00000058,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000058.wav,rtrk/kazakh-traditional-audio,repo_archive,58,kui,Ақжарма,kk,203.3
rtrk_kazakh-traditional-audio_00000059,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000059.wav,rtrk/kazakh-traditional-audio,repo_archive,59,kui,Аққу,kk,183.8
rtrk_kazakh-traditional-audio_00000060,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000060.wav,rtrk/kazakh-traditional-audio,repo_archive,60,kui,"Аман бол, шешем, аман бол",kk,137.3
rtrk_kazakh-traditional-audio_00000061,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000061.wav,rtrk/kazakh-traditional-audio,repo_archive,61,kui,Аңшының зары,kk,146.8
rtrk_kazakh-traditional-audio_00000062,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000062.wav,rtrk/kazakh-traditional-audio,repo_archive,62,kui,Балбырауын,kk,105.9
rtrk_kazakh-traditional-audio_00000063,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000063.wav,rtrk/kazakh-traditional-audio,repo_archive,63,kui,Ерден,kk,162.5
rtrk_kazakh-traditional-audio_00000064,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000064.wav,rtrk/kazakh-traditional-audio,repo_archive,64,kui,Жастық шақ,kk,95.1
rtrk_kazakh-traditional-audio_00000065,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000065.wav,rtrk/kazakh-traditional-audio,repo_archive,65,kui,Қосалқа,kk,199.7
rtrk_kazakh-traditional-audio_00000066,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000066.wav,rtrk/kazakh-traditional-audio,repo_archive,66,kui,Жолаушының жолды қоңыры (қыздың тартқаны),kk,129.8
rtrk_kazakh-traditional-audio_00000067,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000067.wav,rtrk/kazakh-traditional-audio,repo_archive,67,kui,Заман-ай (2-нұсқа),kk,130.5
rtrk_kazakh-traditional-audio_00000068,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000068.wav,rtrk/kazakh-traditional-audio,repo_archive,68,kui,Көкейкесті,kk,154.4
rtrk_kazakh-traditional-audio_00000069,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000069.wav,rtrk/kazakh-traditional-audio,repo_archive,69,kui,Қаншайым,kk,97.9
rtrk_kazakh-traditional-audio_00000070,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000070.wav,rtrk/kazakh-traditional-audio,repo_archive,70,kui,Құдаша,kk,160.7
rtrk_kazakh-traditional-audio_00000071,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000071.wav,rtrk/kazakh-traditional-audio,repo_archive,71,kui,Қырмызы қосбасар,kk,101.8
rtrk_kazakh-traditional-audio_00000072,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000072.wav,rtrk/kazakh-traditional-audio,repo_archive,72,kui,Назқоңыр,kk,210.7
rtrk_kazakh-traditional-audio_00000073,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000073.wav,rtrk/kazakh-traditional-audio,repo_archive,73,kui,Сал күрең,kk,107.3
rtrk_kazakh-traditional-audio_00000074,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000074.wav,rtrk/kazakh-traditional-audio,repo_archive,74,kui,Сән-ау,kk,158.4
rtrk_kazakh-traditional-audio_00000075,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000075.wav,rtrk/kazakh-traditional-audio,repo_archive,75,kui,Сылқылдақ,kk,142.7
rtrk_kazakh-traditional-audio_00000076,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000076.wav,rtrk/kazakh-traditional-audio,repo_archive,76,kui,Он алтыншы жыл,kk,179.8
rtrk_kazakh-traditional-audio_00000077,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000077.wav,rtrk/kazakh-traditional-audio,repo_archive,77,kui,Телқоңыр,kk,185.2
rtrk_kazakh-traditional-audio_00000078,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000078.wav,rtrk/kazakh-traditional-audio,repo_archive,78,kui,Тоғыз тарау,kk,173.4
rtrk_kazakh-traditional-audio_00000079,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000079.wav,rtrk/kazakh-traditional-audio,repo_archive,79,kui,Терісқақпай,kk,129.6
rtrk_kazakh-traditional-audio_00000080,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000080.wav,rtrk/kazakh-traditional-audio,repo_archive,80,kui,Жеңіс,kk,87.5
rtrk_kazakh-traditional-audio_00000081,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000081.wav,rtrk/kazakh-traditional-audio,repo_archive,81,kui,Балқаймақ,kk,125.1
rtrk_kazakh-traditional-audio_00000082,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000082.wav,rtrk/kazakh-traditional-audio,repo_archive,82,kui,Сарыжайлау,kk,109.3
rtrk_kazakh-traditional-audio_00000083,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000083.wav,rtrk/kazakh-traditional-audio,repo_archive,83,kui,Күнтай,kk,132.8
rtrk_kazakh-traditional-audio_00000084,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000084.wav,rtrk/kazakh-traditional-audio,repo_archive,84,kui,Әләйім жалған,kk,134.3
rtrk_kazakh-traditional-audio_00000085,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000085.wav,rtrk/kazakh-traditional-audio,repo_archive,85,kui,Кербез керік,kk,120.8
rtrk_kazakh-traditional-audio_00000086,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000086.wav,rtrk/kazakh-traditional-audio,repo_archive,86,kui,Шабыт,kk,75.7
rtrk_kazakh-traditional-audio_00000087,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000087.wav,rtrk/kazakh-traditional-audio,repo_archive,87,kui,Ақжелең,kk,110.1
rtrk_kazakh-traditional-audio_00000088,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000088.wav,rtrk/kazakh-traditional-audio,repo_archive,88,kui,Аққу (қобыз),kk,135.3
rtrk_kazakh-traditional-audio_00000089,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000089.wav,rtrk/kazakh-traditional-audio,repo_archive,89,kui,Серпер,kk,165.7
rtrk_kazakh-traditional-audio_00000090,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000090.wav,rtrk/kazakh-traditional-audio,repo_archive,90,kui,Белгісіз солдат,kk,170.4
rtrk_kazakh-traditional-audio_00000091,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000091.wav,rtrk/kazakh-traditional-audio,repo_archive,91,kui,Боғда,kk,118.2
rtrk_kazakh-traditional-audio_00000092,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000092.wav,rtrk/kazakh-traditional-audio,repo_archive,92,kui,Ел айырылған,kk,162.2
rtrk_kazakh-traditional-audio_00000093,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000093.wav,rtrk/kazakh-traditional-audio,repo_archive,93,kui,Қарасай,kk,137.5
rtrk_kazakh-traditional-audio_00000094,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000094.wav,rtrk/kazakh-traditional-audio,repo_archive,94,kui,Қоңыр қаз,kk,162.7
rtrk_kazakh-traditional-audio_00000095,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000095.wav,rtrk/kazakh-traditional-audio,repo_archive,95,kui,Мүсірәлі,kk,163.8
rtrk_kazakh-traditional-audio_00000096,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000096.wav,rtrk/kazakh-traditional-audio,repo_archive,96,kui,Бозінген (1-нұсқа),kk,134.5
rtrk_kazakh-traditional-audio_00000097,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000097.wav,rtrk/kazakh-traditional-audio,repo_archive,97,kui,Жұман (2-нұсқа),kk,147.8
rtrk_kazakh-traditional-audio_00000098,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000098.wav,rtrk/kazakh-traditional-audio,repo_archive,98,kui,Сән-ау,kk,141.8
rtrk_kazakh-traditional-audio_00000099,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000099.wav,rtrk/kazakh-traditional-audio,repo_archive,99,kui,Қаратау шертпесі,kk,163.9
rtrk_kazakh-traditional-audio_00000100,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000100.wav,rtrk/kazakh-traditional-audio,repo_archive,100,kui,Телқоңыр,kk,137.2
rtrk_kazakh-traditional-audio_00000101,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000101.wav,rtrk/kazakh-traditional-audio,repo_archive,101,kui,Жезкиік,kk,180.5
rtrk_kazakh-traditional-audio_00000102,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000102.wav,rtrk/kazakh-traditional-audio,repo_archive,102,kui,Зар қосбасар,kk,179.4
rtrk_kazakh-traditional-audio_00000103,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000103.wav,rtrk/kazakh-traditional-audio,repo_archive,103,kui,Қосбасар,kk,151.3
rtrk_kazakh-traditional-audio_00000104,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000104.wav,rtrk/kazakh-traditional-audio,repo_archive,104,kui,Қосбасар,kk,159.3
rtrk_kazakh-traditional-audio_00000105,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000105.wav,rtrk/kazakh-traditional-audio,repo_archive,105,kui,Тоғыз тарау,kk,174.0
rtrk_kazakh-traditional-audio_00000106,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000106.wav,rtrk/kazakh-traditional-audio,repo_archive,106,kui,Бестөре,kk,191.2
rtrk_kazakh-traditional-audio_00000107,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000107.wav,rtrk/kazakh-traditional-audio,repo_archive,107,kui,Сарыжайлау,kk,132.9
rtrk_kazakh-traditional-audio_00000108,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000108.wav,rtrk/kazakh-traditional-audio,repo_archive,108,kui,Азамат Қожа,kk,188.7
rtrk_kazakh-traditional-audio_00000109,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000109.wav,rtrk/kazakh-traditional-audio,repo_archive,109,kui,Нарату,kk,174.3
rtrk_kazakh-traditional-audio_00000110,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000110.wav,rtrk/kazakh-traditional-audio,repo_archive,110,kui,Арнау,kk,112.9
rtrk_kazakh-traditional-audio_00000111,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000111.wav,rtrk/kazakh-traditional-audio,repo_archive,111,kui,Кеңес,kk,139.9
rtrk_kazakh-traditional-audio_00000112,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000112.wav,rtrk/kazakh-traditional-audio,repo_archive,112,kui,Кеңжайлау,kk,163.6
rtrk_kazakh-traditional-audio_00000113,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000113.wav,rtrk/kazakh-traditional-audio,repo_archive,113,kui,Салтанат,kk,142.2
rtrk_kazakh-traditional-audio_00000114,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000114.wav,rtrk/kazakh-traditional-audio,repo_archive,114,kui,Жұртта қалған,kk,101.6
rtrk_kazakh-traditional-audio_00000115,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000115.wav,rtrk/kazakh-traditional-audio,repo_archive,115,kui,Алшағыр,kk,144.7
rtrk_kazakh-traditional-audio_00000116,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000116.wav,rtrk/kazakh-traditional-audio,repo_archive,116,kui,"Жұмыр, қылыш",kk,171.3
rtrk_kazakh-traditional-audio_00000117,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000117.wav,rtrk/kazakh-traditional-audio,repo_archive,117,kui,Қарт науайы,kk,209.1
rtrk_kazakh-traditional-audio_00000118,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000118.wav,rtrk/kazakh-traditional-audio,repo_archive,118,kui,Қосбасар,kk,152.4
rtrk_kazakh-traditional-audio_00000119,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000119.wav,rtrk/kazakh-traditional-audio,repo_archive,119,kui,Қосбасар,kk,133.5
rtrk_kazakh-traditional-audio_00000120,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000120.wav,rtrk/kazakh-traditional-audio,repo_archive,120,kui,Ақсақ құлан,kk,227.5
rtrk_kazakh-traditional-audio_00000121,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000121.wav,rtrk/kazakh-traditional-audio,repo_archive,121,kui,Тоқтаған,kk,112.6
rtrk_kazakh-traditional-audio_00000122,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000122.wav,rtrk/kazakh-traditional-audio,repo_archive,122,kui,Қазақстан жастары,kk,190.3
rtrk_kazakh-traditional-audio_00000123,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000123.wav,rtrk/kazakh-traditional-audio,repo_archive,123,kui,Шыңырау,kk,161.9
rtrk_kazakh-traditional-audio_00000124,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000124.wav,rtrk/kazakh-traditional-audio,repo_archive,124,kui,Бестөре,kk,218.5
rtrk_kazakh-traditional-audio_00000125,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000125.wav,rtrk/kazakh-traditional-audio,repo_archive,125,kui,Көкейкесті,kk,195.0
rtrk_kazakh-traditional-audio_00000126,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000126.wav,rtrk/kazakh-traditional-audio,repo_archive,126,kui,Сарыжайлау,kk,213.8
rtrk_kazakh-traditional-audio_00000127,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000127.wav,rtrk/kazakh-traditional-audio,repo_archive,127,kui,Шыңырау,kk,117.9
rtrk_kazakh-traditional-audio_00000128,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000128.wav,rtrk/kazakh-traditional-audio,repo_archive,128,kui,Қорамжан,kk,118.0
rtrk_kazakh-traditional-audio_00000129,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000129.wav,rtrk/kazakh-traditional-audio,repo_archive,129,kui,Беласар,kk,109.3
rtrk_kazakh-traditional-audio_00000130,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000130.wav,rtrk/kazakh-traditional-audio,repo_archive,130,kui,Аққыздың шертпесі,kk,90.4
rtrk_kazakh-traditional-audio_00000131,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000131.wav,rtrk/kazakh-traditional-audio,repo_archive,131,kui,Назым,kk,142.6
rtrk_kazakh-traditional-audio_00000132,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000132.wav,rtrk/kazakh-traditional-audio,repo_archive,132,kui,Ноғай зары,kk,130.8
rtrk_kazakh-traditional-audio_00000133,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000133.wav,rtrk/kazakh-traditional-audio,repo_archive,133,kui,Домбыра,kk,210.7
rtrk_kazakh-traditional-audio_00000134,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000134.wav,rtrk/kazakh-traditional-audio,repo_archive,134,kui,Көроғлы,kk,137.7
rtrk_kazakh-traditional-audio_00000135,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000135.wav,rtrk/kazakh-traditional-audio,repo_archive,135,kui,Төрт толғау (Арнау),kk,123.7
rtrk_kazakh-traditional-audio_00000136,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000136.wav,rtrk/kazakh-traditional-audio,repo_archive,136,kui,Төрт толғау (Естірту),kk,194.6
rtrk_kazakh-traditional-audio_00000137,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000137.wav,rtrk/kazakh-traditional-audio,repo_archive,137,kui,Төрт толғау (жоқтау),kk,112.3
rtrk_kazakh-traditional-audio_00000138,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000138.wav,rtrk/kazakh-traditional-audio,repo_archive,138,kui,Төрт толғау (зарлау),kk,127.4
rtrk_kazakh-traditional-audio_00000139,kazakhstan,audio/rtrk_kazakh-traditional-audio_00000139.wav,rtrk/kazakh-traditional-audio,repo_archive,139,kui,Төремұрат,kk,134.0
