track_id,culture,split
neerajaabhyankar_hindustani-raag-small_00000071,india,train
neerajaabhyankar_hindustani-raag-small_00000072,india,train
neerajaabhyankar_hindustani-raag-small_00000073,india,train
neerajaabhyankar_hindustani-raag-small_00000074,india,train
neerajaabhyankar_hindustani-raag-small_00000075,india,train
neerajaabhyankar_hindustani-raag-small_00000076,india,train
neerajaabhyankar_hindustani-raag-small_00000078,india,train
neerajaabhyankar_hindustani-raag-small_00000079,india,train
neerajaabhyankar_hindustani-raag-small_00000080,india,train
neerajaabhyankar_hindustani-raag-small_00000081,india,train
neerajaabhyankar_hindustani-raag-small_00000082,india,train
neerajaabhyankar_hindustani-raag-small_00000083,india,train
neerajaabhyankar_hindustani-raag-small_00000084,india,train
neerajaabhyankar_hindustani-raag-small_00000085,india,train
neerajaabhyankar_hindustani-raag-small_00000086,india,train
neerajaabhyankar_hindustani-raag-small_00000087,india,train
neerajaabhyankar_hindustani-raag-small_00000088,india,train
neerajaabhyankar_hindustani-raag-small_00000089,india,train
neerajaabhyankar_hindustani-raag-small_00000090,india,train
neerajaabhyankar_hindustani-raag-small_00000091,india,train
neerajaabhyankar_hindustani-raag-small_00000092,india,train
neerajaabhyankar_hindustani-raag-small_00000093,india,train
neerajaabhyankar_hindustani-raag-small_00000094,india,train
neerajaabhyankar_hindustani-raag-small_00000095,india,train
neerajaabhyankar_hindustani-raag-small_00000096,india,train
neerajaabhyankar_hindustani-raag-small_00000098,india,train
neerajaabhyankar_hindustani-raag-small_00000099,india,train
neerajaabhyankar_hindustani-raag-small_00000100,india,train
neerajaabhyankar_hindustani-raag-small_00000101,india,train
neerajaabhyankar_hindustani-raag-small_00000103,india,train
neerajaabhyankar_hindustani-raag-small_00000104,india,train
neerajaabhyankar_hindustani-raag-small_00000105,india,train
neerajaabhyankar_hindustani-raag-small_00000106,india,train
neerajaabhyankar_hindustani-raag-small_00000107,india,train
neerajaabhyankar_hindustani-raag-small_00000108,india,train
neerajaabhyankar_hindustani-raag-small_00000111,india,train
neerajaabhyankar_hindustani-raag-small_00000112,india,train
neerajaabhyankar_hindustani-raag-small_00000114,india,train
neerajaabhyankar_hindustani-raag-small_00000115,india,train
neerajaabhyankar_hindustani-raag-small_00000116,india,train
neerajaabhyankar_hindustani-raag-small_00000117,india,train
neerajaabhyankar_hindustani-raag-small_00000118,india,train
neerajaabhyankar_hindustani-raag-small_00000119,india,train
neerajaabhyankar_hindustani-raag-small_00000120,india,train
neerajaabhyankar_hindustani-raag-small_00000121,india,train
neerajaabhyankar_hindustani-raag-small_00000122,india,train
neerajaabhyankar_hindustani-raag-small_00000123,india,train
neerajaabhyankar_hindustani-raag-small_00000124,india,train
neerajaabhyankar_hindustani-raag-small_00000125,india,train
neerajaabhyankar_hindustani-raag-small_00000126,india,train
neerajaabhyankar_hindustani-raag-small_00000127,india,train
neerajaabhyankar_hindustani-raag-small_00000128,india,train
neerajaabhyankar_hindustani-raag-small_00000129,india,train
neerajaabhyankar_hindustani-raag-small_00000130,india,train
neerajaabhyankar_hindustani-raag-small_00000131,india,train
neerajaabhyankar_hindustani-raag-small_00000132,india,train
neerajaabhyankar_hindustani-raag-small_00000133,india,train
neerajaabhyankar_hindustani-raag-small_00000135,india,train
neerajaabhyankar_hindustani-raag-small_00000137,india,train
neerajaabhyankar_hindustani-raag-small_00000138,india,train
neerajaabhyankar_hindustani-raag-small_00000142,india,train
neerajaabhyankar_hindustani-raag-small_00000143,india,train
neerajaabhyankar_hindustani-raag-small_00000144,india,train
neerajaabhyankar_hindustani-raag-small_00000145,india,train
neerajaabhyankar_hindustani-raag-small_00000146,india,train
neerajaabhyankar_hindustani-raag-small_00000149,india,train
neerajaabhyankar_hindustani-raag-small_00000150,india,train
neerajaabhyankar_hindustani-raag-small_00000151,india,train
neerajaabhyankar_hindustani-raag-small_00000152,india,train
neerajaabhyankar_hindustani-raag-small_00000153,india,train
neerajaabhyankar_hindustani-raag-small_00000154,india,train
neerajaabhyankar_hindustani-raag-small_00000155,india,train
neerajaabhyankar_hindustani-raag-small_00000156,india,train
neerajaabhyankar_hindustani-raag-small_00000157,india,train
neerajaabhyankar_hindustani-raag-small_00000158,india,train
neerajaabhyankar_hindustani-raag-small_00000159,india,train
sanchit-gandhi_gtzan_00000000,west,train
sanchit-gandhi_gtzan_00000001,west,train
sanchit-gandhi_gtzan_00000002,west,train
sanchit-gandhi_gtzan_00000003,west,train
sanchit-gandhi_gtzan_00000004,west,train
sanchit-gandhi_gtzan_00000005,west,train
sanchit-gandhi_gtzan_00000007,west,train
sanchit-gandhi_gtzan_00000009,west,train
sanchit-gandhi_gtzan_00000010,west,train
sanchit-gandhi_gtzan_00000011,west,train
sanchit-gandhi_gtzan_00000012,west,train
sanchit-gandhi_gtzan_00000015,west,train
sanchit-gandhi_gtzan_00000016,west,train
sanchit-gandhi_gtzan_00000018,west,train
sanchit-gandhi_gtzan_00000019,west,train
sanchit-gandhi_gtzan_00000020,west,train
sanchit-gandhi_gtzan_00000022,west,train
sanchit-gandhi_gtzan_00000024,west,train
sanchit-gandhi_gtzan_00000025,west,train
sanchit-gandhi_gtzan_00000026,west,train
sanchit-gandhi_gtzan_00000027,west,train
sanchit-gandhi_gtzan_00000029,west,train
sanchit-gandhi_gtzan_00000030,west,train
sanchit-gandhi_gtzan_00000031,west,train
sanchit-gandhi_gtzan_00000032,west,train
sanchit-gandhi_gtzan_00000033,west,train
sanchit-gandhi_gtzan_00000034,west,train
sanchit-gandhi_gtzan_00000035,west,train
sanchit-gandhi_gtzan_00000036,west,train
sanchit-gandhi_gtzan_00000037,west,train
sanchit-gandhi_gtzan_00000039,west,train
sanchit-gandhi_gtzan_00000040,west,train
sanchit-gandhi_gtzan_00000041,west,train
sanchit-gandhi_gtzan_00000042,west,train
sanchit-gandhi_gtzan_00000043,west,train
sanchit-gandhi_gtzan_00000044,west,train
sanchit-gandhi_gtzan_00000045,west,train
sanchit-gandhi_gtzan_00000046,west,train
sanchit-gandhi_gtzan_00000047,west,train
sanchit-gandhi_gtzan_00000048,west,train
sanchit-gandhi_gtzan_00000049,west,train
sanchit-gandhi_gtzan_00000050,west,train
sanchit-gandhi_gtzan_00000051,west,train
sanchit-gandhi_gtzan_00000052,west,train
sanchit-gandhi_gtzan_00000053,west,train
sanchit-gandhi_gtzan_00000055,west,train
sanchit-gandhi_gtzan_00000056,west,train
sanchit-gandhi_gtzan_00000058,west,train
sanchit-gandhi_gtzan_00000059,west,train
sanchit-gandhi_gtzan_00000060,west,train
sanchit-gandhi_gtzan_00000061,west,train
sanchit-gandhi_gtzan_00000062,west,train
sanchit-gandhi_gtzan_00000063,west,train
sanchit-gandhi_gtzan_00000065,west,train
sanchit-gandhi_gtzan_00000066,west,train
sanchit-gandhi_gtzan_00000067,west,train
sanchit-gandhi_gtzan_00000068,west,train
sanchit-gandhi_gtzan_00000070,west,train
sanchit-gandhi_gtzan_00000071,west,train
sanchit-gandhi_gtzan_00000072,west,train
sanchit-gandhi_gtzan_00000073,west,train
sanchit-gandhi_gtzan_00000074,west,train
sanchit-gandhi_gtzan_00000075,west,train
sanchit-gandhi_gtzan_00000076,west,train
sanchit-gandhi_gtzan_00000077,west,train
sanchit-gandhi_gtzan_00000078,west,train
sanchit-gandhi_gtzan_00000079,west,train
sanchit-gandhi_gtzan_00000080,west,train
sanchit-gandhi_gtzan_00000083,west,train
sanchit-gandhi_gtzan_00000084,west,train
sanchit-gandhi_gtzan_00000086,west,train
sanchit-gandhi_gtzan_00000087,west,train
sanchit-gandhi_gtzan_00000088,west,train
sanchit-gandhi_gtzan_00000089,west,train
sanchit-gandhi_gtzan_00000090,west,train
sanchit-gandhi_gtzan_00000091,west,train
sanchit-gandhi_gtzan_00000092,west,train
sanchit-gandhi_gtzan_00000094,west,train
sanchit-gandhi_gtzan_00000095,west,train
sanchit-gandhi_gtzan_00000096,west,train
sanchit-gandhi_gtzan_00000097,west,train
sanchit-gandhi_gtzan_00000098,west,train
sanchit-gandhi_gtzan_00000100,west,train
sanchit-gandhi_gtzan_00000102,west,train
sanchit-gandhi_gtzan_00000103,west,train
sanchit-gandhi_gtzan_00000104,west,train
sanchit-gandhi_gtzan_00000105,west,train
sanchit-gandhi_gtzan_00000106,west,train
sanchit-gandhi_gtzan_00000107,west,train
sanchit-gandhi_gtzan_00000108,west,train
sanchit-gandhi_gtzan_00000110,west,train
sanchit-gandhi_gtzan_00000111,west,train
sanchit-gandhi_gtzan_00000112,west,train
sanchit-gandhi_gtzan_00000113,west,train
sanchit-gandhi_gtzan_00000115,west,train
sanchit-gandhi_gtzan_00000116,west,train
sanchit-gandhi_gtzan_00000117,west,train
sanchit-gandhi_gtzan_00000118,west,train
sanchit-gandhi_gtzan_00000120,west,train
sanchit-gandhi_gtzan_00000122,west,train
sanchit-gandhi_gtzan_00000123,west,train
sanchit-gandhi_gtzan_00000124,west,train
sanchit-gandhi_gtzan_00000127,west,train
sanchit-gandhi_gtzan_00000128,west,train
sanchit-gandhi_gtzan_00000129,west,train
sanchit-gandhi_gtzan_00000130,west,train
sanchit-gandhi_gtzan_00000131,west,train
sanchit-gandhi_gtzan_00000132,west,train
sanchit-gandhi_gtzan_00000134,west,train
sanchit-gandhi_gtzan_00000135,west,train
sanchit-gandhi_gtzan_00000136,west,train
sanchit-gandhi_gtzan_00000137,west,train
sanchit-gandhi_gtzan_00000140,west,train
sanchit-gandhi_gtzan_00000142,west,train
sanchit-gandhi_gtzan_00000143,west,train
sanchit-gandhi_gtzan_00000144,west,train
sanchit-gandhi_gtzan_00000145,west,train
sanchit-gandhi_gtzan_00000146,west,train
sanchit-gandhi_gtzan_00000147,west,train
sanchit-gandhi_gtzan_00000148,west,train
sanchit-gandhi_gtzan_00000150,west,train
sanchit-gandhi_gtzan_00000151,west,train
sanchit-gandhi_gtzan_00000152,west,train
sanchit-gandhi_gtzan_00000153,west,train
sanchit-gandhi_gtzan_00000154,west,train
sanchit-gandhi_gtzan_00000156,west,train
sanchit-gandhi_gtzan_00000158,west,train
sanchit-gandhi_gtzan_00000159,west,train
bilal63_turkish_music_emotion_dataset_00000023,turkey,val
bilal63_turkish_music_emotion_dataset_00000031,turkey,val
bilal63_turkish_music_emotion_dataset_00000043,turkey,val
bilal63_turkish_music_emotion_dataset_00000054,turkey,val
bilal63_turkish_music_emotion_dataset_00000062,turkey,val
bilal63_turkish_music_emotion_dataset_00000066,turkey,val
bilal63_turkish_music_emotion_dataset_00000085,turkey,val
bilal63_turkish_music_emotion_dataset_00000091,turkey,val
bilal63_turkish_music_emotion_dataset_00000092,turkey,val
bilal63_turkish_music_emotion_dataset_00000093,turkey,val
bilal63_turkish_music_emotion_dataset_00000095,turkey,val
bilal63_turkish_music_emotion_dataset_00000136,turkey,val
bilal63_turkish_music_emotion_dataset_00000143,turkey,val
bilal63_turkish_music_emotion_dataset_00000145,turkey,val
bilal63_turkish_music_emotion_dataset_00000150,turkey,val
bilal63_turkish_music_emotion_dataset_00000157,turkey,val
neerajaabhyankar_hindustani-raag-small_00000006,india,val
neerajaabhyankar_hindustani-raag-small_00000015,india,val
neerajaabhyankar_hindustani-raag-small_00000016,india,val
neerajaabhyankar_hindustani-raag-small_00000023,india,val
neerajaabhyankar_hindustani-raag-small_00000030,india,val
neerajaabhyankar_hindustani-raag-small_00000031,india,val
neerajaabhyankar_hindustani-raag-small_00000034,india,val
neerajaabhyankar_hindustani-raag-small_00000035,india,val
neerajaabhyankar_hindustani-raag-small_00000044,india,val
neerajaabhyankar_hindustani-raag-small_00000049,india,val
neerajaabhyankar_hindustani-raag-small_00000058,india,val
neerajaabhyankar_hindustani-raag-small_00000060,india,val
neerajaabhyankar_hindustani-raag-small_00000077,india,val
neerajaabhyankar_hindustani-raag-small_00000109,india,val
neerajaabhyankar_hindustani-raag-small_00000134,india,val
neerajaabhyankar_hindustani-raag-small_00000148,india,val
sanchit-gandhi_gtzan_00000013,west,val
sanchit-gandhi_gtzan_00000014,west,val
sanchit-gandhi_gtzan_00000017,west,val
sanchit-gandhi_gtzan_00000028,west,val
sanchit-gandhi_gtzan_00000054,west,val
sanchit-gandhi_gtzan_00000057,west,val
sanchit-gandhi_gtzan_00000082,west,val
sanchit-gandhi_gtzan_00000093,west,val
sanchit-gandhi_gtzan_00000099,west,val
sanchit-gandhi_gtzan_00000101,west,val
sanchit-gandhi_gtzan_00000109,west,val
sanchit-gandhi_gtzan_00000119,west,val
sanchit-gandhi_gtzan_00000121,west,val
sanchit-gandhi_gtzan_00000125,west,val
sanchit-gandhi_gtzan_00000138,west,val
sanchit-gandhi_gtzan_00000139,west,val
bilal63_turkish_music_emotion_dataset_00000001,turkey,test
bilal63_turkish_music_emotion_dataset_00000007,turkey,test
bilal63_turkish_music_emotion_dataset_00000013,turkey,test
bilal63_turkish_music_emotion_dataset_00000014,turkey,test
bilal63_turkish_music_emotion_dataset_00000020,turkey,test
bilal63_turkish_music_emotion_dataset_00000032,turkey,test
bilal63_turkish_music_emotion_dataset_00000037,turkey,test
bilal63_turkish_music_emotion_dataset_00000060,turkey,test
bilal63_turkish_music_emotion_dataset_00000063,turkey,test
bilal63_turkish_music_emotion_dataset_00000076,turkey,test
bilal63_turkish_music_emotion_dataset_00000078,turkey,test
bilal63_turkish_music_emotion_dataset_00000081,turkey,test
bilal63_turkish_music_emotion_dataset_00000088,turkey,test
bilal63_turkish_music_emotion_dataset_00000120,turkey,test
bilal63_turkish_music_emotion_dataset_00000151,turkey,test
bilal63_turkish_music_emotion_dataset_00000158,turkey,test
neerajaabhyankar_hindustani-raag-small_00000014,india,test
neerajaabhyankar_hindustani-raag-small_00000019,india,test
neerajaabhyankar_hindustani-raag-small_00000022,india,test
neerajaabhyankar_hindustani-raag-small_00000036,india,test
neerajaabhyankar_hindustani-raag-small_00000041,india,test
neerajaabhyankar_hindustani-raag-small_00000047,india,test
neerajaabhyankar_hindustani-raag-small_00000064,india,test
neerajaabhyankar_hindustani-raag-small_00000097,india,test
neerajaabhyankar_hindustani-raag-small_00000102,india,test
neerajaabhyankar_hindustani-raag-small_00000110,india,test
neerajaabhyankar_hindustani-raag-small_00000113,india,test
neerajaabhyankar_hindustani-raag-small_00000136,india,test
neerajaabhyankar_hindustani-raag-small_00000139,india,test
neerajaabhyankar_hindustani-raag-small_00000140,india,test
neerajaabhyankar_hindustani-raag-small_00000141,india,test
neerajaabhyankar_hindustani-raag-small_00000147,india,test
sanchit-gandhi_gtzan_00000006,west,test
sanchit-gandhi_gtzan_00000008,west,test
sanchit-gandhi_gtzan_00000021,west,test
sanchit-gandhi_gtzan_00000023,west,test
sanchit-gandhi_gtzan_00000038,west,test
sanchit-gandhi_gtzan_00000064,west,test
sanchit-gandhi_gtzan_00000069,west,test
sanchit-gandhi_gtzan_00000081,west,test
sanchit-gandhi_gtzan_00000085,west,test
sanchit-gandhi_gtzan_00000114,west,test
sanchit-gandhi_gtzan_00000126,west,test
sanchit-gandhi_gtzan_00000133,west,test
sanchit-gandhi_gtzan_00000141,west,test
sanchit-gandhi_gtzan_00000149,west,test
sanchit-gandhi_gtzan_00000155,west,test
sanchit-gandhi_gtzan_00000157,west,test
